Diện tích (m2),Chiều ngang (m),Chiều dài (m),Số phòng ngủ,Số phòng vệ sinh,Số tầng,Giá_per_m2,Tổng_phòng,Aspect_ratio,Diện_tích_per_phòng,"Loại hình_Nhà mặt phố, mặt tiền","Loại hình_Nhà ngõ, hẻm",Loại hình_Nhà phố liền kề,Giấy tờ pháp lý_Không có sổ,Giấy tờ pháp lý_Sổ chung / công chứng vi bằng,Giấy tờ pháp lý_Đang chờ sổ,Giấy tờ pháp lý_Đã có sổ,Hướng_Không xác định,Hướng_Nam,Hướng_Tây,Hướng_Tây Bắc,Hướng_Tây Nam,Hướng_Đông,Hướng_Đông Bắc,Hướng_Đông Nam,Tình trạng nội thất_Hoàn thiện cơ bản,Tình trạng nội thất_Không xác định,Tình trạng nội thất_Nội thất cao cấp,Tình trạng nội thất_Nội thất đầy đủ,Phường/Xã_encoded,Thành phố_encoded,Giá bán_numeric_log,Diện tích (m2)_log,Giá_per_m2_log
30.0,3.0,10.0,3.0,3.0,3.0,220000000.0,6.0,0.3,5.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,7592592654.780922,6473607613.312442,22.610335486130307,3.4339872044851463,19.20913810886209
80.0,4.5,17.8,3.0,2.0,1.0,17987500.0,5.0,0.25280898876404495,16.0,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,3825159076.636566,6473607613.312442,21.087214265546567,4.394449154672439,16.70518768577192
68.0,4.0,17.0,5.0,6.0,3.0,173529411.7647059,11.0,0.23529411764705882,6.181818181818182,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,6460752785.990448,6464509836.25199,23.191365368502776,4.23410650459726,18.971857669004635
68.0,4.0,17.0,4.0,5.0,4.0,110294117.64705883,9.0,0.23529411764705882,7.555555555555555,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,6112004423.498284,6473607613.312442,22.73816885762201,4.23410650459726,18.518661161379235
31.0,2.8,11.0,4.0,3.0,3.0,160000000.0,7.0,0.2545454545454545,4.428571428571429,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,6308641996.361983,6471881569.217854,22.32467157788486,3.4657359027997265,18.8906843794481
55.9,4.0,14.0,5.0,5.0,5.0,119677996.42218247,10.0,0.2857142857142857,5.59,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,5300716365.830623,6444340613.27308,22.623879711236025,4.041295341132285,18.60031533928125
23.0,3.3,7.0,2.0,1.0,2.0,108260869.56521739,3.0,0.4714285714285714,7.666666666666667,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,7224757844.474762,6471881569.217854,21.635548547824634,3.1780538303479458,18.500054340730827
45.0,4.5,15.0,4.0,3.0,3.0,177777777.7777778,7.0,0.3,6.428571428571429,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,6747256969.951376,9292467465.333433,22.802707378751247,3.828641396489095,18.996044894480928
35.0,4.0,13.0,3.0,3.0,45.0,245714285.7142857,6.0,0.3076923076923077,5.833333333333333,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,6602756838.340191,9169252500.671946,22.875028040322153,3.58351893845611,19.319679982786226
64.0,4.0,13.0,5.0,3.0,2.0,93750000.0,8.0,0.3076923076923077,8.0,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,6301468995.318125,6478016096.952897,22.515025306341133,4.174387269895637,18.35614223348146
40.0,4.0,10.0,6.0,4.0,5.0,218750000.0,10.0,0.4,4.0,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,7663871170.903238,9169252500.671946,22.892319537430218,3.713572066704308,19.203440087773426
80.0,5.0,17.0,3.0,3.0,1.0,11250000.0,6.0,0.29411764705882354,13.333333333333334,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,5586811353.6455965,4245852371.093719,20.617905322399697,4.394449154672439,16.23587877550359
70.0,4.0,17.0,5.0,3.0,3.0,150000000.0,8.0,0.23529411764705882,8.75,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,5885561594.983365,6473607613.312442,23.074641094205127,4.2626798770413155,18.826145858727198
87.7,5.0,18.0,1.0,3.0,3.0,34207525.65564424,4.0,0.2777777777777778,21.925,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,6050326423.247411,5447573390.948375,21.821878125947855,4.485259889315534,17.347956255469715
41.0,4.0,11.0,1.0,1.0,1.0,45121951.219512194,2.0,0.36363636363636365,20.5,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,6237483401.546157,9368352105.174751,21.338451476577184,3.7376696182833684,17.6248794314945
50.0,4.25,12.5,4.0,3.0,4.0,150000000.0,7.0,0.34,7.142857142857143,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,6716257665.443474,6478016096.952897,22.73816885762201,3.9318256327243257,18.826145858727198
76.0,4.0,19.0,6.0,6.0,5.0,105131578.94736843,12.0,0.21052631578947367,6.333333333333333,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,5604864688.286169,6444340613.27308,22.80145659684975,4.343805421853684,18.470723265950152
65.0,4.0,13.0,6.0,3.0,2.0,186923076.92307693,9.0,0.3076923076923077,7.222222222222222,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,6004882177.849436,9267157195.27685,23.220595006815273,4.189654742026425,19.046207742187125
40.0,4.05,10.0,2.0,2.0,2.0,121250000.0,4.0,0.40499999999999997,10.0,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,6548785436.7108,6464509836.25199,22.302244542101988,3.713572066704308,18.613365096029288
49.0,5.0,10.0,2.0,2.0,2.0,71224489.79591836,4.0,0.5,12.25,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,6375159500.399869,6444340613.27308,21.97316757344728,3.912023005428146,18.081347289090235
11.0,4.0,13.0,2.0,3.0,2.0,281818181.8181818,5.0,0.3076923076923077,2.2,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,7468814243.31319,6464509836.25199,21.854667948760092,2.4849066497880004,19.456772679187527
68.0,4.0,17.0,4.0,5.0,3.0,55882352.941176474,9.0,0.23529411764705882,7.555555555555555,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,5516552345.927991,4014550222.042567,22.05826690394191,4.23410650459726,17.83875921639738
120.0,6.5,18.0,4.0,3.0,2.0,41583333.333333336,7.0,0.3611111111111111,17.142857142857142,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,5652015688.949522,6444340613.27308,22.33070174691024,4.795790545596741,17.54321002797589
43.0,4.0,10.0,5.0,4.0,5.0,183720930.23255813,9.0,0.4,4.777777777777778,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,6994963714.929602,9367147621.619719,22.79012859654597,3.784189633918261,19.028928486168862
76.5,3.4,22.0,5.0,4.0,3.0,176470588.2352941,9.0,0.15454545454545454,8.5,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,7294807614.21645,6473607613.312442,23.32595552246487,4.350277936359301,18.98866478722497
45.0,4.5,10.0,3.0,2.0,1.0,16666666.666666666,5.0,0.45,9.0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,3408190736.0488534,6473607613.312442,20.435583765827964,3.828641396489095,16.628921334724307
38.1,3.6,11.0,2.0,1.0,1.0,110236220.47244094,3.0,0.32727272727272727,12.700000000000001,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,6703461631.65075,6471881569.217854,22.15835036247383,3.66612246699132,18.518136089174508
72.0,6.5,13.0,2.0,3.0,2.0,59722222.222222224,5.0,0.5,14.4,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,5059950152.167069,6471881569.217854,22.181880859878486,4.290459441148391,17.905214757374058
63.0,5.2,12.0,2.0,2.0,2.0,100000000.0,4.0,0.43333333333333335,15.75,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,7617905669.10945,6473607613.312442,22.56381547050263,4.1588830833596715,18.420680753952364
35.0,4.35,8.0,1.0,1.0,2.0,45142857.14285714,2.0,0.54375,17.5,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,6241123143.401971,4864619624.788737,21.1806906846182,3.58351893845611,17.62534264464777
48.0,4.0,12.0,2.0,2.0,2.0,32916666.666666668,4.0,0.3333333333333333,12.0,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,5014451948.814479,6471881569.217854,21.1806906846182,3.8918202981106265,17.309489703457142
45.0,3.7,13.0,5.0,5.0,3.0,156666666.66666666,10.0,0.2846153846153846,4.5,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,7294807614.21645,6473607613.312442,22.676293453912432,3.828641396489095,18.86963097038325
56.0,6.0,14.0,2.0,3.0,2.0,142678571.42857143,5.0,0.42857142857142855,11.2,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,6892653679.111856,6444340613.27308,22.80145659684975,4.04305126783455,18.776104912998207
61.0,4.7,13.0,4.0,4.0,3.0,78524590.16393442,8.0,0.36153846153846153,7.625,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,4637654331.514325,4014550222.042567,22.289796248578003,4.127134385045092,18.178922396930787
32.8,2.62,12.5,2.0,3.0,2.0,417682926.82926834,5.0,0.2096,6.56,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,6504180046.874453,6473607613.312442,23.340661669853482,3.520460802488973,19.850233156784554
40.0,4.0,12.0,3.0,2.0,2.0,14125000.0,5.0,0.3333333333333333,8.0,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,3344653362.140854,6478016096.952897,20.152336290880626,3.713572066704308,16.463456905793237
92.0,4.4,21.0,2.0,1.0,1.0,13586956.52173913,3.0,0.20952380952380953,30.666666666666668,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,5637541700.773078,6444340613.27308,20.94640938906062,4.532599493153256,16.424620884811578
30.0,3.0,10.0,2.0,2.0,3.0,125000000.0,4.0,0.3,7.5,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,6020077039.563437,6471881569.217854,22.045021677195397,3.4339872044851463,18.643824303266577
85.0,5.0,17.0,3.0,2.0,1.0,56470588.23529412,5.0,0.29411764705882354,17.0,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,6168222343.489466,6473607613.312442,22.29188175506859,4.454347296253507,17.849230516078272
105.0,4.0,28.0,9.0,6.0,3.0,140952380.95238096,15.0,0.14285714285714285,7.0,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,8090635267.112757,6473607613.312442,23.41789301778405,4.663439094112067,18.763932674653553
36.0,4.0,9.0,2.0,2.0,2.0,37500000.0,4.0,0.4444444444444444,9.0,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,6124470272.035074,6473607613.312442,21.02337043013749,3.6109179126442243,17.439851517607305
53.2,3.5,15.2,4.0,2.0,2.0,99624060.15037593,6.0,0.23026315789473686,8.866666666666667,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,7081293624.374716,6473607613.312442,22.390972657693165,3.9926809084456005,18.416914271194624
35.0,4.0,13.0,3.0,3.0,2.0,180000000.0,6.0,0.3076923076923077,5.833333333333333,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,6352931911.199305,9368352105.174751,22.56381547050263,3.58351893845611,19.00846741441004
52.0,4.0,13.0,2.0,2.0,2.0,92115384.61538461,4.0,0.3076923076923077,13.0,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,7060917655.531624,6478016096.952897,22.289796248578003,3.970291913552122,18.338552540643757
65.0,4.0,16.0,3.0,2.0,2.0,100000000.0,5.0,0.25,13.0,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,6140846884.239254,6464509836.25199,22.59506801400185,4.189654742026425,18.420680753952364
60.0,4.0,15.0,4.0,4.0,3.0,94333333.33333333,8.0,0.26666666666666666,7.5,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,5954005837.748659,6444340613.27308,22.45668972933818,4.110873864173311,18.36234517754011
52.0,3.5,16.0,3.0,3.0,3.0,153653846.15384614,6.0,0.21875,8.666666666666666,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,6703461631.65075,6471881569.217854,22.80145659684975,3.970291913552122,18.850212884651302
39.0,3.8,11.0,4.0,4.0,4.0,194871794.87179488,8.0,0.34545454545454546,4.875,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,6656317064.797725,6473607613.312442,22.751414084370275,3.6888794541139363,19.087852443240628
54.0,4.0,13.5,4.0,5.0,4.0,117592592.5925926,9.0,0.2962962962962963,6.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,4724825020.463847,6444340613.27308,22.57172065000849,4.007333185232471,18.582736611790676
34.0,3.4,13.0,3.0,4.0,5.0,167647058.82352942,7.0,0.26153846153846155,4.857142857142857,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,10067463367.187105,9292467465.333433,22.463732011962353,3.5553480614894135,18.937371493135668
66.0,3.3,20.0,4.0,4.0,3.0,212121212.12121212,8.0,0.16499999999999998,8.25,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,6813763550.905921,6464509836.25199,23.362323166633097,4.204692619390966,19.17266842924953
44.0,4.0,11.0,3.0,3.0,3.0,136363636.36363637,6.0,0.36363636363636365,7.333333333333333,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,7442275014.617034,6444340613.27308,22.515025306341133,3.8066624897703196,18.73083567958954
30.0,3.0,10.0,2.0,2.0,2.0,121666666.66666667,4.0,0.3,7.5,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,5630309110.550582,6478016096.952897,22.017993004814784,3.4339872044851463,18.616795631097833
150.0,5.0,30.0,5.0,5.0,2.0,5466666.666666667,10.0,0.16666666666666666,15.0,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,5945575020.158372,4229321754.2066755,20.524814899442084,5.017279836814924,15.51417978705313
137.0,8.0,20.0,4.0,3.0,2.0,51094890.510948904,7.0,0.4,19.571428571428573,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,5181123465.21146,6471881569.217854,22.66917598614458,4.927253685157205,17.74919507974503
50.0,4.3,12.0,2.0,2.0,1.0,73800000.0,4.0,0.35833333333333334,12.5,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,6420433130.543552,6464509836.25199,22.02889229526985,3.9318256327243257,18.116869303120836
80.0,5.0,16.0,4.0,5.0,4.0,106250000.0,9.0,0.3125,8.88888888888889,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,5383735745.150915,6478016096.952897,22.86333200056033,4.394449154672439,18.481305375180565
45.0,4.5,10.0,4.0,3.0,5.0,188888888.8888889,7.0,0.45,6.428571428571429,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,6853356891.50978,6464509836.25199,22.86333200056033,3.828641396489095,19.05666951596648
60.0,4.0,16.0,2.0,1.0,1.0,70833333.33333333,3.0,0.25,20.0,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,7508900061.730401,6478016096.952897,22.17018482011803,4.110873864173311,18.075840271778283
96.0,5.0,19.0,2.0,2.0,3.0,78125000.0,4.0,0.2631578947368421,24.0,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,6823879155.597042,6471881569.217854,22.73816885762201,4.574710978503383,18.17382067882084
200.0,5.0,40.0,10.0,6.0,2.0,46000000.0,16.0,0.125,12.5,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,5487307173.722343,4051583764.3770323,22.942469321110103,5.303304908059076,17.6441519761925
60.0,3.7,16.2,3.0,2.0,2.0,105000000.0,5.0,0.22839506172839508,12.0,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,7305856497.271487,6884166851.269029,22.56381547050263,4.110873864173311,18.46947091764561
30.0,6.0,5.0,2.0,2.0,2.0,108333333.33333333,4.0,1.2,7.5,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,6154080180.060072,6464509836.25199,21.90192083359575,3.4339872044851463,18.500723460856673
80.0,4.0,20.0,5.0,5.0,5.0,96250000.0,10.0,0.2,8.0,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,5597290784.855587,6473607613.312442,22.76448616593592,4.394449154672439,18.38245954152178
56.0,4.0,14.0,3.0,3.0,3.0,98035714.28571428,6.0,0.2857142857142857,9.333333333333334,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,5975429437.183106,6478016096.952897,22.42619409265,4.04305126783455,18.400842411933066
68.0,4.5,15.0,5.0,4.0,4.0,126323529.41176471,9.0,0.3,7.555555555555555,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,7592592654.780922,6473607613.312442,22.873864573058988,4.23410650459726,18.65435687568265
52.0,3.5,15.0,2.0,2.0,2.0,122692307.6923077,4.0,0.23333333333333334,13.0,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,6656317064.797725,6473607613.312442,22.57643393445985,3.970291913552122,18.625190223872153
33.0,3.6,9.7,4.0,3.0,44.0,101515151.51515152,7.0,0.3711340206185567,4.714285714285714,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,6434460086.422561,9367147621.619719,21.932226183081895,3.5263605246161616,18.435718631167653
76.0,6.0,13.0,4.0,3.0,2.0,94736842.10526316,7.0,0.46153846153846156,10.857142857142858,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,6411297976.8209305,6478016096.952897,22.69734686310731,4.343805421853684,18.366613533237643
67.0,4.1,16.0,3.0,2.0,2.0,39552238.80597015,5.0,0.25625,13.4,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,6093841002.108397,3200547990.1332564,21.6978254773219,4.219507705176107,17.493132882836594
55.0,4.0,13.0,3.0,3.0,2.0,118181818.18181819,6.0,0.3076923076923077,9.166666666666666,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,7060917655.531624,6478016096.952897,22.59506801400185,4.02535169073515,18.587734837077072
80.0,4.0,20.0,2.0,1.0,2.0,16875000.0,3.0,0.2,26.666666666666668,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,6103145533.111419,6139906724.281708,21.02337043013749,4.394449154672439,16.641343853982125
60.0,4.0,15.0,3.0,3.0,2.0,71666666.66666667,6.0,0.26666666666666666,10.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,5905947663.1794405,6464509836.25199,22.181880859878486,4.110873864173311,18.087536311377317
72.0,4.0,18.0,5.0,3.0,2.0,122222222.22222222,8.0,0.2222222222222222,9.0,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,7442275014.617034,6444340613.27308,22.898017558544208,4.290459441148391,18.621351447596336
25.0,4.0,6.0,2.0,2.0,3.0,128000000.0,4.0,0.6666666666666666,6.25,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,6189072663.1794405,6464509836.25199,21.886416647064593,3.258096538021482,18.667540829696392
121.0,5.5,22.0,3.0,2.0,1.0,35123966.94214876,5.0,0.25,24.2,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,5299576074.596315,6464509836.25199,22.17018482011803,4.804021044733257,17.374394302756585
64.0,4.0,13.0,4.0,3.0,4.0,112500000.0,7.0,0.3076923076923077,9.142857142857142,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,7592592654.780922,6473607613.312442,22.69734686310731,4.174387269895637,18.538463788497637
61.0,4.0,15.5,4.0,3.0,3.0,118032786.8852459,7.0,0.25806451612903225,8.714285714285714,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,6717986617.817483,6473607613.312442,22.69734686310731,4.127134385045092,18.586473007267333
93.0,3.6,26.0,4.0,3.0,2.0,41397849.46236559,7.0,0.13846153846153847,13.285714285714286,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,7151596064.302216,6464509836.25199,22.071338985505843,4.543294782270004,17.538739516248693
24.0,3.0,8.0,2.0,2.0,3.0,162500000.0,4.0,0.375,6.0,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,5892984034.569025,6478016096.952897,22.08424239033842,3.2188758248682006,18.906188565887913
24.8,3.7,7.5,2.0,2.0,2.0,151209677.41935483,4.0,0.49333333333333335,6.2,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,7060917655.531624,6478016096.952897,22.045021677195397,3.250374491927572,18.834178030371127
28.0,3.6,8.0,2.0,2.0,3.0,217857142.85714287,4.0,0.45,7.0,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,7681812998.236696,6478016096.952897,22.53155460828961,3.367295829986474,19.199350102540638
56.0,4.0,14.0,3.0,2.0,2.0,101785714.28571428,5.0,0.2857142857142857,11.2,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,6272937536.542584,6444340613.27308,22.463732011962353,4.04305126783455,18.438380330876328
100.0,5.0,20.0,3.0,3.0,1.0,173000000.0,6.0,0.25,16.666666666666668,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,7580988111.479244,6444340613.27308,23.573972338507946,4.61512051684126,18.9688021582424
65.0,4.2,15.0,3.0,3.0,3.0,88461538.46153846,6.0,0.28,10.833333333333334,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,6168222343.489466,6473607613.312442,22.47246569192958,4.189654742026425,18.29807843316438
60.0,4.0,15.0,2.0,1.0,1.0,66666666.666666664,3.0,0.26666666666666666,20.0,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,5127066702.676067,6478016096.952897,22.109560198316302,4.110873864173311,18.0152156508442
50.1,4.21,11.91,3.0,3.0,2.0,83832335.32934132,6.0,0.3534844668345928,8.35,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,5737015688.949522,6444340613.27308,22.15835036247383,3.933784497209659,18.244329366073487
45.0,4.0,11.0,3.0,3.0,2.0,177777777.7777778,6.0,0.36363636363636365,7.5,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,7468814243.31319,6464509836.25199,22.802707378751247,3.828641396489095,18.996044894480928
80.0,5.0,18.0,3.0,2.0,2.0,111250000.0,5.0,0.2777777777777778,16.0,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,8104270947.021374,6473607613.312442,22.909317113796863,4.394449154672439,18.527290487999387
60.0,4.0,13.0,2.0,3.0,2.0,71333333.33333334,5.0,0.3076923076923077,12.0,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,6093680972.957753,6478016096.952897,22.177218846773762,4.110873864173311,18.08287429833671
28.0,3.47,7.0,2.0,2.0,2.0,166071428.57142857,4.0,0.4957142857142857,7.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,6835094005.539708,6473607613.312442,22.26013305676073,3.367295829986474,18.92792855239198
36.0,4.0,13.0,2.0,3.0,2.0,75000000.0,5.0,0.3076923076923077,7.2,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,6740214665.593674,6464509836.25199,21.716517610327063,3.6109179126442243,18.132998684833918
38.0,4.0,13.0,5.0,4.0,2.0,78000000.0,9.0,0.3076923076923077,4.222222222222222,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,3605361966.1626997,6464509836.25199,21.809805544717634,3.6635616461296463,18.17221939747438
24.5,3.5,7.0,2.0,2.0,1.0,63755102.04081633,4.0,0.5,6.125,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,5447833156.994393,6464509836.25199,21.16923288900411,3.2386784521643803,17.970559786498242
72.0,4.0,18.0,5.0,5.0,4.0,94444444.44444445,10.0,0.2222222222222222,7.2,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,5327836324.93853,6464509836.25199,22.64018844927553,4.290459441148391,18.36352234070065
64.0,4.0,16.0,3.0,2.0,2.0,34218750.0,5.0,0.25,12.8,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,3988212931.104052,6478016096.952897,21.50716738123144,4.174387269895637,17.348284326638893
100.0,5.0,20.0,4.0,2.0,1.0,34500000.0,6.0,0.25,16.666666666666668,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,4475680612.399575,2820528859.271697,21.961640068279536,4.61512051684126,17.356469910987094
60.0,4.0,15.0,2.0,3.0,2.0,81666666.66666667,5.0,0.26666666666666666,12.0,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,5412117563.319296,6471881569.217854,22.312501042267073,4.110873864173311,18.21815649208579
70.0,4.0,13.0,3.0,3.0,2.0,57142857.14285714,6.0,0.3076923076923077,11.666666666666666,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,5729374161.204095,6473607613.312442,22.109560198316302,4.2626798770413155,17.861064973516942
110.0,6.5,13.0,1.0,3.0,2.0,100909090.9090909,4.0,0.5,27.5,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,8348281328.178303,6478016096.952897,23.13021094535479,4.709530201312334,18.429730589382192
90.0,4.5,20.0,6.0,6.0,5.0,144444444.44444445,12.0,0.225,7.5,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,8379092708.125757,6444340613.27308,23.28821519448487,4.51085950651685,18.78840553100076
45.0,3.0,15.0,2.0,3.0,2.0,186666666.66666666,5.0,0.2,9.0,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,7268626156.176077,6444340613.27308,22.85149754291473,3.828641396489095,19.044835058382503
44.0,2.7,16.2,3.0,3.0,3.0,90909090.9090909,6.0,0.16666666666666669,7.333333333333333,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,6132283557.096896,6473607613.312442,22.109560198316302,3.8066624897703196,18.32537057514804
44.0,4.0,11.0,3.0,2.0,3.0,86363636.36363636,5.0,0.36363636363636365,8.8,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,8117132146.376858,6464509836.25199,22.05826690394191,3.8066624897703196,18.274077281339437
56.0,4.0,14.0,4.0,5.0,4.0,124107142.85714285,9.0,0.2857142857142857,6.222222222222222,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,6124470272.035074,6473607613.312442,22.662007496666998,4.04305126783455,18.63665581384552
100.0,5.0,20.0,3.0,3.0,3.0,75990000.0,6.0,0.25,16.666666666666668,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,7872494361.99168,6896101548.674963,22.751282496765654,4.61512051684126,18.146112323805593
