Giá (tỷ VNĐ),Diện tích (m2),Chiều ngang (m),Chiều dài (m),Số phòng ngủ,Số phòng vệ sinh,Số tầng,Thành phố_encoded,Phường/Xã_encoded,Loại hình_Nhà biệt thự,"Loại hình_Nhà mặt phố, mặt tiền","Loại hình_Nhà ngõ, hẻm",Loại hình_Nhà phố liền kề,Giấy tờ pháp lý_encoded,Hướng_sin,Hướng_cos,Tình trạng nội thất_encoded
5.1,87.0,10.0,8.7,2.0,2.0,2.0,4.942532781780636,6.6537960039100685,0,1,0,0,4,0.7071067811865476,-0.7071067811865475,1.3
4.4,100.0,5.0,20.0,2.0,2.0,1.0,11.611726926836605,5.38264118222069,0,0,1,0,4,1.0,6.123233995736766e-17,1.5
7.5,72.0,3.3,21.0,3.0,2.0,2.0,7.631757021692561,7.741464711632455,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
15.5,120.0,6.099180272790763,19.67477507351859,6.0,5.0,1.0714285714285714,4.942532781780636,7.116900003153281,0,1,0,0,4,0.7071067811865476,-0.7071067811865475,1.3
1.5,20.0,3.6,6.0,1.0,1.0,1.0714285714285714,7.688481542509216,6.896423814178653,0,0,1,0,3,0.7071067811865476,-0.7071067811865475,1.3
9.2,55.0,4.129164564412516,13.319885691653274,3.0,3.0,1.0,7.688481542509216,9.551834178452554,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
2.35,38.0,4.5,9.0,2.0,2.0,1.0178571428571428,4.942532781780636,5.487372502443793,0,0,1,0,4,-1.0,-1.8369701987210292e-16,1.3
11.0,40.0,3.521363372331802,11.359236684941296,4.0,4.0,1.0,11.577636567407344,10.95028824104422,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
1.45,100.0,5.0,20.0,2.0,1.0,1.0,3.856690834147931,3.905641938637152,0,1,0,0,4,0.7071067811865476,-0.7071067811865475,1.3
6.05,55.0,3.5,12.5,4.0,3.0,4.0,7.688481542509216,7.106919200782014,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.5
3.69,34.16,4.27,8.0,2.0,2.0,1.0,7.688481542509216,7.317671552566825,0,0,0,1,4,0.7071067811865476,-0.7071067811865475,1.3
3.3,40.0,3.2,12.5,2.0,1.0,2.0,7.688481542509216,7.262235527601995,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
8.0,81.0,4.5,18.0,3.0,2.0,1.4464285714285714,7.688481542509216,7.702614290369129,0,1,0,0,4,0.7071067811865476,-0.7071067811865475,1.3
3.99,30.0,5.0,6.0,2.0,2.0,3.0,7.688481542509216,6.560925001437526,0,1,0,0,4,0.7071067811865476,-0.7071067811865475,1.1
16.8,143.0,6.3,21.5,4.0,4.0,2.0,7.688481542509216,6.642965628054741,0,0,1,0,4,0.0,1.0,1.3
5.86,51.0,4.3,11.7,4.0,3.0,3.0,7.688481542509216,6.977254841862959,0,0,1,0,4,-1.0,-1.8369701987210292e-16,1.5
1.75,29.0,2.9,10.0,2.0,2.0,1.0,7.688481542509216,6.272079465158497,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.1
4.69,60.0,4.0,15.0,4.0,2.0,2.0,7.688481542509216,6.526258905448654,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
3.46,52.0,4.0,13.0,3.0,3.0,3.0,7.688481542509216,7.524020002172261,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
6.75,31.0,3.86,7.57,3.0,5.0,5.0,11.577636567407344,7.565490009775172,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.1
3.5,83.8,5.3,16.0,2.0,1.0,2.0,4.942532781780636,6.3648764763383365,0,0,1,0,4,-1.0,-1.8369701987210292e-16,1.3
33.0,89.0,4.5,17.9,6.0,5.0,7.0,11.577636567407344,10.732821743380509,0,1,0,0,4,0.7071067811865476,-0.7071067811865475,1.1
6.3,63.0,5.2,12.0,2.0,2.0,2.0,7.688481542509216,7.799938793946135,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
7.45,80.0,5.0,16.0,4.0,6.0,3.0,7.688481542509216,5.045067243064685,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
7.9,64.0,4.0,15.0,5.0,6.0,4.0,7.688481542509216,7.317671552566825,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
6.8,200.0,7.874007874011811,25.4000254000381,4.0,3.0,1.0,7.688481542509216,5.508582761991438,0,0,1,0,4,-0.7071067811865477,0.7071067811865474,1.5
11.9,82.0,4.7,17.5,5.0,5.0,2.0,7.688481542509216,8.294128236444138,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.1
6.6,51.0,4.3,12.0,5.0,6.0,4.0,7.688481542509216,8.28166081213178,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
7.98,56.0,4.1,13.5,4.0,5.0,4.0,7.688481542509216,7.262235527601995,0,0,1,0,4,-0.7071067811865477,0.7071067811865474,1.5
9.5,63.0,5.0,13.0,3.0,3.0,3.0,7.688481542509216,7.690092454674562,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.1
6.0,62.0,5.0,12.5,5.0,5.0,3.0,7.688481542509216,5.83781591131254,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
5.5,70.0,5.0,14.0,4.0,4.0,3.0,4.942532781780636,7.382675003491133,0,1,0,0,4,-1.0,-1.8369701987210292e-16,1.5
4.48,42.0,4.0,10.0,4.0,3.0,3.0,7.688481542509216,7.106919200782014,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
8.8,33.0,3.3,10.0,3.0,4.0,5.0,11.577636567407344,8.511915392134748,0,0,1,0,4,0.7071067811865476,0.7071067811865476,1.3
14.0,100.0,5.567764362830022,17.96053020267749,2.0,2.0,2.6785714285714284,7.631757021692561,8.490931256109484,0,1,0,0,4,0.7071067811865476,-0.7071067811865475,1.3
4.3,95.0,5.0,19.0,3.0,3.0,1.6964285714285714,3.856690834147931,7.565490009775172,0,1,0,0,4,0.7071067811865476,-0.7071067811865475,1.3
5.9,47.0,3.817066936798463,12.313119150962782,5.0,5.0,1.0,7.688481542509216,6.655102085369827,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
16.0,64.0,4.0,16.0,5.0,5.0,5.0,7.688481542509216,6.955032773930687,0,1,0,0,4,-0.7071067811865475,-0.7071067811865477,1.3
17.8,58.0,4.0,14.5,6.0,5.0,4.0,7.688481542509216,8.521497224937548,0,1,0,0,4,0.7071067811865476,-0.7071067811865475,1.5
7.95,45.0,3.73496987939662,12.048289933537482,4.0,4.0,6.0,11.577636567407344,8.986993339850114,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.5
6.0,104.0,5.678027826631356,18.31621879558502,4.0,3.0,33.0,7.688481542509216,7.100345670061038,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
4.0,40.0,4.0,10.0,3.0,3.0,3.0,7.688481542509216,5.67253809678971,0,0,1,0,4,1.0,6.123233995736766e-17,1.3
6.6,53.2,4.0,14.0,4.0,5.0,4.0,7.688481542509216,6.832775557727817,0,0,1,0,4,1.2246467991473532e-16,-1.0,1.3
5.15,67.0,4.557411546042337,14.701327567878504,3.0,2.0,2.0,7.631757021692561,7.504280957035796,0,0,1,0,4,1.2246467991473532e-16,-1.0,1.3
5.45,150.1,10.0,15.0,3.0,1.0,1.0,4.942532781780636,5.487372502443793,1,0,0,0,4,1.2246467991473532e-16,-1.0,1.3
4.79,52.0,4.0,13.0,2.0,2.0,1.3928571428571428,7.688481542509216,6.955032773930687,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
3.0,87.7,5.0,18.0,1.0,1.0,4.698214285714285,5.0516142903691295,6.9676539831659445,0,1,0,0,4,0.7071067811865476,-0.7071067811865475,1.3
7.89,72.0,4.0,18.0,4.0,4.0,1.0,7.688481542509216,7.524020002172261,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.5
6.2,56.0,4.2,14.0,3.0,2.0,2.0,7.688481542509216,8.932278001955035,0,0,1,0,4,-1.0,-1.8369701987210292e-16,1.1
9.5,75.0,5.0,15.0,4.0,4.0,3.0,7.688481542509216,10.48140312805474,0,0,0,1,4,0.7071067811865476,-0.7071067811865475,1.3
4.58,22.0,3.5,6.2,2.0,3.0,2.0,7.688481542509216,7.792148751221896,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
19.9,74.0,4.0,19.0,4.0,5.0,4.0,7.688481542509216,6.955032773930687,0,1,0,0,4,0.7071067811865476,-0.7071067811865475,1.3
0.8,72.0,4.0,18.0,6.0,5.0,2.0,4.942532781780636,5.112196003910069,0,0,0,1,4,0.7071067811865476,-0.7071067811865475,1.3
2.9,45.0,4.0,11.25,2.0,1.0,2.0,7.688481542509216,8.685245004887586,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
6.1,24.0,3.0,8.0,3.0,4.0,5.0,11.577636567407344,7.599681256109482,0,0,1,0,4,1.2246467991473532e-16,-1.0,1.5
8.6,40.0,3.2,12.0,6.0,4.0,1.0,7.688481542509216,7.100345670061038,0,1,0,0,4,0.7071067811865476,-0.7071067811865475,1.3
5.45,169.0,7.5,22.5,2.0,2.0,1.0,7.631757021692561,8.133363163039563,0,1,0,0,4,0.0,1.0,1.1
12.8,57.6,4.2,13.7,2.0,2.0,1.0,7.688481542509216,7.565490009775172,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
8.6,42.0,3.6083237105337433,11.639753904947558,4.0,5.0,1.0,11.577636567407344,7.36813572126798,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
6.0,108.7,5.0,21.0,2.0,1.0,1.0,7.688481542509216,6.9976263209343,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.1
6.0,68.0,4.0,17.0,5.0,5.0,3.0,7.688481542509216,6.832775557727817,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
16.7,72.0,4.0,18.0,6.0,6.0,3.0,7.688481542509216,8.160604352076163,0,1,0,0,4,0.7071067811865476,-0.7071067811865475,1.5
3.75,24.8,3.7,7.5,2.0,2.0,2.0,7.688481542509216,6.955032773930687,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
4.8,216.0,5.0,43.0,2.0,2.0,5.785714285714286,3.856690834147931,7.565490009775172,0,1,0,0,4,0.7071067811865476,-0.7071067811865475,1.3
13.5,39.5,3.95,10.0,2.0,3.0,5.0,7.688481542509216,8.294128236444138,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
4.85,60.0,4.0,15.0,2.0,3.0,3.0,7.688481542509216,6.530438238169168,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
5.65,74.0,4.5,17.0,4.0,5.0,2.0,7.688481542509216,5.045067243064685,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.5
45.5,140.0,7.2,19.4,4.0,4.0,5.0,11.577636567407344,10.736993339850114,1,0,0,0,4,0.7071067811865476,-0.7071067811865475,1.1
5.99,75.0,4.2,18.0,4.0,4.0,2.0,7.688481542509216,6.955032773930687,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.1
11.9,78.9,4.0,19.7,4.0,4.0,3.0,7.688481542509216,9.75401384765772,0,1,0,0,4,0.7071067811865476,-0.7071067811865475,1.3
4.5,80.0,5.0,16.0,3.0,2.0,3.0,7.631757021692561,6.937551855472287,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
7.79,107.0,4.3,25.0,5.0,5.0,2.0,7.688481542509216,7.100345670061038,0,0,1,0,4,-1.0,-1.8369701987210292e-16,1.3
7.7,104.0,5.5,20.0,5.0,5.0,3.0,7.688481542509216,6.977254841862959,0,1,0,0,4,0.7071067811865476,-0.7071067811865475,1.1
8.0,27.0,2.8930952282978866,9.332565252573827,4.0,4.0,4.0,7.688481542509216,7.106919200782014,0,1,0,0,4,0.7071067811865476,-0.7071067811865475,1.5
2.4,18.0,3.0,6.0,2.0,2.0,3.0,7.688481542509216,7.829941667293281,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
9.5,64.0,4.0,16.0,5.0,5.0,1.0,7.688481542509216,9.140200962478382,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
6.85,40.0,4.1,10.0,2.0,1.0,1.0714285714285714,7.688481542509216,9.551834178452554,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
0.425,10.0,4.0,2.5,3.0,2.0,1.0,7.688481542509216,5.508582761991438,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.1
9.5,45.0,3.8,12.0,7.0,5.0,1.0,7.688481542509216,7.792148751221896,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
5.6,80.0,4.0,20.0,3.0,3.0,1.4285714285714286,7.688481542509216,6.842725759056845,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
7.5,68.0,4.0,17.0,5.0,4.0,5.0,7.688481542509216,6.560925001437526,1,0,0,0,4,0.7071067811865476,-0.7071067811865475,1.5
6.6,50.0,4.0,13.0,2.0,2.0,2.0,7.688481542509216,8.562232814027372,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
7.5,105.0,5.5,19.0,3.0,4.0,1.875,7.688481542509216,5.045067243064685,0,1,0,0,4,-0.7071067811865475,-0.7071067811865477,1.5
4.19,114.0,4.0,28.5,3.0,3.0,2.0357142857142856,4.942532781780636,5.014980001777303,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
2.38,50.0,5.0,10.0,2.0,2.0,1.3392857142857142,4.942532781780636,7.116900003153281,0,0,1,0,3,0.7071067811865476,-0.7071067811865475,1.3
2.8,34.0,3.5,9.9,3.0,3.0,44.0,11.577636567407344,7.565490009775172,0,0,0,1,4,0.7071067811865476,-0.7071067811865475,1.1
5.85,70.0,4.5,15.0,3.0,4.0,3.0,7.631757021692561,10.353368756109482,0,1,0,0,4,0.7071067811865476,-0.7071067811865475,1.5
3.19,100.0,4.0,24.5,3.0,2.0,2.0,3.486212360648896,6.395761545980902,0,0,1,0,4,-0.7071067811865475,-0.7071067811865477,1.3
3.65,200.0,10.0,20.0,3.0,3.0,2.0,3.486212360648896,4.492821743380509,0,1,0,0,4,0.7071067811865476,0.7071067811865476,1.1
6.8,63.0,5.0,14.0,4.0,5.0,4.0,7.688481542509216,7.684029035411346,0,0,1,0,4,0.0,1.0,1.5
10.5,43.0,3.9,11.025641025641026,5.0,4.0,43.0,11.577636567407344,7.449660006516781,0,0,1,0,4,1.0,6.123233995736766e-17,1.1
3.1,11.0,1.8466185312619388,5.9568339718127055,2.0,2.0,1.0,7.688481542509216,7.792148751221896,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
0.8,32.0,4.0,8.0,2.0,2.0,1.0,7.688481542509216,3.703867745088765,0,0,0,1,4,0.7071067811865476,-0.7071067811865475,1.3
4.79,64.0,10.0,6.0,3.0,2.0,2.0,7.631757021692561,7.0432565259892055,0,0,1,0,4,-1.0,-1.8369701987210292e-16,1.3
30.0,440.0,11.0,40.0,3.0,3.0,1.0,7.688481542509216,6.977254841862959,0,1,0,0,4,0.7071067811865476,-0.7071067811865475,1.3
1.15,246.0,6.2,42.0,2.0,1.0,1.0,5.397755175784542,7.565490009775172,0,1,0,0,4,0.7071067811865476,-0.7071067811865475,1.3
2.7,131.0,6.372597586541928,20.556766408199767,3.0,2.0,2.0,7.688481542509216,4.962772227652874,0,1,0,0,4,0.7071067811865476,-0.7071067811865475,1.5
4.3,60.0,4.0,15.0,3.0,3.0,2.0,7.688481542509216,6.530438238169168,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
23.5,177.3,8.0,22.16,4.0,5.0,3.0,7.688481542509216,10.48140312805474,1,0,0,0,4,0.7071067811865476,0.7071067811865476,1.3
8.0,80.0,5.0,16.0,3.0,3.0,1.4285714285714286,7.688481542509216,6.01616568723286,0,1,0,0,4,0.7071067811865476,-0.7071067811865475,1.3
3.45,40.0,5.0,8.0,3.0,3.0,1.0,4.931075001879841,7.051383338763984,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
4.85,67.5,4.5,15.0,4.0,4.0,3.0,4.942532781780636,8.113590628054741,0,1,0,0,4,0.0,1.0,1.5
1.57,35.0,3.5,10.0,2.0,2.0,1.0,7.688481542509216,5.892913891604215,0,0,1,0,3,0.7071067811865476,-0.7071067811865475,1.3
4.8,32.0,4.0,8.0,2.0,2.0,2.0,7.688481542509216,7.690092454674562,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
7.19,72.0,4.0,18.0,4.0,4.0,3.0,7.688481542509216,6.955032773930687,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
4.7,64.0,45.0,14.0,2.0,2.0,1.7142857142857142,7.688481542509216,6.01616568723286,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
22.0,52.0,5.0,10.0,5.0,6.0,7.0,11.577636567407344,7.565490009775172,0,1,0,0,4,0.7071067811865476,-0.7071067811865475,1.1
8.5,100.0,5.567764362830022,17.96053020267749,5.0,5.0,1.0714285714285714,7.631757021692561,6.693817652808924,0,1,0,0,4,0.7071067811865476,-0.7071067811865475,1.3
8.5,35.0,3.5,10.0,3.0,4.0,3.0,7.688481542509216,8.849635721267981,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
4.89,48.0,4.0,12.0,2.0,3.0,2.0,7.688481542509216,5.300713096401806,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.5
3.8,36.0,4.0,9.0,2.0,2.0,2.0,7.688481542509216,6.397702470342614,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
6.9,53.0,4.4,12.0,5.0,5.0,4.0,7.688481542509216,6.01616568723286,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
1.85,27.0,3.0,9.0,2.0,2.0,2.0,7.688481542509216,5.557043940875026,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.1
2.4,108.0,4.5,25.0,2.0,2.0,2.892857142857143,3.486212360648896,5.650993339850115,0,1,0,0,4,0.7071067811865476,-0.7071067811865475,1.3
6.6,45.6,3.6,13.4,4.0,4.0,3.0,7.688481542509216,7.792148751221896,0,0,1,0,4,-0.7071067811865475,-0.7071067811865477,1.3
4.6,58.0,4.240283009422838,13.678332288460767,2.0,2.0,2.0,7.631757021692561,7.332492864125123,0,0,1,0,4,-1.0,-1.8369701987210292e-16,1.5
13.2,94.0,6.6,14.242424242424244,4.0,4.0,3.0,7.688481542509216,8.053514818435248,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.5
2.68,21.0,4.0,6.0,2.0,2.0,2.0,7.688481542509216,7.100345670061038,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.1
5.3,52.0,5.0,11.0,4.0,3.0,1.0,7.688481542509216,6.439029035411346,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.1
8.48,40.0,3.521363372331802,11.359236684941296,3.0,3.0,5.0,11.577636567407344,10.215660006516782,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
4.98,80.0,4.0,20.0,3.0,2.0,2.0,7.688481542509216,6.827021430898851,0,0,1,0,4,-0.7071067811865477,0.7071067811865474,1.3
3.68,37.0,4.0,10.0,2.0,2.0,2.0,7.688481542509216,5.300713096401806,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.5
6.5,55.0,4.129164564412516,13.319885691653274,4.0,3.0,1.0,7.688481542509216,7.799938793946135,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
1.3,15.0,2.1563858652847827,6.956083436402524,3.0,2.0,1.0,7.688481542509216,9.140200962478382,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
12.4,76.0,4.853864439804639,15.657627225176254,3.0,4.0,4.0,11.577636567407344,10.559111770455983,0,1,0,0,4,0.7071067811865476,-0.7071067811865475,1.3
12.39,54.0,4.0,15.0,4.0,5.0,3.0,7.688481542509216,14.27327241716385,0,1,0,0,4,-1.0,-1.8369701987210292e-16,1.3
22.4,154.0,5.0,30.0,8.0,6.0,5.0,7.688481542509216,9.917245004887588,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
5.28,40.0,4.0,10.0,3.0,2.0,1.0,7.688481542509216,5.83781591131254,0,0,0,1,4,0.7071067811865476,-0.7071067811865475,1.3
5.2,103.0,5.0,21.0,2.0,2.0,2.758928571428571,7.688481542509216,6.827021430898851,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
5.8,16.0,3.4,4.9,3.0,3.0,4.0,7.688481542509216,9.551834178452554,0,1,0,0,4,0.7071067811865476,-0.7071067811865475,1.3
0.99,23.8,7.0,3.4,2.0,2.0,2.0,7.688481542509216,5.474496669925058,0,0,1,0,3,0.7071067811865476,-0.7071067811865475,1.3
3.88,56.0,4.0,14.0,2.0,2.0,2.0,7.688481542509216,6.272079465158497,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
7.99,62.0,4.0,16.0,5.0,5.0,4.0,7.688481542509216,14.27327241716385,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.5
8.6,42.0,3.7,13.5,7.0,4.0,4.0,7.688481542509216,7.100345670061038,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
4.85,67.0,4.557411546042337,14.701327567878504,3.0,3.0,1.1964285714285714,7.688481542509216,7.106919200782014,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
7.5,325.0,10.037429949942366,32.37880629013666,10.0,5.5,3.0,3.856690834147931,7.565490009775172,0,1,0,0,4,0.7071067811865476,-0.7071067811865475,1.5
2.19,64.0,4.0,16.0,3.0,2.0,1.1428571428571428,7.688481542509216,3.8791903257339264,0,0,1,0,3,1.0,6.123233995736766e-17,1.3
5.9,45.0,5.0,9.0,4.0,5.0,1.0,7.688481542509216,8.294128236444138,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
3.9,16.0,2.227105745132009,7.184212081070996,2.0,2.0,1.0,7.688481542509216,7.829941667293281,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
6.95,31.0,3.1,10.0,3.0,3.0,1.0,11.577636567407344,10.412196003910068,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
11.2,60.0,4.2,12.0,7.0,5.0,5.0,7.688481542509216,9.140200962478382,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.5
7.2,43.0,3.8,13.0,5.0,3.0,4.0,7.688481542509216,7.106919200782014,0,0,1,0,4,-0.7071067811865475,-0.7071067811865477,1.5
3.2,26.0,4.0,6.0,2.0,2.0,2.0,7.688481542509216,6.560925001437526,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
8.5,192.0,8.5,22.5,4.0,2.0,1.0,7.688481542509216,7.565490009775172,0,0,1,0,4,-1.0,-1.8369701987210292e-16,1.1
4.2,38.1,3.6,11.0,2.0,1.0,1.0,7.688481542509216,7.100345670061038,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.1
4.0,96.0,6.0,16.0,2.0,1.0,1.0,7.688481542509216,4.640852385607225,0,0,1,0,4,0.7071067811865476,0.7071067811865476,1.1
4.2,32.0,3.0,11.0,4.0,4.0,4.0,7.688481542509216,6.272079465158497,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
1.98,32.0,4.0,8.0,2.0,2.0,2.0,7.688481542509216,5.557043940875026,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.5
8.5,45.0,5.2,8.653846153846153,3.0,3.0,1.0,11.577636567407344,8.319607699827056,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
7.188,90.0,5.0,18.0,3.0,3.0,3.0,7.631757021692561,8.968341382681093,0,1,0,0,4,0.0,1.0,1.3
4.39,104.0,7.6,16.0,2.0,2.0,2.7857142857142856,7.688481542509216,6.235745004887586,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
6.5,24.0,4.0,6.0,3.0,4.0,5.0,11.577636567407344,7.505947623702463,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
3.75,40.0,3.521363372331802,11.359236684941296,2.0,2.0,1.0714285714285714,7.688481542509216,6.272079465158497,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
12.8,77.0,5.5,14.0,4.0,3.0,1.03125,7.688481542509216,7.106919200782014,0,1,0,0,4,0.7071067811865476,-0.7071067811865475,1.3
4.6,36.0,3.340658617698013,10.776318121606494,3.0,3.0,1.0,7.688481542509216,8.932278001955035,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
5.0,150.0,5.0,30.0,8.0,6.0,6.0,7.565490009775172,7.565490009775172,0,1,0,0,4,0.7071067811865476,-0.7071067811865475,1.1
6.85,90.0,6.0,15.0,4.0,3.0,2.0,7.688481542509216,6.272079465158497,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
2.85,102.0,7.5,13.8,3.0,2.0,1.0,4.942532781780636,5.300713096401806,0,0,1,0,4,0.7071067811865476,0.7071067811865476,1.3
5.9,56.0,4.3,13.0,3.0,2.0,1.0,7.688481542509216,8.89888246816722,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
1.19,23.4,3.6,6.5,2.0,1.0,1.0,7.688481542509216,5.386745004887586,0,1,0,0,4,0.7071067811865476,0.7071067811865476,1.3
4.6,65.0,4.4888751374926885,14.48024237900867,3.0,3.0,1.1607142857142858,7.688481542509216,8.521497224937548,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
3.1,20.0,5.0,4.0,2.0,2.0,2.0,7.688481542509216,6.955032773930687,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
4.25,76.6,4.0,19.0,3.0,2.0,2.0,4.942532781780636,6.233605560986207,0,0,1,0,4,-0.7071067811865477,0.7071067811865474,1.3
13.5,105.0,5.5,19.0,6.0,5.0,5.0,7.688481542509216,7.087872502443792,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.5
8.6,77.0,5.0,14.0,4.0,4.0,3.0,7.688481542509216,7.829941667293281,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.5
4.7,48.0,4.0,12.0,3.0,3.0,3.0,7.688481542509216,5.557043940875026,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
1.73,90.0,5.282045058497703,17.038855027411945,3.0,2.0,2.0,3.856690834147931,3.905641938637152,0,1,0,0,4,0.7071067811865476,-0.7071067811865475,1.5
4.2,62.7,4.08,16.5,1.0,1.0,1.0,3.856690834147931,7.400376930596286,0,1,0,0,4,0.7071067811865476,-0.7071067811865475,1.3
13.2,43.0,4.0,11.0,5.0,4.0,1.0,11.577636567407344,7.565490009775172,0,1,0,0,4,0.7071067811865476,-0.7071067811865475,1.1
7.1,50.0,4.0,13.0,6.0,5.0,2.0,7.688481542509216,6.560925001437526,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
4.15,43.4,3.667969465521762,11.832159566199232,4.0,4.0,1.0,7.688481542509216,7.317671552566825,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
0.74,99.6,5.0,19.92,2.0,1.0,1.0,7.688481542509216,5.277935299867749,0,1,0,0,4,0.7071067811865476,-0.7071067811865475,1.3
8.5,60.0,4.0,15.0,3.0,3.0,5.0,7.688481542509216,6.9676539831659445,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
6.0,45.0,3.0,15.0,4.0,4.0,1.0,7.688481542509216,7.262235527601995,0,0,1,0,4,0.7071067811865476,-0.7071067811865475,1.3
5.6,30.0,3.049590136395381,9.837387536759294,3.0,3.0,1.0,11.577636567407344,10.412196003910068,0,1,0,0,4,0.7071067811865476,-0.7071067811865475,1.3
