Diện tích (m2),Hướng,Chiều ngang (m),Chiều dài (m),Số phòng ngủ,Số phòng vệ sinh,Số tầng,Tình trạng nội thất,Tổng_phòng,Aspect_ratio,Diện_tích_per_phòng,Thành phố_encoded,Phường/Xã_encoded,Loại hình_Nhà biệt thự,"Loại hình_Nhà mặt phố, mặt tiền","Loại hình_Nhà ngõ, hẻm",Loại hình_Nhà phố liền kề,Giấy tờ pháp lý_encoded,Giá
31.0,Không xác định,3.5,10.0,4.0,4.0,4.0,Không xác định,8,0.35,3.875,6.460090305209852,6.266364283864284,False,False,True,False,4,7.5
48.0,Không xác định,4.0,12.0,4.0,5.0,4.0,Nội thất cao cấp,9,0.3333333333333333,5.333333333333333,6.460090305209852,5.697912393162393,False,False,True,False,4,6.25
65.0,Không xác định,4.47213595499958,14.534441853748632,2.0,2.0,1.805555555555556,Không xác định,4,0.3076923076923077,16.25,6.460090305209852,6.266364283864284,False,False,True,False,4,4.5
100.0,Không xác định,5.0,20.0,6.0,5.5,6.0,Nội thất cao cấp,11,0.25,9.090909090909092,6.460090305209852,5.111358015000872,False,True,False,False,4,9.95
110.0,Không xác định,5.0,22.0,3.0,3.0,1.0,Không xác định,6,0.2272727272727272,18.33333333333333,4.071625333867521,4.970003287310979,False,True,False,False,4,0.88
75.0,Không xác định,5.0,15.0,3.0,3.0,2.0,Nội thất đầy đủ,6,0.3333333333333333,12.5,6.460090305209852,5.111358015000872,False,False,True,False,4,5.35
35.0,Tây Nam,3.5,10.0,2.0,2.0,2.0,Nội thất cao cấp,4,0.35,8.75,6.460090305209852,6.542857753357753,False,False,True,False,4,4.6
60.0,Không xác định,4.296689244236597,13.964240043768942,4.0,4.0,1.0,Không xác định,8,0.3076923076923076,7.5,6.460090305209852,6.953664968973188,False,False,True,False,4,6.65
66.0,Không xác định,4.506405697192864,14.64581851587681,3.0,2.0,2.0,Nội thất đầy đủ,5,0.3076923076923076,13.2,7.04928547008547,5.817698882314267,False,False,True,False,4,4.45
48.0,Không xác định,4.0,12.0,3.0,2.0,2.0,Nội thất đầy đủ,5,0.3333333333333333,9.6,6.460090305209852,6.010573645340636,False,False,True,False,4,4.25
180.0,Không xác định,7.442084075352508,24.186773244895647,3.0,3.0,3.333333333333333,Không xác định,6,0.3076923076923077,30.0,6.460090305209852,6.137671425796426,False,False,True,False,4,13.9
100.0,Đông Nam,5.0,20.0,4.0,4.0,3.0,Nội thất cao cấp,8,0.25,12.5,7.04928547008547,7.936649572649571,False,True,False,False,4,9.25
32.0,Không xác định,4.0,8.25,2.0,2.0,2.0,Hoàn thiện cơ bản,4,0.4848484848484848,8.0,6.460090305209852,7.093097076534576,False,False,True,False,4,3.85
100.0,Không xác định,5.547001962252291,18.027756377319943,4.0,4.0,1.3888888888888888,Không xác định,8,0.3076923076923077,12.5,6.460090305209852,5.780818091168091,False,False,True,False,4,5.0
52.0,Không xác định,4.0,12.5,5.0,5.0,5.0,Hoàn thiện cơ bản,10,0.32,5.2,6.460090305209852,6.137671425796426,False,True,False,False,4,7.7
50.8,Tây Nam,5.0,12.0,4.0,2.0,3.0,Hoàn thiện cơ bản,6,0.4166666666666667,8.466666666666667,9.50365182305874,6.398008547008547,False,False,True,False,0,2.18
135.0,Không xác định,8.0,17.0,2.0,2.0,3.75,Không xác định,4,0.4705882352941176,33.75,6.460090305209852,7.70881809116809,False,False,True,False,4,14.5
70.0,Đông Nam,4.640954808922571,15.083103128998356,3.0,3.0,2.0,Không xác định,6,0.3076923076923077,11.666666666666666,4.071625333867521,5.4425511441963055,False,False,True,False,4,4.85
100.0,Không xác định,5.0,20.0,4.0,5.0,2.0,Nội thất đầy đủ,9,0.25,11.11111111111111,6.460090305209852,8.025048064353948,False,True,False,False,4,8.5
130.0,Tây,6.0,22.0,3.0,3.0,2.0,Nội thất đầy đủ,6,0.2727272727272727,21.666666666666668,2.7024260683760684,3.657887902695595,True,False,False,False,4,3.25
120.0,Không xác định,5.5,22.0,4.0,3.0,1.6666666666666667,Hoàn thiện cơ bản,7,0.25,17.142857142857142,6.460090305209852,6.11952787952788,False,False,True,False,4,8.2
65.0,Đông Bắc,6.0,11.0,4.0,2.0,2.0,Hoàn thiện cơ bản,6,0.5454545454545454,10.833333333333334,6.460090305209852,7.57881339031339,False,False,True,False,4,7.8
117.0,Không xác định,6.5,18.0,2.0,2.0,3.25,Không xác định,4,0.3611111111111111,29.25,6.460090305209852,8.505627670940171,False,False,True,False,4,10.5
48.0,Không xác định,4.0,12.0,2.0,2.0,2.0,Không xác định,4,0.3333333333333333,12.0,6.460090305209852,5.67736010320916,False,False,True,False,4,4.181
64.0,Đông Nam,4.0,16.0,3.0,3.0,1.0,Hoàn thiện cơ bản,6,0.25,10.666666666666666,6.460090305209852,6.776358363858364,False,False,True,False,4,1.85
61.0,Không xác định,4.2,14.5,6.0,4.0,5.0,Hoàn thiện cơ bản,10,0.2896551724137931,6.1,6.460090305209852,5.697912393162393,False,False,True,False,4,6.0
53.2,Không xác định,3.5,15.2,3.0,3.0,3.0,Hoàn thiện cơ bản,6,0.2302631578947368,8.866666666666667,6.460090305209852,6.763887925845672,False,False,True,False,4,10.8
68.0,Bắc,4.5,15.0,3.0,2.0,2.0,Không xác định,5,0.3,13.6,6.460090305209852,7.606695636527216,False,False,True,False,4,6.99
80.0,Không xác định,4.5,17.8,3.0,2.0,1.0,Nội thất cao cấp,5,0.2528089887640449,16.0,6.460090305209852,3.52450328731098,False,True,False,False,4,1.439
48.0,Bắc,5.0,10.0,2.0,2.0,2.0,Nội thất đầy đủ,4,0.5,12.0,7.04928547008547,6.344605698005697,False,False,False,True,4,3.95
41.0,Không xác định,3.1,13.0,2.0,2.0,1.1388888888888888,Nội thất đầy đủ,4,0.2384615384615384,10.25,6.460090305209852,6.820469663395588,False,False,True,False,4,4.95
60.0,Không xác định,4.5,13.0,2.0,2.0,2.0,Hoàn thiện cơ bản,4,0.3461538461538461,15.0,6.460090305209852,6.542857753357753,False,False,True,False,4,7.5
106.0,Không xác định,5.0,22.0,6.0,3.0,2.0,Nội thất cao cấp,9,0.2272727272727272,11.77777777777778,6.460090305209852,6.395365190365189,False,False,True,False,4,5.65
77.0,Không xác định,4.0,19.0,4.0,4.0,1.0694444444444444,Không xác định,8,0.2105263157894736,9.625,6.460090305209852,6.050771422309884,False,False,True,False,4,7.7
93.0,Không xác định,6.2,14.0,4.0,4.0,1.2916666666666667,Không xác định,8,0.4428571428571429,11.625,4.071625333867521,4.999071755118266,False,False,False,True,4,4.69
133.0,Không xác định,4.6,29.0,3.0,2.0,2.4629629629629632,Không xác định,5,0.1586206896551724,26.6,3.4990037160906726,6.398008547008547,False,False,False,True,4,1.85
42.0,Không xác định,3.2,13.2,5.0,2.0,3.0,Không xác định,7,0.2424242424242424,6.0,6.460090305209852,7.606695636527216,False,False,True,False,4,5.18
44.0,Không xác định,4.4,10.0,3.0,4.0,1.0,Không xác định,7,0.44,6.285714285714286,6.460090305209852,6.763887925845672,False,False,True,False,4,5.65
40.0,Không xác định,3.508232077228117,11.40175425099138,2.0,2.0,1.1111111111111112,Không xác định,4,0.3076923076923077,10.0,9.50365182305874,6.413852728468114,False,False,True,False,3,2.3
99.9,Tây Nam,5.0,19.95,3.0,3.0,2.0,Nội thất đầy đủ,6,0.2506265664160401,16.650000000000002,7.04928547008547,7.936649572649571,False,True,False,False,4,7.199
55.0,Không xác định,3.5,12.5,4.0,3.0,4.0,Nội thất cao cấp,7,0.28,7.857142857142857,6.460090305209852,6.542857753357753,False,False,True,False,4,6.05
71.2,Không xác định,4.6805653833369645,15.211837495845137,4.0,4.0,1.0,Không xác định,8,0.3076923076923076,8.9,4.071625333867521,4.632225387780943,False,True,False,False,4,5.8
80.0,Không xác định,5.0,16.0,3.0,3.0,3.0,Không xác định,6,0.3125,13.333333333333334,6.460090305209852,4.432652086475616,False,True,False,False,4,1.2
49.0,Không xác định,4.1,12.0,3.0,4.0,3.0,Nội thất cao cấp,7,0.3416666666666666,7.0,6.460090305209852,6.820469663395588,False,False,True,False,4,4.9
70.1,Không xác định,4.1,17.0,2.0,2.0,1.0,Không xác định,4,0.2411764705882352,17.525,6.460090305209852,7.2157952279202275,False,False,True,False,4,5.2
100.0,Không xác định,5.0,20.0,4.0,4.0,1.3888888888888888,Không xác định,8,0.25,12.5,4.772804679837467,6.398008547008547,False,True,False,False,4,2.89
44.0,Không xác định,4.0,11.0,3.0,2.0,2.0,Không xác định,5,0.3636363636363636,8.8,6.460090305209852,5.697912393162393,False,False,True,False,4,4.678
143.0,Đông,6.0,27.0,3.0,3.0,2.0,Không xác định,6,0.2222222222222222,23.83333333333333,6.460090305209852,6.842276612276612,False,True,False,False,4,15.3
27.0,Không xác định,3.0,9.0,5.0,3.0,1.0,Không xác định,8,0.3333333333333333,3.375,6.460090305209852,5.928127662460995,False,False,False,True,4,3.75
61.0,Không xác định,5.5,11.3,4.0,3.0,3.0,Không xác định,7,0.4867256637168141,8.714285714285714,6.460090305209852,6.446473102061337,False,True,False,False,4,7.15
40.0,Không xác định,5.0,8.0,4.0,4.0,1.0,Không xác định,8,0.625,5.0,6.460090305209852,7.606695636527216,False,False,False,True,4,6.58
38.0,Không xác định,4.6,8.260869565217392,3.0,4.0,5.0,Nội thất cao cấp,7,0.5568421052631578,5.428571428571429,9.50365182305874,10.536090672612412,False,False,True,False,4,8.4
36.0,Không xác định,3.0,12.0,4.0,4.0,2.0,Hoàn thiện cơ bản,8,0.25,4.5,6.460090305209852,7.442778641111975,False,False,True,False,4,4.98
27.0,Bắc,3.1,9.0,4.0,3.0,1.0,Không xác định,7,0.3444444444444444,3.857142857142857,6.460090305209852,8.025048064353948,False,False,True,False,4,5.4
115.0,Tây Bắc,5.3,21.5,3.0,2.0,1.0,Nội thất đầy đủ,5,0.2465116279069767,23.0,3.293273504273504,6.398008547008547,False,False,True,False,4,3.45
100.0,Không xác định,5.0,20.0,4.0,5.0,4.0,Nội thất cao cấp,9,0.25,11.11111111111111,6.460090305209852,9.276669040835706,False,True,False,False,4,15.5
70.0,Tây Bắc,5.0,14.0,4.0,4.0,3.0,Nội thất cao cấp,8,0.3571428571428571,8.75,4.071625333867521,4.970003287310979,False,True,False,False,4,5.5
42.0,Không xác định,6.0,7.0,2.0,2.0,1.1666666666666667,Không xác định,4,0.8571428571428571,10.5,6.460090305209852,7.866659453584309,False,False,True,False,4,3.8
56.0,Không xác định,4.0,14.0,3.0,3.0,2.0,Không xác định,6,0.2857142857142857,9.333333333333334,6.460090305209852,5.928127662460995,False,False,True,False,4,5.7
50.0,Không xác định,3.922322702763681,12.747548783981962,3.0,3.0,1.0,Không xác định,6,0.3076923076923077,8.333333333333334,9.50365182305874,7.110003418803419,False,False,True,False,4,9.0
63.0,Không xác định,4.0,16.0,3.0,3.0,1.1666666666666667,Không xác định,6,0.25,10.5,6.460090305209852,6.820469663395588,False,False,False,True,4,7.79
100.0,Không xác định,4.5,25.0,2.0,2.0,2.7777777777777777,Không xác định,4,0.18,25.0,6.460090305209852,5.344289784289784,False,False,True,False,4,3.5
70.0,Không xác định,6.0,13.0,4.0,4.0,5.0,Nội thất cao cấp,8,0.4615384615384615,8.75,6.460090305209852,7.093097076534576,False,True,False,False,4,16.9
53.7,Không xác định,4.5,11.94,3.0,3.0,1.0,Không xác định,6,0.3768844221105528,8.950000000000001,6.460090305209852,5.2299564509564505,False,False,True,False,4,4.5
82.0,Đông Nam,5.0,16.0,2.0,1.0,2.2777777777777777,Hoàn thiện cơ bản,3,0.3125,27.33333333333333,6.460090305209852,4.432652086475616,False,True,False,False,4,0.55
25.0,Không xác định,2.7,11.5,1.0,2.0,1.3888888888888888,Không xác định,3,0.2347826086956521,8.333333333333334,6.460090305209852,7.442778641111975,False,False,True,False,4,4.3
78.0,Không xác định,4.898979485566356,15.921683328090658,3.0,2.0,1.4444444444444444,Không xác định,5,0.3076923076923076,15.6,6.460090305209852,7.468589258653089,False,False,True,False,4,5.5
16.0,Đông,3.0,6.0,2.0,2.0,1.0,Không xác định,4,0.5,4.0,6.460090305209852,3.163196818613485,False,True,False,False,4,0.585
55.0,Không xác định,5.5,10.0,3.0,3.0,1.0185185185185184,Không xác định,6,0.55,9.166666666666666,6.460090305209852,8.387476495726496,False,False,True,False,4,5.98
27.1,Đông Bắc,3.0,9.0,3.0,3.0,1.0,Nội thất đầy đủ,6,0.3333333333333333,4.516666666666667,6.460090305209852,6.537148962148962,False,False,True,False,4,4.99
52.0,Không xác định,4.0,13.0,4.0,4.0,1.0,Không xác định,8,0.3076923076923077,6.5,6.460090305209852,6.395365190365189,False,False,True,False,4,5.2
60.0,Không xác định,4.0,15.0,3.0,3.0,2.0,Nội thất đầy đủ,6,0.2666666666666666,10.0,6.460090305209852,5.219528182028181,False,False,True,False,4,4.4
105.0,Không xác định,5.2,20.19230769230769,2.0,2.0,2.9166666666666665,Không xác định,4,0.2575238095238095,26.25,6.460090305209852,5.701541748849442,False,True,False,False,4,4.8
86.9,Không xác định,4.0,22.0,5.0,6.0,4.0,Nội thất đầy đủ,11,0.1818181818181818,7.9,6.460090305209852,6.953664968973188,False,False,True,False,4,12.9
41.355,Không xác định,4.5,9.19,3.0,3.0,3.0,Nội thất đầy đủ,6,0.4896626768226333,6.892499999999999,5.454005698005698,6.398008547008547,False,False,True,False,4,1.858
93.0,Không xác định,3.6,26.0,4.0,3.0,2.0,Nội thất đầy đủ,7,0.1384615384615384,13.285714285714286,6.460090305209852,6.842276612276612,False,False,True,False,4,3.85
61.3,Tây Nam,4.2,14.73,2.0,2.0,2.0,Nội thất đầy đủ,4,0.285132382892057,15.325,4.071625333867521,5.412505341880342,False,False,True,False,4,3.49
65.52,Không xác định,5.6,11.7,4.0,4.0,1.0,Không xác định,8,0.4786324786324786,8.19,6.460090305209852,6.344234056541749,False,True,False,False,4,10.5
115.0,Nam,3.5,34.0,3.0,1.0,1.0,Không xác định,4,0.1029411764705882,28.75,6.460090305209852,7.658193951347797,False,True,False,False,4,9.49
51.0,Không xác định,4.0,13.0,1.0,1.0,3.0,Hoàn thiện cơ bản,2,0.3076923076923077,25.5,6.460090305209852,6.266364283864284,False,False,True,False,4,5.6
14.0,Không xác định,3.35,4.05,2.0,1.0,3.0,Không xác định,3,0.8271604938271605,4.666666666666667,6.460090305209852,6.276877670940171,False,False,True,False,4,2.85
92.5,Đông Bắc,5.0,18.5,6.0,6.0,4.0,Bàn giao thô,12,0.2702702702702703,7.708333333333333,6.398008547008547,6.398008547008547,False,True,False,False,4,5.3
41.0,Không xác định,3.6,11.5,2.0,2.0,2.0,Không xác định,4,0.3130434782608696,10.25,6.460090305209852,7.866659453584309,False,False,True,False,4,4.15
54.0,Bắc,5.0,11.0,5.0,5.0,4.0,Nội thất cao cấp,10,0.4545454545454545,5.4,6.460090305209852,8.387476495726496,False,False,True,False,4,10.0
72.0,Không xác định,4.0,18.0,3.0,2.0,2.0,Không xác định,5,0.2222222222222222,14.4,4.071625333867521,4.868803418803419,False,False,True,False,4,4.7
62.0,Không xác định,4.0,16.0,5.0,5.0,4.0,Nội thất cao cấp,10,0.25,6.2,6.460090305209852,6.773551144196306,False,False,True,False,4,7.99
48.0,Không xác định,4.5,11.0,3.0,3.0,3.0,Nội thất đầy đủ,6,0.4090909090909091,8.0,6.460090305209852,7.866659453584309,False,False,True,False,4,6.4
31.0,Không xác định,3.1,10.0,4.0,2.0,3.0,Không xác định,6,0.31,5.166666666666667,6.460090305209852,6.542857753357753,False,False,True,False,4,5.4
40.0,Không xác định,3.508232077228117,11.40175425099138,5.0,5.0,1.0,Không xác định,10,0.3076923076923077,4.0,9.50365182305874,7.248468113083498,False,False,True,False,4,15.0
81.0,Không xác định,6.0,18.0,2.0,2.0,2.25,Không xác định,4,0.3333333333333333,20.25,6.460090305209852,5.780818091168091,False,True,False,False,4,9.7
100.0,Không xác định,5.0,20.0,3.0,2.0,1.851851851851852,Không xác định,5,0.25,20.0,4.071625333867521,5.294449192782526,False,False,True,False,4,3.95
120.0,Không xác định,6.076436202501999,19.7484176581315,5.0,5.0,1.3333333333333333,Không xác định,10,0.3076923076923076,12.0,6.460090305209852,7.658193951347797,False,False,True,False,4,8.35
48.0,Không xác định,3.8430756913220914,12.489995996796797,3.0,2.0,1.0,Không xác định,5,0.3076923076923077,9.6,6.460090305209852,5.928127662460995,False,False,True,False,4,4.25
40.0,Không xác định,5.0,8.0,4.0,4.0,5.0,Không xác định,8,0.625,5.0,6.460090305209852,8.025048064353948,False,False,True,False,4,7.65
60.0,Không xác định,4.296689244236597,13.964240043768942,3.0,3.0,1.1111111111111112,Không xác định,6,0.3076923076923076,10.0,6.460090305209852,6.0320934990935,False,False,True,False,4,6.8
72.0,Không xác định,4.0,18.0,4.0,4.0,1.0,Không xác định,8,0.2222222222222222,9.0,6.460090305209852,7.70881809116809,False,True,False,False,4,8.9
62.0,Không xác định,4.367713712793351,14.19506956657839,4.0,4.0,1.0,Không xác định,8,0.3076923076923077,7.75,6.460090305209852,7.442778641111975,False,False,True,False,4,12.599
40.0,Không xác định,4.0,9.0,2.0,2.0,2.0,Nội thất đầy đủ,4,0.4444444444444444,10.0,6.460090305209852,5.697912393162393,False,False,True,False,4,3.899
46.2,Tây,4.2,11.0,2.0,2.0,2.0,Hoàn thiện cơ bản,4,0.3818181818181818,11.55,6.460090305209852,5.297662465594669,False,False,True,False,4,4.58
75.0,Không xác định,5.0,15.0,3.0,4.0,1.3888888888888888,Không xác định,7,0.3333333333333333,10.714285714285714,6.460090305209852,6.7920028490028495,False,False,False,True,4,10.7
62.0,Không xác định,4.2,15.0,3.0,3.0,1.148148148148148,Không xác định,6,0.28,10.333333333333334,6.460090305209852,7.093097076534576,False,False,True,False,4,7.0
34.0,Không xác định,3.3,10.0,3.0,3.0,3.0,Không xác định,6,0.3299999999999999,5.666666666666667,9.50365182305874,6.59077580539119,False,False,True,False,4,6.85
26.53,Đông,3.8,7.5,2.0,2.0,2.0,Nội thất đầy đủ,4,0.5066666666666666,6.6325,6.460090305209852,7.335692511192511,False,False,True,False,4,4.15
109.0,Đông Bắc,5.8,19.0,5.0,5.0,4.0,Nội thất cao cấp,10,0.3052631578947368,10.9,6.460090305209852,7.606695636527216,False,False,True,False,4,12.8
84.0,Không xác định,7.0,12.0,5.0,5.0,1.0,Không xác định,10,0.5833333333333334,8.4,6.460090305209852,5.780818091168091,False,False,True,False,4,8.5
50.0,Không xác định,4.0,13.0,4.0,5.0,5.0,Nội thất đầy đủ,9,0.3076923076923077,5.555555555555555,6.460090305209852,6.542857753357753,False,False,False,True,4,7.4
12.0,Không xác định,2.1,6.0,2.0,2.0,3.0,Nội thất cao cấp,4,0.35,3.0,6.460090305209852,7.468589258653089,False,False,True,False,4,1.88
81.0,Không xác định,5.78,14.0,3.0,3.0,1.5,Không xác định,6,0.4128571428571428,13.5,6.460090305209852,8.916670736670735,False,False,True,False,4,7.98
156.0,Không xác định,6.0,26.0,6.0,5.0,4.0,Không xác định,11,0.2307692307692307,14.181818181818182,6.460090305209852,6.010573645340636,False,True,False,False,4,15.3
46.0,Không xác định,3.7,12.5,2.0,2.0,2.0,Nội thất đầy đủ,4,0.296,11.5,6.460090305209852,6.953664968973188,False,False,True,False,4,5.4
45.0,Không xác định,3.721042037676254,12.093386622447824,2.0,2.0,1.25,Không xác định,4,0.3076923076923077,11.25,6.460090305209852,5.697912393162393,False,False,True,False,4,3.4
22.0,Không xác định,2.601774542351964,8.455767262643882,2.0,2.0,2.0,Không xác định,4,0.3076923076923077,5.5,6.460090305209852,6.763887925845672,False,False,True,False,4,3.9
40.0,Không xác định,5.0,8.0,4.0,3.0,3.0,Không xác định,7,0.625,5.714285714285714,6.460090305209852,7.468589258653089,False,False,True,False,4,4.95
31.0,Không xác định,3.088439984597651,10.037429949942364,3.0,3.0,3.0,Không xác định,6,0.3076923076923077,5.166666666666667,6.460090305209852,7.093097076534576,False,False,True,False,4,6.3
85.0,Tây Bắc,5.0,17.0,3.0,2.0,1.574074074074074,Không xác định,5,0.2941176470588235,17.0,3.2945811202686204,4.893338081671415,False,False,True,False,4,2.25
107.0,Không xác định,4.2,25.5,2.0,2.0,2.9722222222222223,Không xác định,4,0.1647058823529411,26.75,6.482446564252142,6.820469663395588,False,False,True,False,4,6.4
53.0,Không xác định,3.0,17.0,2.0,2.0,2.0,Nội thất đầy đủ,4,0.1764705882352941,13.25,6.482446564252142,6.75432341880342,False,False,True,False,4,5.5
80.0,Không xác định,4.0,20.0,3.0,3.0,2.0,Nội thất cao cấp,6,0.2,13.333333333333334,6.482446564252142,5.928127662460995,False,False,True,False,4,6.2
50.5,Đông Bắc,4.2,12.023809523809524,2.0,3.0,2.0,Nội thất đầy đủ,5,0.3493069306930693,10.1,6.482446564252142,7.29128485776247,False,False,True,False,4,6.8
40.0,Bắc,4.0,10.0,4.0,5.0,2.0,Hoàn thiện cơ bản,9,0.4,4.444444444444445,6.482446564252142,6.266364283864284,False,False,True,False,4,7.8
62.0,Không xác định,4.6,14.0,4.0,3.0,4.0,Không xác định,7,0.3285714285714285,8.857142857142858,6.482446564252142,7.442778641111975,False,False,True,False,4,8.3
54.2,Không xác định,4.0837388600304845,13.272151295099071,3.0,2.0,2.0,Nội thất đầy đủ,5,0.3076923076923077,10.84,6.482446564252142,6.083796050692603,False,False,True,False,4,5.15
61.0,Không xác định,4.0,15.5,6.0,6.0,5.0,Nội thất cao cấp,12,0.2580645161290322,5.083333333333333,6.482446564252142,6.953664968973188,False,False,True,False,4,14.5
90.0,Không xác định,4.0,23.0,3.0,4.0,3.0,Nội thất đầy đủ,7,0.1739130434782608,12.857142857142858,6.482446564252142,6.763887925845672,False,False,True,False,4,13.5
105.0,Không xác định,4.3,25.0,6.0,5.5,1.0,Không xác định,11,0.172,9.545454545454543,6.482446564252142,6.763887925845672,False,True,False,False,4,13.7
32.0,Không xác định,4.0,8.0,2.0,1.0,1.0,Không xác định,3,0.5,10.666666666666666,9.333244740302431,5.6838135938135945,False,False,True,False,4,0.78
20.0,Không xác định,4.0,5.0,1.0,2.0,2.0,Nội thất đầy đủ,3,0.8,6.666666666666667,6.482446564252142,6.773551144196306,False,False,True,False,3,1.05
84.0,Đông Nam,6.0,14.0,6.0,6.0,4.0,Nội thất đầy đủ,12,0.4285714285714285,7.0,6.482446564252142,5.928127662460995,False,False,False,True,4,8.6
94.3,Bắc,6.0,15.5,3.0,2.0,2.0,Nội thất đầy đủ,5,0.3870967741935484,18.86,6.482446564252142,6.266364283864284,False,True,False,False,4,17.5
36.0,Tây Bắc,3.0,11.5,3.0,2.0,2.0,Nội thất cao cấp,5,0.2608695652173913,7.2,6.482446564252142,8.387476495726496,False,False,True,False,4,4.65
80.0,Không xác định,5.0,16.0,3.0,2.0,1.0,Nội thất cao cấp,5,0.3125,16.0,2.729001203804021,5.236929651545036,False,False,True,False,4,1.79
30.0,Không xác định,3.3,9.0,2.0,2.0,2.0,Nội thất đầy đủ,4,0.3666666666666666,7.5,6.482446564252142,6.641274281274282,False,False,True,False,4,3.45
72.0,Không xác định,4.0,18.0,4.0,4.0,1.0,Không xác định,8,0.2222222222222222,9.0,4.048553761336204,4.632225387780943,False,True,False,False,4,4.8
50.0,Không xác định,4.0,12.5,2.0,1.0,1.0,Nội thất đầy đủ,3,0.32,16.666666666666668,6.482446564252142,4.985231157731158,False,False,True,False,4,0.735
30.0,Không xác định,3.038218101251,9.87420882906575,3.0,3.0,1.0,Không xác định,6,0.3076923076923077,5.0,9.333244740302431,7.995865016209845,False,False,True,False,4,6.35
85.0,Không xác định,5.114083119567588,16.62077013859466,2.0,2.0,2.361111111111111,Không xác định,4,0.3076923076923076,21.25,3.2945811202686204,6.214878561253561,False,True,False,False,4,3.0
44.0,Không xác định,3.6794648440312,11.958260743101398,4.0,4.0,1.0,Không xác định,8,0.3076923076923077,5.5,6.482446564252142,7.093097076534576,False,False,True,False,4,6.5
84.0,Không xác định,4.2,20.0,3.0,3.0,1.5555555555555556,Không xác định,6,0.21,14.0,6.482446564252142,4.660986935286934,False,False,False,True,4,4.65
52.0,Tây,4.0,13.0,4.0,5.0,3.0,Nội thất đầy đủ,9,0.3076923076923077,5.777777777777778,6.482446564252142,5.219528182028181,False,False,True,False,4,6.6
38.0,Không xác định,3.4194016570604413,11.113055385446437,2.0,2.0,1.0555555555555556,Không xác định,4,0.3076923076923076,9.5,6.482446564252142,7.468589258653089,False,False,True,False,4,3.4
70.0,Bắc,4.1,17.1,3.0,3.0,1.2962962962962965,Nội thất cao cấp,6,0.239766081871345,11.666666666666666,6.950338094167041,6.277783920940171,False,False,True,False,4,4.99
55.0,Không xác định,4.113766756037212,13.369741957120938,3.0,3.0,3.0,Không xác định,6,0.3076923076923077,9.166666666666666,6.482446564252142,6.7920028490028495,False,False,True,False,4,5.35
45.1,Nam,4.1,11.0,2.0,2.0,2.0,Bàn giao thô,4,0.3727272727272727,11.275,6.482446564252142,4.9922083961789845,False,False,True,False,4,3.85
39.7,Không xác định,3.1,15.0,2.0,2.0,2.0,Không xác định,4,0.2066666666666666,9.925,6.482446564252142,6.763887925845672,False,False,True,False,4,4.5
65.0,Không xác định,4.2,15.0,3.0,3.0,3.0,Không xác định,6,0.28,10.833333333333334,6.482446564252142,5.887433153951672,False,False,True,False,4,5.75
70.0,Đông Bắc,4.0,17.5,4.0,4.0,4.0,Không xác định,8,0.2285714285714285,8.75,6.950338094167041,6.398008547008547,False,False,True,False,4,6.38
54.0,Không xác định,4.076197322920545,13.24764129949177,2.0,2.0,1.5,Không xác định,4,0.3076923076923077,13.5,6.482446564252142,7.093097076534576,False,False,True,False,4,4.95
80.0,Không xác định,4.9613893835683385,16.1245154965971,3.0,3.0,1.4814814814814816,Không xác định,6,0.3076923076923077,13.333333333333334,6.482446564252142,6.763887925845672,False,False,True,False,4,12.6
29.0,Không xác định,3.5,8.285714285714286,3.0,4.0,5.0,Hoàn thiện cơ bản,7,0.4224137931034482,4.142857142857143,9.333244740302431,6.895720390720391,False,False,True,False,4,7.76
80.0,Không xác định,4.0,20.0,2.0,1.0,1.0,Nội thất đầy đủ,3,0.2,26.666666666666668,6.398008547008547,6.398008547008547,False,True,False,False,4,1.69
63.0,Không xác định,7.0,9.0,3.0,2.0,1.1666666666666667,Không xác định,5,0.7777777777777778,12.6,6.482446564252142,6.137671425796426,False,False,True,False,4,4.5
46.0,Không xác định,3.5,13.0,3.0,2.0,2.0,Nội thất cao cấp,5,0.2692307692307692,9.2,6.482446564252142,6.820469663395588,False,False,True,False,4,4.0
75.0,Không xác định,4.2,17.0,4.0,4.0,3.0,Nội thất cao cấp,8,0.2470588235294117,9.375,6.482446564252142,6.083796050692603,False,True,False,False,4,7.7
32.0,Không xác định,4.0,8.0,2.0,2.0,2.0,Nội thất đầy đủ,4,0.5,8.0,6.482446564252142,6.55522110739502,False,False,True,False,4,5.0
40.0,Không xác định,4.0,10.0,2.0,2.0,2.0,Nội thất đầy đủ,4,0.4,10.0,6.482446564252142,6.010573645340636,False,False,True,False,4,3.45
113.0,Đông Bắc,5.0,23.0,2.0,2.0,2.0,Bàn giao thô,4,0.217391304347826,28.25,6.482446564252142,5.111502849002848,False,False,True,False,4,4.9
140.0,Tây Nam,6.0,24.0,3.0,3.0,1.0,Nội thất cao cấp,6,0.25,23.33333333333333,2.729001203804021,3.657887902695595,False,True,False,False,4,2.4
50.0,Không xác định,4.0,13.0,4.0,5.0,4.0,Nội thất đầy đủ,9,0.3076923076923077,5.555555555555555,6.482446564252142,5.697912393162393,False,False,True,False,4,6.25
60.0,Không xác định,4.0,15.0,5.0,6.0,5.0,Nội thất cao cấp,11,0.2666666666666666,5.454545454545454,6.482446564252142,5.697912393162393,False,False,True,False,4,7.279
