Thành phố,Phường/Xã,Diện tích (m2),Loại hình,Giấy tờ pháp lý,Hướng,Chiều ngang (m),Chiều dài (m),Số phòng ngủ,Số phòng vệ sinh,Số tầng,Tình trạng nội thất,Giá bán (VND),Thành phố chính,Tình trạng nội thất_encoded,Giấy tờ pháp lý_encoded,Loại hình_grouped,"Loại hình_Nhà mặt phố, mặt tiền","Loại hình_Nhà ngõ, hẻm",Loại hình_Nhà phố liền kề,Hướng_grouped,Hướng_Nam,Hướng_Tây,Hướng_Tây Bắc,Hướng_Tây Nam,Hướng_Unknown,Hướng_Đông,Hướng_Đông Bắc,Hướng_Đông Nam,Thành phố chính_grouped,Thành phố chính_Khác,Thành phố chính_TP.HCM,Thành phố chính_Đà Nẵng,Phường/Xã_target_encoded,Thành phố_target_encoded
Long An,Xã Mỹ Hạnh Nam,45.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Unknown,4.5,10.0,2.0,2.0,3.0,Unknown,1100000000.0,Khác,0,4.0,"Nhà mặt phố, mặt tiền",True,False,False,Unknown,False,False,False,False,True,False,False,False,Khác,True,False,False,2028846153.8461537,2784731707.3170733
Tp Hồ Chí Minh,Phường Linh Trung (Quận Thủ Đức cũ),67.7,"Nhà ngõ, hẻm",Đã có sổ,Unknown,5.0,13.5,5.0,5.0,3.0,Unknown,6600000000.0,TP.HCM,0,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,6669954545.454545,7783372663.267783
Đà Nẵng,Phường An Khê,64.9,"Nhà ngõ, hẻm",Đã có sổ,Đông Bắc,4.79,12.0,2.0,1.0,2.0,Hoàn thiện cơ bản,3580000000.0,Đà Nẵng,2,4.0,"Nhà ngõ, hẻm",False,True,False,Đông Bắc,False,False,False,False,False,False,True,False,Đà Nẵng,False,False,True,4382500000.0,7551963709.67742
Tây Ninh,Xã Thạnh Đức,150.0,"Nhà ngõ, hẻm",Đã có sổ,Đông Nam,5.0,30.0,1.0,1.0,3.0,Nội thất đầy đủ,1800000000.0,Khác,3,4.0,"Nhà ngõ, hẻm",False,True,False,Đông Nam,False,False,False,False,False,False,False,True,Khác,True,False,False,4975000000.0,1983304347.826087
Tp Hồ Chí Minh,Phường 3,43.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.5,9.0,4.0,4.0,3.0,Unknown,7000000000.0,TP.HCM,0,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,6746000000.0,7783372663.267783
Tp Hồ Chí Minh,Phường Thạnh Xuân,56.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.0,14.0,4.0,6.0,3.0,Nội thất cao cấp,6390000000.0,TP.HCM,4,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,4273442307.6923075,7783372663.267783
Tp Hồ Chí Minh,Phường Phú Trung,116.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.8,24.0,2.0,1.0,1.0,Nội thất đầy đủ,10200000000.0,TP.HCM,3,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,7280000000.0,7783372663.267783
Tp Hồ Chí Minh,Phường Tân Quý,56.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.0,14.0,2.0,2.0,3.0,Unknown,4900000000.0,TP.HCM,0,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,8750232558.139534,7783372663.267783
Tp Hồ Chí Minh,Phường Bình Hưng Hòa,32.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.0,8.0,2.0,3.0,2.0,Unknown,4200000000.0,TP.HCM,0,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,6354028571.428572,7783372663.267783
Tp Hồ Chí Minh,Phường Tân Thới Hiệp,56.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.0,14.0,2.0,3.0,3.0,Unknown,3990000000.0,TP.HCM,0,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,4951181818.181818,7783372663.267783
Tp Hồ Chí Minh,Phường 3,34.0,"Nhà ngõ, hẻm",Đã có sổ,Nam,3.0,12.0,5.0,3.0,5.0,Unknown,7890000000.0,TP.HCM,0,4.0,"Nhà ngõ, hẻm",False,True,False,Nam,True,False,False,False,False,False,False,False,TP.HCM,False,True,False,6746000000.0,7783372663.267783
Tp Hồ Chí Minh,Phường An Khánh (Quận 2 cũ),196.1,Nhà biệt thự,Đã có sổ,Tây Bắc,10.5,19.0,5.0,5.0,4.0,Nội thất đầy đủ,75000000000.0,TP.HCM,3,4.0,Nhà biệt thự,False,False,False,Tây Bắc,False,False,True,False,False,False,False,False,TP.HCM,False,True,False,43750000000.0,7783372663.267783
Tp Hồ Chí Minh,Phường Hiệp Thành,52.0,"Nhà ngõ, hẻm",Đã có sổ,Tây Bắc,4.0,13.0,4.0,4.0,3.0,Nội thất đầy đủ,5700000000.0,TP.HCM,3,4.0,"Nhà ngõ, hẻm",False,True,False,Tây Bắc,False,False,True,False,False,False,False,False,TP.HCM,False,True,False,5181361445.783133,7783372663.267783
Tp Hồ Chí Minh,Phường 12,85.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.1,15.0,8.0,3.0,3.0,Unknown,15900000000.0,TP.HCM,0,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,8518503703.703704,7783372663.267783
Tp Hồ Chí Minh,Phường 5,25.3,"Nhà ngõ, hẻm",Đã có sổ,Unknown,3.5,7.0,2.0,2.0,2.0,Nội thất đầy đủ,3400000000.0,TP.HCM,3,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,7382754237.288136,7783372663.267783
Tp Hồ Chí Minh,Phường Bình Trị Đông,44.0,"Nhà ngõ, hẻm",Đã có sổ,Đông,4.0,11.0,2.0,2.0,2.0,Nội thất đầy đủ,3500000000.0,TP.HCM,3,4.0,"Nhà ngõ, hẻm",False,True,False,Đông,False,False,False,False,False,True,False,False,TP.HCM,False,True,False,5822427272.727273,7783372663.267783
Tp Hồ Chí Minh,Phường Tân Thới Hiệp,80.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.0,20.0,3.0,2.0,2.0,Nội thất đầy đủ,5600000000.0,TP.HCM,3,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,4951181818.181818,7783372663.267783
Tp Hồ Chí Minh,Phường Linh Chiểu (Quận Thủ Đức cũ),350.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Unknown,11.5,32.0,6.0,4.0,3.0,Nội thất đầy đủ,36500000000.0,TP.HCM,3,4.0,"Nhà mặt phố, mặt tiền",True,False,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,9783500000.0,7783372663.267783
Tp Hồ Chí Minh,Phường Phú Thuận,171.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,5.7,30.0,8.0,7.0,1.0,Nội thất đầy đủ,12600000000.0,TP.HCM,3,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,7189367346.938775,7783372663.267783
Tp Hồ Chí Minh,Phường Linh Tây (Quận Thủ Đức cũ),115.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Unknown,4.1,15.0,3.0,3.0,3.0,Unknown,10500000000.0,TP.HCM,0,4.0,"Nhà mặt phố, mặt tiền",True,False,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,10509916666.666666,7783372663.267783
Tp Hồ Chí Minh,Thị trấn Hóc Môn,104.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,5.0,21.0,2.0,3.0,3.0,Unknown,2750000000.0,TP.HCM,0,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,3808000000.0,7783372663.267783
Tp Hồ Chí Minh,Phường Hiệp Thành,46.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.0,12.0,3.0,2.0,2.0,Unknown,4680000000.0,TP.HCM,0,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,5181361445.783133,7783372663.267783
Tp Hồ Chí Minh,Xã Phước Kiển,80.3,"Nhà ngõ, hẻm",Đã có sổ,Unknown,5.5,15.2,3.0,2.0,2.0,Nội thất đầy đủ,5500000000.0,TP.HCM,3,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,7212500000.0,7783372663.267783
Hà Nội,Phường Định Công,31.0,"Nhà ngõ, hẻm",Không có sổ,Unknown,3.0,15.0,2.0,3.0,3.0,Nội thất đầy đủ,2300000000.0,Hà Nội,3,1.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,Hà Nội,False,False,False,13223333333.333334,12621319905.21327
Tp Hồ Chí Minh,Xã Xuân Thới Sơn,40.0,"Nhà ngõ, hẻm",Đã có sổ,Tây Nam,4.0,10.0,2.0,2.0,1.0,Nội thất đầy đủ,710000000.0,TP.HCM,3,4.0,"Nhà ngõ, hẻm",False,True,False,Tây Nam,False,False,False,True,False,False,False,False,TP.HCM,False,True,False,1633478260.8695652,7783372663.267783
Long An,Thị trấn Đức Hòa,35.0,Nhà phố liền kề,Đã có sổ,Đông,4.0,7.0,1.0,1.0,1.0,Nội thất cao cấp,585000000.0,Khác,4,4.0,Nhà phố liền kề,False,False,True,Đông,False,False,False,False,False,True,False,False,Khác,True,False,False,2148000000.0,2784731707.3170733
Tp Hồ Chí Minh,Phường 12,75.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Unknown,4.0,18.6,6.0,3.0,3.0,Unknown,10200000000.0,TP.HCM,0,4.0,"Nhà mặt phố, mặt tiền",True,False,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,8518503703.703704,7783372663.267783
Tp Hồ Chí Minh,Phường Thạnh Lộc,57.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Tây Nam,4.0,15.0,3.0,3.0,3.0,Nội thất cao cấp,4350000000.0,TP.HCM,4,4.0,"Nhà mặt phố, mặt tiền",True,False,False,Tây Nam,False,False,False,True,False,False,False,False,TP.HCM,False,True,False,6130487804.878049,7783372663.267783
Bình Dương,Phường Hòa Lợi,1197.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Bắc,9.0,133.0,10.0,1.0,3.0,Hoàn thiện cơ bản,11800000000.0,Khác,2,4.0,"Nhà mặt phố, mặt tiền",True,False,False,Bắc,False,False,False,False,False,False,False,False,Khác,True,False,False,6650000000.0,5210152597.402597
Tp Hồ Chí Minh,Phường Hiệp Bình Phước (Quận Thủ Đức cũ),66.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.1,15.0,2.0,3.0,3.0,Unknown,4600000000.0,TP.HCM,0,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,6815794117.6470585,7783372663.267783
Tp Hồ Chí Minh,Phường Thạnh Xuân,30.0,"Nhà ngõ, hẻm",Sổ chung / công chứng vi bằng,Đông Nam,4.5,7.0,2.0,3.0,2.0,Hoàn thiện cơ bản,1440000000.0,TP.HCM,2,3.0,"Nhà ngõ, hẻm",False,True,False,Đông Nam,False,False,False,False,False,False,False,True,TP.HCM,False,True,False,4273442307.6923075,7783372663.267783
Tp Hồ Chí Minh,Phường 14,24.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,3.5,6.0,2.0,2.0,2.0,Hoàn thiện cơ bản,3990000000.0,TP.HCM,2,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,6808232142.857142,7783372663.267783
Bình Dương,Phường Thuận Giao,60.0,Nhà phố liền kề,Đã có sổ,Bắc,4.0,15.0,4.0,4.0,3.0,Hoàn thiện cơ bản,4800000000.0,Khác,2,4.0,Nhà phố liền kề,False,False,True,Bắc,False,False,False,False,False,False,False,False,Khác,True,False,False,8967000000.0,5210152597.402597
Đà Nẵng,Phường Hòa Cường Nam,76.5,"Nhà mặt phố, mặt tiền",Đã có sổ,Bắc,4.5,17.0,3.0,3.0,2.0,Hoàn thiện cơ bản,12000000000.0,Đà Nẵng,2,4.0,"Nhà mặt phố, mặt tiền",True,False,False,Bắc,False,False,False,False,False,False,False,False,Đà Nẵng,False,False,True,9400000000.0,7551963709.67742
Tp Hồ Chí Minh,Phường Thới An,65.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.0,21.0,4.0,3.0,3.0,Nội thất cao cấp,7700000000.0,TP.HCM,4,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,9296022727.272728,7783372663.267783
Tp Hồ Chí Minh,Phường 7,38.0,"Nhà ngõ, hẻm",Đã có sổ,Đông,6.1,15.0,5.0,4.0,4.0,Unknown,7500000000.0,TP.HCM,0,4.0,"Nhà ngõ, hẻm",False,True,False,Đông,False,False,False,False,False,True,False,False,TP.HCM,False,True,False,9518971014.492754,7783372663.267783
Tp Hồ Chí Minh,Phường Tân Thuận Tây,46.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.0,12.0,2.0,3.0,3.0,Unknown,4700000000.0,TP.HCM,0,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,8502555555.555555,7783372663.267783
Tp Hồ Chí Minh,Phường Tân Sơn Nhì,64.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.0,16.0,5.0,4.0,4.0,Nội thất cao cấp,9000000000.0,TP.HCM,4,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,6095185185.185185,7783372663.267783
Tp Hồ Chí Minh,Phường 7,25.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.1,15.0,2.0,3.0,3.0,Unknown,4500000000.0,TP.HCM,0,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,9518971014.492754,7783372663.267783
Tp Hồ Chí Minh,Phường Bình Hưng Hòa,60.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.0,15.0,3.0,3.0,3.0,Unknown,5000000000.0,TP.HCM,0,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,6354028571.428572,7783372663.267783
Tp Hồ Chí Minh,Phường Tân Sơn Nhì,42.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.0,11.0,2.0,2.0,2.0,Unknown,3500000000.0,TP.HCM,0,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,6095185185.185185,7783372663.267783
Tp Hồ Chí Minh,Phường 16,35.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Unknown,3.0,12.0,2.0,1.0,1.0,Hoàn thiện cơ bản,4099999999.9999995,TP.HCM,2,4.0,"Nhà mặt phố, mặt tiền",True,False,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,7304200000.0,7783372663.267783
Tp Hồ Chí Minh,Phường Tăng Nhơn Phú A (Quận 9 cũ),56.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.0,14.0,2.0,3.0,3.0,Unknown,1890000000.0,TP.HCM,0,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,6100000000.0,7783372663.267783
Tp Hồ Chí Minh,Phường 9,65.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.1,15.0,2.0,3.0,3.0,Unknown,8300000000.000001,TP.HCM,0,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,8176746666.666667,7783372663.267783
Tp Hồ Chí Minh,Phường Thạnh Xuân,80.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Unknown,4.0,20.0,4.0,4.0,3.0,Nội thất cao cấp,6700000000.0,TP.HCM,4,4.0,"Nhà mặt phố, mặt tiền",True,False,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,4273442307.6923075,7783372663.267783
Tp Hồ Chí Minh,Phường Tân Quy,80.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Unknown,4.0,20.0,4.0,4.0,4.0,Nội thất đầy đủ,14500000000.0,TP.HCM,3,4.0,"Nhà mặt phố, mặt tiền",True,False,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,9914210526.31579,7783372663.267783
Tp Hồ Chí Minh,Phường 5,64.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,3.8,17.0,4.0,3.0,3.0,Unknown,6900000000.0,TP.HCM,0,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,7382754237.288136,7783372663.267783
Tp Hồ Chí Minh,Phường Tân Chánh Hiệp,60.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.0,15.0,3.0,2.0,2.0,Unknown,4680000000.0,TP.HCM,0,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,6207227272.727273,7783372663.267783
Tp Hồ Chí Minh,Phường Bình Hưng Hoà A,40.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.0,10.0,2.0,2.0,2.0,Nội thất đầy đủ,4299000000.0,TP.HCM,3,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,5914012195.121951,7783372663.267783
Hải Phòng,Phường Vạn Sơn,56.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.1,15.0,3.0,3.0,3.0,Unknown,2600000000.0,Khác,0,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,Khác,True,False,False,7257000000.0,4173375000.0
Tp Hồ Chí Minh,Thị trấn Nhà Bè,50.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.0,12.5,4.0,5.0,4.0,Nội thất cao cấp,6900000000.0,TP.HCM,4,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,5403188405.797101,7783372663.267783
Tp Hồ Chí Minh,Phường 9,44.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.0,11.0,3.0,4.0,4.0,Nội thất cao cấp,7490000000.0,TP.HCM,4,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,8176746666.666667,7783372663.267783
Tp Hồ Chí Minh,Phường Thới An,51.0,"Nhà ngõ, hẻm",Đã có sổ,Bắc,4.0,12.75,4.0,3.0,3.0,Unknown,5050000000.0,TP.HCM,0,4.0,"Nhà ngõ, hẻm",False,True,False,Bắc,False,False,False,False,False,False,False,False,TP.HCM,False,True,False,9296022727.272728,7783372663.267783
Đà Nẵng,Phường Hòa Khánh Bắc,224.0,"Nhà ngõ, hẻm",Đã có sổ,Đông Nam,3.5,55.0,3.0,1.0,1.0,Hoàn thiện cơ bản,3150000000.0,Đà Nẵng,2,4.0,"Nhà ngõ, hẻm",False,True,False,Đông Nam,False,False,False,False,False,False,False,True,Đà Nẵng,False,False,True,8786125000.0,7551963709.67742
Tp Hồ Chí Minh,Phường Tam Bình (Quận Thủ Đức cũ),120.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Unknown,4.7,24.7,4.0,2.0,3.0,Unknown,8490000000.0,TP.HCM,0,4.0,"Nhà mặt phố, mặt tiền",True,False,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,6206666666.666667,7783372663.267783
Tp Hồ Chí Minh,Phường Bình Chiểu (Quận Thủ Đức cũ),13.5,"Nhà ngõ, hẻm",Sổ chung / công chứng vi bằng,Tây Bắc,3.0,4.5,1.0,1.0,2.0,Hoàn thiện cơ bản,550000000.0,TP.HCM,2,3.0,"Nhà ngõ, hẻm",False,True,False,Tây Bắc,False,False,True,False,False,False,False,False,TP.HCM,False,True,False,4719000000.0,7783372663.267783
Long An,Thị trấn Cần Giuộc,80.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,5.0,16.0,3.0,2.0,1.0,Nội thất cao cấp,1790000000.0,Khác,4,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,Khác,True,False,False,6150000000.0,2784731707.3170733
Tp Hồ Chí Minh,Phường Hiệp Thành,52.2,"Nhà ngõ, hẻm",Đã có sổ,Đông Bắc,4.0,14.0,1.0,1.0,3.0,Unknown,3850000000.0,TP.HCM,0,4.0,"Nhà ngõ, hẻm",False,True,False,Đông Bắc,False,False,False,False,False,False,True,False,TP.HCM,False,True,False,5181361445.783133,7783372663.267783
Tp Hồ Chí Minh,Phường 14,39.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.0,8.3,3.0,4.0,3.0,Unknown,4950000000.0,TP.HCM,0,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,6808232142.857142,7783372663.267783
Tp Hồ Chí Minh,Phường 13,80.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Unknown,4.0,20.0,1.0,3.0,1.0,Nội thất đầy đủ,8600000000.0,TP.HCM,3,4.0,"Nhà mặt phố, mặt tiền",True,False,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,10550155339.805826,7783372663.267783
Bình Dương,Phường Tương Bình Hiệp,115.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Unknown,4.0,30.0,3.0,4.0,3.0,Nội thất đầy đủ,2950000000.0,Khác,3,4.0,"Nhà mặt phố, mặt tiền",True,False,False,Unknown,False,False,False,False,True,False,False,False,Khác,True,False,False,2810000000.0,5210152597.402597
Tp Hồ Chí Minh,Phường Tân Thới Nhất,108.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.0,27.0,4.0,3.0,3.0,Unknown,7100000000.0,TP.HCM,0,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,7057692307.692307,7783372663.267783
Tp Hồ Chí Minh,Phường Phú Thuận,98.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,5.5,18.0,3.0,2.0,3.0,Unknown,6100000000.0,TP.HCM,0,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,7189367346.938775,7783372663.267783
Bình Dương,Phường Tân Bình,150.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Đông Bắc,6.0,25.0,2.0,2.0,2.0,Unknown,5200000000.0,Khác,0,4.0,"Nhà mặt phố, mặt tiền",True,False,False,Đông Bắc,False,False,False,False,False,False,True,False,Khác,True,False,False,7163750000.0,5210152597.402597
Bình Dương,Phường Bình An,66.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.1,15.0,3.0,3.0,3.0,Unknown,2750000000.0,Khác,0,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,Khác,True,False,False,4620000000.0,5210152597.402597
Tp Hồ Chí Minh,Phường Tân Phú (Quận 9 cũ),32.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.1,15.0,2.0,2.0,1.0,Unknown,3000000000.0,TP.HCM,0,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,9156250000.0,7783372663.267783
Tp Hồ Chí Minh,Phường Phú Thạnh,84.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.0,22.0,6.0,5.0,3.0,Unknown,12800000000.0,TP.HCM,0,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,7370333333.333333,7783372663.267783
Tp Hồ Chí Minh,Phường Phú Thọ Hòa,90.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.1,15.0,4.0,5.0,4.0,Unknown,9999000000.0,TP.HCM,0,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,6648966101.694915,7783372663.267783
Tp Hồ Chí Minh,Phường 1,21.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.1,15.0,3.0,1.0,3.0,Unknown,2590000000.0,TP.HCM,0,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,7937037974.683544,7783372663.267783
Bình Dương,Phường Lái Thiêu,100.0,Nhà phố liền kề,Đã có sổ,Đông,5.0,20.0,4.0,5.0,3.0,Bàn giao thô,5500000000.0,Khác,1,4.0,Nhà phố liền kề,False,False,True,Đông,False,False,False,False,False,True,False,False,Khác,True,False,False,3248000000.0,5210152597.402597
Tp Hồ Chí Minh,Phường Bình Trị Đông,36.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.0,9.0,3.0,3.0,3.0,Nội thất đầy đủ,4030000000.0000005,TP.HCM,3,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,5822427272.727273,7783372663.267783
Hà Nội,Phường Láng Thượng,45.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.1,15.0,3.0,3.0,5.0,Unknown,14600000000.0,Hà Nội,0,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,Hà Nội,False,False,False,12700000000.0,12621319905.21327
Tp Hồ Chí Minh,Phường 8,50.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,5.2,9.5,4.0,3.0,4.0,Nội thất cao cấp,5950000000.0,TP.HCM,4,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,6856638655.462185,7783372663.267783
Hà Nội,Phường Trung Văn,30.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.1,15.0,3.0,3.0,3.0,Unknown,7300000000.0,Hà Nội,0,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,Hà Nội,False,False,False,9650000000.0,12621319905.21327
Tp Hồ Chí Minh,Phường Tân Chánh Hiệp,107.0,Nhà phố liền kề,Đã có sổ,Đông Nam,4.5,25.0,6.0,7.0,4.0,Nội thất cao cấp,8039999999.999999,TP.HCM,4,4.0,Nhà phố liền kề,False,False,True,Đông Nam,False,False,False,False,False,False,False,True,TP.HCM,False,True,False,6207227272.727273,7783372663.267783
Tp Hồ Chí Minh,Xã Tân Xuân,101.3,"Nhà mặt phố, mặt tiền",Đã có sổ,Tây Bắc,4.0,25.2,4.0,2.0,1.0,Hoàn thiện cơ bản,6500000000.0,TP.HCM,2,4.0,"Nhà mặt phố, mặt tiền",True,False,False,Tây Bắc,False,False,True,False,False,False,False,False,TP.HCM,False,True,False,5969000000.0,7783372663.267783
