Thành phố,Phường/Xã,Diện tích (m2),Loại hình,Giấy tờ pháp lý,Hướng,Chiều ngang (m),Chiều dài (m),Số phòng ngủ,Số phòng vệ sinh,Số tầng,Tình trạng nội thất,Giá bán (VND),Thành phố chính,Tình trạng nội thất_encoded,Giấy tờ pháp lý_encoded,Loại hình_grouped,"Loại hình_Nhà mặt phố, mặt tiền","Loại hình_Nhà ngõ, hẻm",Loại hình_Nhà phố liền kề,Hướng_grouped,Hướng_Nam,Hướng_Tây,Hướng_Tây Bắc,Hướng_Tây Nam,Hướng_Unknown,Hướng_Đông,Hướng_Đông Bắc,Hướng_Đông Nam,Thành phố chính_grouped,Thành phố chính_Khác,Thành phố chính_TP.HCM,Thành phố chính_Đà Nẵng,Phường/Xã_target_encoded,Thành phố_target_encoded
Tp Hồ Chí Minh,Phường Tây Thạnh,77.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,9.0,9.0,3.0,2.0,2.0,Nội thất cao cấp,7290000000.0,TP.HCM,4,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,9881200000.0,7783372663.267783
Bình Dương,Phường Bình Chuẩn,75.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Unknown,5.0,15.0,2.0,3.0,3.0,Unknown,860000000.0,Khác,0,4.0,"Nhà mặt phố, mặt tiền",True,False,False,Unknown,False,False,False,False,True,False,False,False,Khác,True,False,False,3558750000.0,5210152597.402597
Tp Hồ Chí Minh,Xã Tân Phú Trung,156.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,8.0,19.0,2.0,2.0,2.0,Unknown,3200000000.0,TP.HCM,0,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,1830000000.0,7783372663.267783
Tp Hồ Chí Minh,Phường Phú Hữu (Quận 9 cũ),90.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Tây,6.0,15.0,2.0,1.0,1.0,Hoàn thiện cơ bản,5500000000.0,TP.HCM,2,4.0,"Nhà mặt phố, mặt tiền",True,False,False,Tây,False,True,False,False,False,False,False,False,TP.HCM,False,True,False,6687500000.0,7783372663.267783
Tp Hồ Chí Minh,Xã Thới Tam Thôn,20.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,8.0,15.0,3.0,2.0,1.0,Hoàn thiện cơ bản,1180000000.0,TP.HCM,2,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,5035200000.0,7783372663.267783
Tp Hồ Chí Minh,Phường 25,42.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,5.6,8.0,3.0,5.0,4.0,Nội thất cao cấp,7600000000.0,TP.HCM,4,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,12553450000.0,7783372663.267783
Hà Nội,Phường Khương Đình,37.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.1,15.0,3.0,3.0,6.0,Nội thất đầy đủ,8950000000.0,Hà Nội,3,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,Hà Nội,False,False,False,9675555555.555555,12621319905.21327
Hà Nội,Phường Dịch Vọng,40.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.0,10.0,4.0,3.0,3.0,Unknown,12000000000.0,Hà Nội,0,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,Hà Nội,False,False,False,31075000000.0,12621319905.21327
Tp Hồ Chí Minh,Xã Tân Hiệp,20.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,5.0,15.0,2.0,1.0,1.0,Nội thất cao cấp,820000000.0,TP.HCM,4,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,3808000000.0,7783372663.267783
Tp Hồ Chí Minh,Xã Vĩnh Lộc A,156.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,8.0,19.5,4.0,4.0,3.0,Unknown,6500000000.0,TP.HCM,0,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,2755217391.304348,7783372663.267783
Tiền Giang,Phường 5,69.3,"Nhà mặt phố, mặt tiền",Đã có sổ,Nam,4.2,16.5,4.0,4.0,2.0,Nội thất cao cấp,4500000000.0,Khác,4,4.0,"Nhà mặt phố, mặt tiền",True,False,False,Nam,True,False,False,False,False,False,False,False,Khác,True,False,False,7382754237.288136,3055000000.0
Tp Hồ Chí Minh,Phường 8,31.0,"Nhà ngõ, hẻm",Đã có sổ,Tây Bắc,3.0,10.0,1.0,3.0,2.0,Hoàn thiện cơ bản,3750000000.0,TP.HCM,2,4.0,"Nhà ngõ, hẻm",False,True,False,Tây Bắc,False,False,True,False,False,False,False,False,TP.HCM,False,True,False,6856638655.462185,7783372663.267783
Tp Hồ Chí Minh,Phường Phước Long A (Quận 9 cũ),38.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Unknown,4.1,15.0,2.0,1.0,2.0,Nội thất đầy đủ,4099999999.9999995,TP.HCM,3,4.0,"Nhà mặt phố, mặt tiền",True,False,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,82364285714.28572,7783372663.267783
Tp Hồ Chí Minh,Phường 10,42.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,3.0,14.0,2.0,3.0,3.0,Unknown,4900000000.0,TP.HCM,0,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,8043566666.666667,7783372663.267783
Tp Hồ Chí Minh,Phường 17,122.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Unknown,4.1,15.0,4.0,3.0,3.0,Unknown,14000000000.0,TP.HCM,0,4.0,"Nhà mặt phố, mặt tiền",True,False,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,6663658536.585366,7783372663.267783
Tp Hồ Chí Minh,Phường 5,62.8,"Nhà ngõ, hẻm",Đã có sổ,Unknown,6.2,10.0,5.0,3.0,3.0,Hoàn thiện cơ bản,6100000000.0,TP.HCM,2,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,7382754237.288136,7783372663.267783
Tp Hồ Chí Minh,Phường Phú Thạnh,60.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Unknown,4.0,15.0,3.0,2.0,2.0,Unknown,7600000000.0,TP.HCM,0,4.0,"Nhà mặt phố, mặt tiền",True,False,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,7370333333.333333,7783372663.267783
Bình Dương,Phường Định Hoà,452.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Unknown,10.0,39.0,2.0,1.0,3.0,Unknown,4800000000.0,Khác,0,4.0,"Nhà mặt phố, mặt tiền",True,False,False,Unknown,False,False,False,False,True,False,False,False,Khác,True,False,False,6100000000.0,5210152597.402597
Đà Nẵng,Phường Hòa Khê,47.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.1,15.0,3.0,3.0,3.0,Unknown,5290000000.0,Đà Nẵng,0,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,Đà Nẵng,False,False,True,5274000000.0,7551963709.67742
Hà Nội,Thị trấn Quang Minh,50.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,6.0,12.0,2.0,2.0,3.0,Unknown,3950000000.0,Hà Nội,0,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,Hà Nội,False,False,False,3950000000.0,12621319905.21327
Đồng Nai,Phường Trảng Dài,115.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.1,15.0,2.0,3.0,3.0,Nội thất đầy đủ,2590000000.0,Khác,3,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,Khác,True,False,False,2428090909.090909,3422517857.142857
Hà Nội,Phường Hàng Bồ,30.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.1,15.0,2.0,3.0,3.0,Unknown,5550000000.0,Hà Nội,0,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,Hà Nội,False,False,False,5550000000.0,12621319905.21327
Tp Hồ Chí Minh,Phường Tân Thành,60.0,Nhà phố liền kề,Đã có sổ,Unknown,4.0,15.0,2.0,2.0,2.0,Nội thất đầy đủ,8300000000.000001,TP.HCM,3,4.0,Nhà phố liền kề,False,False,True,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,8188777777.777778,7783372663.267783
Hà Nội,Phường Trung Liệt,45.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.1,15.0,3.0,4.0,6.0,Nội thất đầy đủ,9800000000.0,Hà Nội,3,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,Hà Nội,False,False,False,11200000000.0,12621319905.21327
Tp Hồ Chí Minh,Phường Bình Trị Đông B,76.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Đông Nam,4.0,19.0,2.0,3.0,2.0,Unknown,7780000000.0,TP.HCM,0,4.0,"Nhà mặt phố, mặt tiền",True,False,False,Đông Nam,False,False,False,False,False,False,False,True,TP.HCM,False,True,False,13358214285.714285,7783372663.267783
Tp Hồ Chí Minh,Phường Long Bình (Quận 9 cũ),84.0,Nhà phố liền kề,Đã có sổ,Đông Bắc,7.0,12.0,5.0,5.0,5.0,Nội thất đầy đủ,15000000000.0,TP.HCM,3,4.0,Nhà phố liền kề,False,False,True,Đông Bắc,False,False,False,False,False,False,True,False,TP.HCM,False,True,False,5115384615.384615,7783372663.267783
Tp Hồ Chí Minh,Phường 4,35.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Unknown,3.7,9.5,2.0,1.0,3.0,Hoàn thiện cơ bản,9500000000.0,TP.HCM,2,4.0,"Nhà mặt phố, mặt tiền",True,False,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,8346871794.871795,7783372663.267783
Tp Hồ Chí Minh,Phường Bình Hưng Hoà B,51.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,5.0,10.5,4.0,3.0,3.0,Unknown,5600000000.0,TP.HCM,0,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,5350288461.538462,7783372663.267783
Tp Hồ Chí Minh,Phường 14,18.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,3.0,6.0,2.0,1.0,3.0,Unknown,1630000000.0,TP.HCM,0,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,6808232142.857142,7783372663.267783
Tp Hồ Chí Minh,Xã Phú Xuân,100.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,5.0,20.0,4.0,5.0,4.0,Nội thất đầy đủ,8000000000.0,TP.HCM,3,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,4878095238.095238,7783372663.267783
Tp Hồ Chí Minh,Phường Tân Chánh Hiệp,153.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Tây Bắc,4.5,34.0,8.0,6.0,3.0,Nội thất đầy đủ,14760000000.0,TP.HCM,3,4.0,"Nhà mặt phố, mặt tiền",True,False,False,Tây Bắc,False,False,True,False,False,False,False,False,TP.HCM,False,True,False,6207227272.727273,7783372663.267783
Tp Hồ Chí Minh,Thị trấn Nhà Bè,76.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.0,19.0,3.0,2.0,3.0,Unknown,4350000000.0,TP.HCM,0,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,5403188405.797101,7783372663.267783
Bình Dương,Phường Đông Hòa,55.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Unknown,7.4,15.0,1.0,1.0,3.0,Unknown,8000000000.0,Khác,0,4.0,"Nhà mặt phố, mặt tiền",True,False,False,Unknown,False,False,False,False,True,False,False,False,Khác,True,False,False,6666772727.272727,5210152597.402597
Tp Hồ Chí Minh,Phường Tân Chánh Hiệp,54.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.0,15.0,2.0,2.0,3.0,Nội thất cao cấp,4490000000.0,TP.HCM,4,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,6207227272.727273,7783372663.267783
Tp Hồ Chí Minh,Phường 13,90.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.5,20.0,5.0,6.0,3.0,Nội thất đầy đủ,14000000000.0,TP.HCM,3,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,10550155339.805826,7783372663.267783
Tp Hồ Chí Minh,Phường Thạnh Lộc,35.0,"Nhà ngõ, hẻm",Sổ chung / công chứng vi bằng,Unknown,3.5,10.0,2.0,2.0,3.0,Unknown,1470000000.0,TP.HCM,0,3.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,6130487804.878049,7783372663.267783
Tp Hồ Chí Minh,Phường Thạnh Lộc,80.0,Nhà phố liền kề,Đã có sổ,Đông Nam,4.0,20.0,5.0,5.0,4.0,Nội thất cao cấp,7690000000.0,TP.HCM,4,4.0,Nhà phố liền kề,False,False,True,Đông Nam,False,False,False,False,False,False,False,True,TP.HCM,False,True,False,6130487804.878049,7783372663.267783
Bình Dương,Xã Hội Nghĩa,60.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Tây Bắc,5.0,12.0,4.0,4.0,4.0,Hoàn thiện cơ bản,6986000000.0,Khác,2,4.0,"Nhà mặt phố, mặt tiền",True,False,False,Tây Bắc,False,False,True,False,False,False,False,False,Khác,True,False,False,7389000000.0,5210152597.402597
Tp Hồ Chí Minh,Phường Phú Thọ Hòa,20.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Unknown,4.1,15.0,2.0,3.0,2.0,Unknown,2290000000.0,TP.HCM,0,4.0,"Nhà mặt phố, mặt tiền",True,False,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,6648966101.694915,7783372663.267783
Tp Hồ Chí Minh,Phường 15,64.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.0,16.0,3.0,4.0,3.0,Unknown,8300000000.000001,TP.HCM,0,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,6976977941.176471,7783372663.267783
Bình Dương,Phường Phú Lợi,92.0,"Nhà ngõ, hẻm",Đã có sổ,Đông Bắc,6.5,14.5,3.0,3.0,1.0,Nội thất đầy đủ,4350000000.0,Khác,3,4.0,"Nhà ngõ, hẻm",False,True,False,Đông Bắc,False,False,False,False,False,False,True,False,Khác,True,False,False,3770000000.0,5210152597.402597
Tp Hồ Chí Minh,Phường Hiệp Bình Chánh (Quận Thủ Đức cũ),51.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.0,13.0,2.0,3.0,3.0,Unknown,4850000000.0,TP.HCM,0,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,9655769230.76923,7783372663.267783
Tp Hồ Chí Minh,Phường Phú Mỹ,28.0,"Nhà ngõ, hẻm",Sổ chung / công chứng vi bằng,Tây,4.0,7.0,2.0,1.0,1.0,Nội thất cao cấp,1300000000.0,TP.HCM,4,3.0,"Nhà ngõ, hẻm",False,True,False,Tây,False,True,False,False,False,False,False,False,TP.HCM,False,True,False,9866296296.296297,7783372663.267783
Tp Hồ Chí Minh,Phường Linh Đông (Quận Thủ Đức cũ),30.0,"Nhà mặt phố, mặt tiền",Sổ chung / công chứng vi bằng,Bắc,4.0,7.5,2.0,2.0,2.0,Unknown,2100000000.0,TP.HCM,0,3.0,"Nhà mặt phố, mặt tiền",True,False,False,Bắc,False,False,False,False,False,False,False,False,TP.HCM,False,True,False,7590476190.476191,7783372663.267783
Tp Hồ Chí Minh,Phường 15,66.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.0,16.5,3.0,3.0,2.0,Unknown,7650000000.0,TP.HCM,0,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,6976977941.176471,7783372663.267783
Hà Nội,Phường Xuân Đỉnh,55.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.1,15.0,6.0,4.0,5.0,Nội thất đầy đủ,15100000000.0,Hà Nội,3,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,Hà Nội,False,False,False,15075000000.0,12621319905.21327
Tp Hồ Chí Minh,Phường 12,110.0,Nhà biệt thự,Đã có sổ,Unknown,5.5,15.0,3.0,3.0,4.0,Nội thất đầy đủ,18000000000.0,TP.HCM,3,4.0,Nhà biệt thự,False,False,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,8518503703.703704,7783372663.267783
Hà Nội,Phường Vĩnh Tuy,24.0,"Nhà ngõ, hẻm",Đã có sổ,Nam,3.0,8.0,3.0,4.0,5.0,Nội thất cao cấp,6100000000.0,Hà Nội,4,4.0,"Nhà ngõ, hẻm",False,True,False,Nam,True,False,False,False,False,False,False,False,Hà Nội,False,False,False,7348000000.0,12621319905.21327
Tp Hồ Chí Minh,Phường 25,50.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,3.8,15.0,4.0,3.0,2.0,Unknown,8750000000.0,TP.HCM,0,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,12553450000.0,7783372663.267783
Tp Hồ Chí Minh,Phường Tân Tạo,264.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.1,15.0,5.0,3.0,3.0,Unknown,14000000000.0,TP.HCM,0,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,6566315789.473684,7783372663.267783
Tp Hồ Chí Minh,Phường Bình Hưng Hoà B,60.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.0,15.0,3.0,3.0,2.0,Nội thất đầy đủ,4400000000.0,TP.HCM,3,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,5350288461.538462,7783372663.267783
Tp Hồ Chí Minh,Phường Hiệp Bình Phước (Quận Thủ Đức cũ),434.0,Nhà biệt thự,Đã có sổ,Đông Nam,17.4,25.0,5.0,6.0,3.0,Hoàn thiện cơ bản,29000000000.0,TP.HCM,2,4.0,Nhà biệt thự,False,False,False,Đông Nam,False,False,False,False,False,False,False,True,TP.HCM,False,True,False,6815794117.6470585,7783372663.267783
An Giang,Xã Bình Hòa,49.0,Nhà phố liền kề,Đã có sổ,Đông Nam,4.5,11.0,2.0,2.0,2.0,Hoàn thiện cơ bản,950000000.0,Khác,2,4.0,Nhà phố liền kề,False,False,True,Đông Nam,False,False,False,False,False,False,False,True,Khác,True,False,False,950000000.0,1575000000.0
Đà Nẵng,Phường Hòa Thọ Đông,50.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Unknown,4.1,15.0,3.0,3.0,3.0,Unknown,3600000000.0,Đà Nẵng,0,4.0,"Nhà mặt phố, mặt tiền",True,False,False,Unknown,False,False,False,False,True,False,False,False,Đà Nẵng,False,False,True,4308000000.0,7551963709.67742
Tp Hồ Chí Minh,Phường Hiệp Thành,80.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Đông Bắc,4.0,20.0,5.0,5.0,4.0,Nội thất đầy đủ,8189999999.999999,TP.HCM,3,4.0,"Nhà mặt phố, mặt tiền",True,False,False,Đông Bắc,False,False,False,False,False,False,True,False,TP.HCM,False,True,False,5181361445.783133,7783372663.267783
Tp Hồ Chí Minh,Phường 22,32.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,3.0,12.0,3.0,3.0,3.0,Bàn giao thô,4550000000.0,TP.HCM,1,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,8931500000.0,7783372663.267783
Long An,Xã Mỹ Hạnh Nam,80.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Đông,5.0,15.0,2.0,2.0,1.0,Nội thất đầy đủ,1485000000.0,Khác,3,4.0,"Nhà mặt phố, mặt tiền",True,False,False,Đông,False,False,False,False,False,True,False,False,Khác,True,False,False,2028846153.8461537,2784731707.3170733
Tp Hồ Chí Minh,Xã Vĩnh Lộc B,48.0,"Nhà ngõ, hẻm",Sổ chung / công chứng vi bằng,Unknown,4.0,12.0,2.0,2.0,3.0,Unknown,1950000000.0,TP.HCM,0,3.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,3493950000.0,7783372663.267783
Tp Hồ Chí Minh,Phường Hiệp Bình Chánh (Quận Thủ Đức cũ),60.0,"Nhà ngõ, hẻm",Đã có sổ,Tây,4.0,1.0,2.0,1.0,3.0,Hoàn thiện cơ bản,3580000000.0,TP.HCM,2,4.0,"Nhà ngõ, hẻm",False,True,False,Tây,False,True,False,False,False,False,False,False,TP.HCM,False,True,False,9655769230.76923,7783372663.267783
Hà Nội,Phường Định Công,31.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.1,15.0,4.0,3.0,3.0,Unknown,10150000000.0,Hà Nội,0,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,Hà Nội,False,False,False,13223333333.333334,12621319905.21327
Tp Hồ Chí Minh,Phường Thạnh Xuân,60.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Unknown,4.0,15.0,4.0,5.0,4.0,Nội thất cao cấp,7100000000.0,TP.HCM,4,4.0,"Nhà mặt phố, mặt tiền",True,False,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,4273442307.6923075,7783372663.267783
Bình Dương,Phường Lái Thiêu,70.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.0,17.5,4.0,4.0,3.0,Unknown,1150000000.0,Khác,0,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,Khác,True,False,False,3248000000.0,5210152597.402597
Tp Hồ Chí Minh,Phường Hiệp Bình Phước (Quận Thủ Đức cũ),58.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,6.0,9.5,5.0,4.0,3.0,Nội thất cao cấp,5700000000.0,TP.HCM,4,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,6815794117.6470585,7783372663.267783
Tp Hồ Chí Minh,Phường Phú Thạnh,92.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,5.0,19.0,5.0,3.0,3.0,Nội thất cao cấp,7800000000.0,TP.HCM,4,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,7370333333.333333,7783372663.267783
Bình Dương,Phường Tân Đông Hiệp,100.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Tây Bắc,5.0,20.0,2.0,2.0,2.0,Unknown,6350000000.0,Khác,0,4.0,"Nhà mặt phố, mặt tiền",True,False,False,Tây Bắc,False,False,True,False,False,False,False,False,Khác,True,False,False,4520659090.909091,5210152597.402597
Tp Hồ Chí Minh,Phường 9,27.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Unknown,3.0,15.0,2.0,3.0,3.0,Unknown,5500000000.0,TP.HCM,0,4.0,"Nhà mặt phố, mặt tiền",True,False,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,8176746666.666667,7783372663.267783
Tp Hồ Chí Minh,Phường Tân Phong,111.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Unknown,6.0,18.5,4.0,3.0,3.0,Unknown,35000000000.0,TP.HCM,0,4.0,"Nhà mặt phố, mặt tiền",True,False,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,8432000000.0,7783372663.267783
Tp Hồ Chí Minh,Phường 10,104.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.4,25.0,11.0,7.0,5.0,Nội thất cao cấp,20000000000.0,TP.HCM,4,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,8043566666.666667,7783372663.267783
Tp Hồ Chí Minh,Phường 6,72.0,"Nhà ngõ, hẻm",Đã có sổ,Tây Nam,4.9,15.8,2.0,2.0,3.0,Nội thất cao cấp,9400000000.0,TP.HCM,4,4.0,"Nhà ngõ, hẻm",False,True,False,Tây Nam,False,False,False,True,False,False,False,False,TP.HCM,False,True,False,8665153846.153847,7783372663.267783
Đồng Nai,Phường An Bình,101.2,"Nhà mặt phố, mặt tiền",Đã có sổ,Unknown,4.6,22.0,3.0,2.0,3.0,Nội thất đầy đủ,5200000000.0,Khác,3,4.0,"Nhà mặt phố, mặt tiền",True,False,False,Unknown,False,False,False,False,True,False,False,False,Khác,True,False,False,6513571428.571428,3422517857.142857
Tp Hồ Chí Minh,Phường 12,28.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,3.3,9.0,3.0,3.0,3.0,Unknown,4900000000.0,TP.HCM,0,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,8518503703.703704,7783372663.267783
Tp Hồ Chí Minh,Phường Tân Định,58.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Unknown,3.1,18.0,5.0,5.0,3.0,Unknown,20000000000.0,TP.HCM,0,4.0,"Nhà mặt phố, mặt tiền",True,False,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,10379000000.0,7783372663.267783
Tp Hồ Chí Minh,Thị trấn Nhà Bè,50.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,5.0,10.0,4.0,5.0,4.0,Nội thất cao cấp,6790000000.0,TP.HCM,4,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,5403188405.797101,7783372663.267783
Tp Hồ Chí Minh,Xã Vĩnh Lộc A,64.0,"Nhà ngõ, hẻm",Sổ chung / công chứng vi bằng,Unknown,4.0,16.0,3.0,2.0,3.0,Unknown,970000000.0,TP.HCM,0,3.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,2755217391.304348,7783372663.267783
Tp Hồ Chí Minh,Phường 3,38.0,"Nhà ngõ, hẻm",Đã có sổ,Đông Nam,3.8,10.0,3.0,2.0,2.0,Unknown,5400000000.0,TP.HCM,0,4.0,"Nhà ngõ, hẻm",False,True,False,Đông Nam,False,False,False,False,False,False,False,True,TP.HCM,False,True,False,6746000000.0,7783372663.267783
Tp Hồ Chí Minh,Phường 1,62.0,"Nhà ngõ, hẻm",Đã có sổ,Unknown,4.1,15.0,4.0,3.0,3.0,Unknown,12599000000.0,TP.HCM,0,4.0,"Nhà ngõ, hẻm",False,True,False,Unknown,False,False,False,False,True,False,False,False,TP.HCM,False,True,False,7937037974.683544,7783372663.267783
