Diện tích (m2),Chiều ngang (m),Chiều dài (m),Số phòng ngủ,Số phòng vệ sinh,Số tầng,Giá_per_m2,Tổng_phòng,Aspect_ratio,Diện_tích_per_phòng,"Loại hình_Nhà mặt phố, mặt tiền","Loại hình_Nhà ngõ, hẻm",Loại hình_Nhà phố liền kề,Giấy tờ pháp lý_Không có sổ,Giấy tờ pháp lý_Sổ chung / công chứng vi bằng,Giấy tờ pháp lý_Đang chờ sổ,Giấy tờ pháp lý_Đã có sổ,Hướng_Không xác định,Hướng_Nam,Hướng_Tây,Hướng_Tây Bắc,Hướng_Tây Nam,Hướng_Đông,Hướng_Đông Bắc,Hướng_Đông Nam,Tình trạng nội thất_Hoàn thiện cơ bản,Tình trạng nội thất_Không xác định,Tình trạng nội thất_Nội thất cao cấp,Tình trạng nội thất_Nội thất đầy đủ,Phường/Xã_encoded,Thành phố_encoded,Diện tích (m2)_log,Giá_per_m2_log,Giá bán_numeric_log
56.0,4.0,14.0,4.0,5.0,5.0,111607142.85714285,9.0,0.2857142857142857,6.222222222222222,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,6085953846.153846,6466669433.246384,4.04305126783455,18.530495618919574,22.555847300854722
64.0,6.5,9.2,2.0,2.0,2.0,78906250.0,4.0,0.7065217391304348,16.0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,5916142857.142858,6466669433.246384,4.174387269895637,18.183771009547275,22.3426540804317
34.0,3.5,8.6,6.0,3.0,2.0,250000000.0,9.0,0.4069767441860465,3.7777777777777777,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,11210000000.0,9381090243.90244,3.5553480614894135,19.33697147982652,22.86333200056033
85.0,5.0,17.0,3.0,3.0,3.0,86470588.23529412,6.0,0.29411764705882354,14.166666666666666,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,7844103896.103896,6466669433.246384,4.454347296253507,18.275314905245466,22.717966150307213
82.0,4.1,20.0,3.0,3.0,2.0,180487804.87804878,6.0,0.205,13.666666666666666,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,9103684210.526316,6466669433.246384,4.418840607796598,19.011173775992766,23.41789301778405
30.0,4.0,13.0,4.0,3.0,4.0,96000000.0,7.0,0.3076923076923077,4.285714285714286,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,5097545454.545455,6466669433.246384,3.4339872044851463,18.379858759848776,21.78105613144149
51.0,4.0,15.0,4.0,3.0,4.0,158823529.4117647,7.0,0.26666666666666666,7.285714285714286,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,7649812500.0,6466669433.246384,3.9512437185814275,18.883304272196774,22.81512989874826
124.0,3.2,20.0,4.0,2.0,3.0,88709677.41935484,6.0,0.16,20.666666666666668,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,12529230769.23077,6466669433.246384,4.8283137373023015,18.30087955541247,23.12116110983569
144.0,8.0,18.0,4.0,4.0,2.0,55555555.55555555,8.0,0.4444444444444444,18.0,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,2579846153.8461537,2831944954.1284404,4.976733742420574,17.832894097050247,22.802707378751247
105.0,5.0,21.0,2.0,1.0,2.0,7904761.904761905,3.0,0.23809523809523808,35.0,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,1830000000.0,6466669433.246384,4.663439094112067,15.882976035103411,20.536936259959738
17.5,3.5,5.0,2.0,3.0,3.0,96000000.0,5.0,0.7,3.5,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,5080400000.0,6466669433.246384,2.917770732084279,18.379858759848776,21.242059630956817
35.0,4.0,13.0,4.0,3.0,2.0,185714285.7142857,7.0,0.3076923076923077,5.0,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,7516624000.0,6466669433.246384,3.58351893845611,19.039719957743205,22.59506801400185
70.0,4.8,14.0,3.0,4.0,4.0,135714285.7142857,7.0,0.34285714285714286,10.0,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,6936442622.95082,6466669433.246384,4.2626798770413155,18.726062400871967,22.97455763565817
69.8,4.5,15.5,5.0,4.0,4.0,90687679.08309455,9.0,0.2903225806451613,7.7555555555555555,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,6949100671.14094,6466669433.246384,4.259859000699674,18.322932074361024,22.568566073260474
28.0,4.0,7.0,2.0,2.0,1.0,137500000.0,4.0,0.5714285714285714,7.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,6095185185.185185,6466669433.246384,3.367295829986474,18.739134482343626,22.071338985505843
68.0,4.0,17.0,5.0,4.0,4.0,113235294.11764705,9.0,0.23529411764705882,7.555555555555555,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,6936442622.95082,6466669433.246384,4.23410650459726,18.54497846946111,22.76448616593592
70.0,4.0,13.0,4.0,5.0,2.0,112857142.85714285,9.0,0.3076923076923077,7.777777777777778,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,6622519685.039371,6466669433.246384,4.2626798770413155,18.541633363230787,22.79012859654597
38.0,4.0,13.0,3.0,3.0,2.0,144736842.10526314,6.0,0.3076923076923077,6.333333333333333,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,7516624000.0,6466669433.246384,3.6635616461296463,18.79042777636754,22.428013929366653
64.6,4.0,13.0,4.0,4.0,2.0,42569659.44272446,8.0,0.3076923076923077,8.075,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,4985988095.238095,4013214285.714286,4.183575695950044,17.566652361327243,21.734866748988527
72.0,4.0,13.0,4.0,3.0,2.0,104166666.66666667,7.0,0.3076923076923077,10.285714285714286,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,6135327868.852459,6466669433.246384,4.290459441148391,18.461502748072622,22.73816885762201
38.0,6.1,13.0,5.0,4.0,4.0,197368421.0526316,9.0,0.46923076923076923,4.222222222222222,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,8181161764.705882,6466669433.246384,3.6635616461296463,19.100582702828955,22.73816885762201
60.2,5.0,12.0,4.0,3.0,4.0,103820598.00664452,7.0,0.4166666666666667,8.6,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,5288292682.926829,6466669433.246384,4.11414718951828,18.458174958011945,22.555847300854722
45.0,4.0,11.5,3.0,4.0,4.0,140000000.0,7.0,0.34782608695652173,6.428571428571429,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,6173937500.0,6466669433.246384,3.828641396489095,18.757152987716434,22.56381547050263
51.0,5.7,9.0,6.0,3.0,2.0,147058823.52941176,9.0,0.6333333333333333,5.666666666666667,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,6280952380.952381,6466669433.246384,3.9512437185814275,18.80634323156435,22.73816885762201
114.0,5.7,20.0,2.0,2.0,2.0,53508771.92982456,4.0,0.28500000000000003,28.5,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,6550568627.45098,6466669433.246384,4.74493212836325,17.795356178419706,22.53155460828961
32.0,4.0,8.0,3.0,3.0,3.0,124687500.0,6.0,0.5,5.333333333333333,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,5288292682.926829,6466669433.246384,3.4965075614664802,18.64132117306851,22.10705706809881
64.0,4.0,16.0,3.0,2.0,1.0,21875000.0,5.0,0.25,12.8,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,1496666666.6666667,6466669433.246384,4.174387269895637,16.900855035922238,21.05973807428191
120.0,12.0,10.0,10.0,6.0,5.0,170833333.33333334,16.0,1.2,7.5,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,7789496503.496504,6466669433.246384,4.795790545596741,18.956198986162388,23.743690723139554
58.0,4.0,14.0,3.0,3.0,3.0,117241379.31034483,6.0,0.2857142857142857,9.666666666666666,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,7817513513.513514,6466669433.246384,4.07753744390572,18.579745447111463,22.64018844927553
62.0,4.0,13.0,2.0,2.0,2.0,91612903.22580644,4.0,0.3076923076923077,15.5,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,7498461538.461538,6466669433.246384,4.143134726391533,18.333082695549873,22.460217069855528
68.0,4.0,17.0,7.0,3.0,2.0,130882352.94117647,10.0,0.23529411764705882,6.8,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,5653570175.438597,6466669433.246384,4.23410650459726,18.689809416148847,22.909317113796863
60.0,5.4,11.7,3.0,3.0,3.0,83333333.33333333,6.0,0.4615384615384616,10.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,6550568627.45098,6466669433.246384,4.110873864173311,18.23835919915841,22.33270374958051
119.0,5.0,24.0,6.0,6.0,5.0,103361344.53781512,12.0,0.20833333333333334,9.916666666666666,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,6613095238.095238,6466669433.246384,4.787491742782046,18.45374161588805,23.232865099406084
30.0,5.0,13.0,3.0,4.0,5.0,243333333.33333334,7.0,0.38461538461538464,4.285714285714286,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,7895000000.0,9381090243.90244,3.4339872044851463,19.30994280754819,22.711140185237742
69.0,4.0,16.0,3.0,3.0,3.0,98550724.63768116,6.0,0.25,11.5,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,7533333333.333333,6466669433.246384,4.248495242049359,18.40608195467827,22.64018844927553
100.0,5.0,20.0,4.0,4.0,4.0,76000000.0,8.0,0.25,12.5,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,8181161764.705882,6466669433.246384,4.61512051684126,18.1462439114085,22.751414084370275
40.0,4.0,13.0,3.0,3.0,2.0,130000000.0,6.0,0.3076923076923077,6.666666666666667,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,6949100671.14094,6466669433.246384,3.713572066704308,18.683045016112164,22.3719244627261
42.0,3.2,13.2,5.0,2.0,3.0,123333333.33333333,7.0,0.24242424242424246,6.0,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,7649812500.0,6466669433.246384,3.7612001156935624,18.63040128304254,22.368070893410852
28.0,3.5,8.0,2.0,2.0,1.0,45357142.85714286,4.0,0.4375,7.0,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,4985988095.238095,6466669433.246384,3.367295829986474,17.63007824928895,20.962282738204312
30.0,4.0,8.0,2.0,2.0,2.0,93333333.33333333,4.0,0.5,7.5,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,5481324324.324325,6466669433.246384,3.4339872044851463,18.3516878831797,21.752885254484713
35.1,3.7,9.4,2.0,3.0,3.0,188034188.03418803,5.0,0.39361702127659576,7.0200000000000005,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,7790000000.0,6466669433.246384,3.586292865338835,19.052134360825153,22.610335486130307
78.0,6.0,17.0,2.0,2.0,3.0,96153846.15384616,4.0,0.35294117647058826,19.5,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,6040000000.0,6466669433.246384,4.3694478524670215,18.381460041199084,22.73816885762201
105.0,5.0,21.0,1.0,1.0,3.0,94285714.28571428,2.0,0.23809523809523808,52.5,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,5839854545.454545,6466669433.246384,4.663439094112067,18.361840254535494,23.015800594187965
100.0,5.0,20.0,6.0,5.0,3.0,200000000.0,11.0,0.25,9.090909090909092,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,7516624000.0,6466669433.246384,4.61512051684126,19.11382792951231,23.7189981105504
137.0,8.25,18.5,2.0,2.0,2.0,34306569.343065694,4.0,0.44594594594594594,34.25,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,7212500000.0,6466669433.246384,4.927253685157205,17.350847448983235,22.27082834587519
108.0,4.5,24.0,5.0,6.0,5.0,76851851.85185187,11.0,0.1875,9.818181818181818,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,6085953846.153846,6466669433.246384,4.6913478822291435,18.157390137636792,22.839521351869447
40.0,4.0,10.0,2.0,2.0,2.0,96250000.0,4.0,0.4,10.0,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,6095185185.185185,6466669433.246384,3.713572066704308,18.38245954152178,22.071338985505843
90.0,5.0,18.0,4.0,4.0,3.0,62222222.222222224,8.0,0.2777777777777778,11.25,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,5839854545.454545,6466669433.246384,4.51085950651685,17.946222780428677,22.446032434866087
49.0,4.0,12.0,3.0,2.0,2.0,61204081.63265306,5.0,0.3333333333333333,9.8,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,4526020833.333333,4013214285.714286,3.912023005428146,17.929724454941436,21.82154473704673
72.0,4.0,18.0,4.0,3.0,2.0,62500000.0,7.0,0.2222222222222222,10.285714285714286,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,5288292682.926829,6466669433.246384,4.290459441148391,17.95067713070663,22.227343233944907
74.0,4.0,13.0,3.0,3.0,2.0,128378378.37837838,6.0,0.3076923076923077,12.333333333333334,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,6936442622.95082,6466669433.246384,4.31748811353631,18.67049255013821,22.97455763565817
66.0,3.3,20.0,4.0,4.0,3.0,212121212.12121212,8.0,0.16499999999999998,8.25,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,6943600000.0,6466669433.246384,4.204692619390966,19.17266842924953,23.362323166633097
48.0,4.0,12.0,4.0,3.0,3.0,95833333.33333333,7.0,0.3333333333333333,6.857142857142857,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,5653570175.438597,6466669433.246384,3.8918202981106265,18.378121139968354,22.24932214065885
41.0,4.0,10.2,2.0,2.0,2.0,117073170.73170732,4.0,0.3921568627450981,10.25,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,8133413793.103448,6466669433.246384,3.7376696182833684,18.578309696697616,22.29188175506859
72.0,4.5,17.0,4.0,3.0,3.0,77777777.77777778,7.0,0.2647058823529412,10.285714285714286,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,4620000000.0,4013214285.714286,4.290459441148391,18.169366328528604,22.446032434866087
102.0,4.0,13.0,3.0,2.0,2.0,70588235.29411764,5.0,0.3076923076923077,20.4,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,3912000000.0,4363745098.039216,4.634728988229636,18.072374063850816,22.69734686310731
24.0,6.0,4.0,2.0,2.0,2.0,43750000.0,4.0,1.5,6.0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,2346363636.3636365,6466669433.246384,3.2188758248682006,17.59400219362504,20.772056002068226
68.0,4.0,17.0,4.0,3.0,2.0,173529411.7647059,7.0,0.23529411764705882,9.714285714285714,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,7108000000.0,6466669433.246384,4.23410650459726,18.971857669004635,23.191365368502776
50.0,4.2,12.0,4.0,5.0,4.0,119800000.0,9.0,0.35000000000000003,5.555555555555555,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,6135327868.852459,6466669433.246384,3.9318256327243257,18.601334251992867,22.513357249240713
103.0,4.5,23.0,2.0,2.0,1.0,48058252.42718446,4.0,0.1956521739130435,25.75,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,4328129629.62963,6466669433.246384,4.6443908991413725,17.687924446105455,22.32265341372903
100.0,6.0,17.0,2.0,3.0,2.0,90000000.0,5.0,0.35294117647058826,20.0,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,7434117647.058824,6466669433.246384,4.61512051684126,18.31532023940565,22.920490414393743
26.0,3.3,7.0,2.0,2.0,2.0,119230769.23076923,4.0,0.4714285714285714,6.5,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,6920266666.666667,6466669433.246384,3.295836866004329,18.596571418803126,21.854667948760092
47.0,4.3,11.0,2.0,2.0,2.0,98936170.21276596,4.0,0.3909090909090909,11.75,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,6280952380.952381,6466669433.246384,3.871201010907891,18.409985464943144,22.26013305676073
100.0,5.0,20.0,4.0,3.0,2.0,76000000.0,7.0,0.25,14.285714285714286,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,8181161764.705882,6466669433.246384,4.61512051684126,18.1462439114085,22.751414084370275
79.0,5.0,16.0,2.0,1.0,2.0,45569620.25316456,3.0,0.3125,26.333333333333332,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,4468000000.0,6466669433.246384,4.382026634673881,17.6347518518859,22.004199682686252
59.0,4.0,13.0,3.0,3.0,2.0,115254237.28813559,6.0,0.3076923076923077,9.833333333333334,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,8892294117.647058,6466669433.246384,4.0943445622221,18.562651013899224,22.64018844927553
44.3,4.0,11.0,2.0,1.0,1.0,72234762.97968398,3.0,0.36363636363636365,14.766666666666666,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,5710000000.0,6466669433.246384,3.8133070324889884,18.095431983544753,21.886416647064593
33.0,4.2,8.0,3.0,3.0,2.0,141818181.8181818,6.0,0.525,5.5,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,6550568627.45098,6466669433.246384,3.5263605246161616,18.77005639246077,22.26656394708964
63.0,5.3,12.0,2.0,2.0,2.0,84920634.92063493,4.0,0.44166666666666665,15.75,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,5839854545.454545,6466669433.246384,4.1588830833596715,18.257227683238494,22.400362398041242
50.0,4.5,11.11,3.0,2.0,2.0,36000000.0,5.0,0.40504050405040504,10.0,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,7396108433.73494,3346125000.0,3.9318256327243257,17.399029524198163,21.311052502404085
91.0,6.5,13.8,3.0,3.0,2.0,37362637.36263736,6.0,0.47101449275362317,15.166666666666666,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,2516666666.6666665,6466669433.246384,4.5217885770490405,17.43618178881638,21.947041268862645
36.0,4.0,13.0,3.0,3.0,4.0,234722222.2222222,6.0,0.3076923076923077,6.0,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,8508000000.0,9381090243.90244,3.6109179126442243,19.273913344119737,22.857432278433837
52.0,4.0,13.0,2.0,2.0,2.0,89423076.92307693,4.0,0.3076923076923077,13.0,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,4985988095.238095,6466669433.246384,3.970291913552122,18.308889349147044,22.26013305676073
56.0,4.0,14.0,3.0,2.0,2.0,82142857.14285715,5.0,0.2857142857142857,11.2,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,5097545454.545455,6466669433.246384,4.04305126783455,18.223970461880224,22.24932214065885
82.0,4.0,13.0,4.0,3.0,2.0,109146341.46341464,7.0,0.3076923076923077,11.714285714285714,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,7396108433.73494,6466669433.246384,4.418840607796598,18.508200131130934,22.914919369344908
95.0,3.5,17.0,2.0,1.0,3.0,54736842.10526316,3.0,0.20588235294117646,31.666666666666668,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,5200000000.0,4013214285.714286,4.564348191467836,17.818047589202482,22.3719244627261
88.0,5.0,17.0,3.0,3.0,2.0,73863636.36363636,6.0,0.29411764705882354,14.666666666666666,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,9961111111.11111,6466669433.246384,4.48863636973214,18.117731212908257,22.59506801400185
36.0,4.1,9.2,2.0,2.0,2.0,126388888.8888889,4.0,0.44565217391304346,9.0,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,7384193548.387096,6466669433.246384,3.6109179126442243,18.654874139365248,22.23839307012905
32.0,4.5,17.0,1.0,3.0,3.0,131250000.0,4.0,0.2647058823529412,8.0,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,7384193548.387096,6466669433.246384,3.4965075614664802,18.692614467055055,22.15835036247383
50.0,4.0,12.5,2.0,2.0,3.0,101000000.0,4.0,0.32,12.5,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,4278809523.8095236,6466669433.246384,3.9318256327243257,18.430631084706523,22.3426540804317
56.0,4.0,14.0,4.0,5.0,4.0,151785714.2857143,9.0,0.2857142857142857,6.222222222222222,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,10463750000.0,6466669433.246384,4.04305126783455,18.837980316295766,22.86333200056033
42.0,4.0,11.0,3.0,3.0,3.0,178571428.57142857,6.0,0.36363636363636365,7.0,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,8181161764.705882,6466669433.246384,3.7612001156935624,19.000499244805308,22.73816885762201
38.0,4.5,9.0,2.0,2.0,2.0,100000000.0,4.0,0.5,9.5,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,2854157894.736842,6466669433.246384,3.6635616461296463,18.420680753952364,22.05826690394191
65.0,4.6,14.0,2.0,2.0,2.0,22307692.307692308,4.0,0.32857142857142857,16.25,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,3563437500.0,6466669433.246384,4.189654742026425,16.920442168310842,21.09482939406855
80.0,6.0,15.0,10.0,6.0,6.0,175000000.0,16.0,0.4,5.0,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,7516624000.0,6466669433.246384,4.394449154672439,18.980296537602072,23.362323166633097
45.0,9.0,5.0,3.0,4.0,4.0,175333333.33333334,7.0,1.8,6.428571428571429,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,7649812500.0,6466669433.246384,3.828641396489095,18.982199487737297,22.788861971930938
26.0,4.0,13.0,4.0,3.0,3.0,276923076.9230769,7.0,0.3076923076923077,3.7142857142857144,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,6936442622.95082,6466669433.246384,3.295836866004329,19.43925032855805,22.69734686310731
37.0,4.0,9.0,3.0,4.0,5.0,243243243.24324325,7.0,0.4444444444444444,5.285714285714286,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,9356666666.666666,9381090243.90244,3.6375861597263857,19.309572505749518,22.920490414393743
73.0,4.6,16.0,4.0,3.0,3.0,84246575.34246576,7.0,0.2875,10.428571428571429,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,4985988095.238095,6466669433.246384,4.30406509320417,18.249258489486365,22.53971791892744
65.0,4.0,17.0,3.0,3.0,2.0,51538461.538461536,6.0,0.23529411764705882,10.833333333333334,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,5080400000.0,6466669433.246384,4.189654742026425,17.757838932290735,21.932226183081895
52.0,4.0,16.0,4.0,3.0,2.0,138461538.46153846,7.0,0.25,7.428571428571429,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,6291113207.54717,6466669433.246384,3.970291913552122,18.746103151609216,22.69734686310731
60.0,5.0,17.0,4.0,3.0,7.0,275000000.0,7.0,0.29411764705882354,8.571428571428571,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,11015384615.384615,9381090243.90244,4.110873864173311,19.432281659267208,23.526626217913552
34.0,3.05,11.5,2.0,2.0,2.0,176470588.2352941,4.0,0.2652173913043478,8.5,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,6633571428.571428,6466669433.246384,3.5553480614894135,18.98866478722497,22.515025306341133
70.2,4.5,17.0,5.0,3.0,3.0,213675213.67521366,8.0,0.2647058823529412,8.775,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,7021949152.542373,6466669433.246384,4.26549281841793,19.179967731696856,23.431316038115288
115.0,5.0,23.0,3.0,2.0,1.0,12869565.217391305,5.0,0.21739130434782608,23.0,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,3824285714.285714,4013214285.714286,4.7535901911063645,16.370375874061885,21.11530792539811
24.0,3.3,7.4,3.0,2.0,3.0,145833333.33333334,5.0,0.4459459459459459,4.8,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,7673746835.443038,6466669433.246384,3.2188758248682006,18.797974981950976,21.976028805727495
90.0,5.0,18.0,3.0,3.0,3.0,99322222.22222222,6.0,0.2777777777777778,15.0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,6171857142.857142,7027260869.565217,4.51085950651685,18.4138799027901,22.913689563163995
10.0,4.0,13.0,2.0,3.0,3.0,90000000.0,5.0,0.3076923076923077,2.0,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,6920266666.666667,6466669433.246384,2.3978952727983707,18.31532023940565,20.617905322399697
57.8,4.7,13.0,4.0,5.0,5.0,131487889.27335641,9.0,0.36153846153846153,6.422222222222222,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,6085953846.153846,6466669433.246384,4.074141854904581,18.694425316165628,22.751414084370275
55.0,4.0,13.0,3.0,3.0,2.0,88181818.18181819,6.0,0.3076923076923077,9.166666666666666,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,6866666666.666667,6466669433.246384,4.02535169073515,18.29491136800354,22.302244542101988
70.0,5.0,14.0,3.0,2.0,2.0,60000000.0,5.0,0.35714285714285715,14.0,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,4748750000.0,6466669433.246384,4.2626798770413155,17.909855136853043,22.15835036247383
48.0,4.0,12.0,2.0,2.0,2.0,78125000.0,4.0,0.3333333333333333,12.0,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,5000913043.478261,6466669433.246384,3.8918202981106265,18.17382067882084,22.045021677195397
150.0,7.5,20.0,10.0,6.0,3.0,47333333.333333336,16.0,0.375,9.375,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,4855800000.0,7027260869.565217,5.017279836814924,17.672725348024187,22.683360621134526
68.0,4.0,13.0,7.0,3.0,2.0,98235294.11764705,10.0,0.3076923076923077,6.8,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,6798836734.693877,6466669433.246384,4.23410650459726,18.402876129498498,22.622383824644665
57.0,4.0,15.0,4.0,4.0,4.0,110350877.19298245,8.0,0.26666666666666666,7.125,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,4985988095.238095,6466669433.246384,4.060443010546419,18.519175648886215,22.56222690781774
52.0,4.0,13.0,5.0,3.0,2.0,173076923.07692307,8.0,0.3076923076923077,6.5,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,7649812500.0,6466669433.246384,3.970291913552122,18.96924670147898,22.920490414393743
