Diện tích (m2),Hướng,Chiều ngang (m),Chiều dài (m),Số phòng ngủ,Số phòng vệ sinh,Số tầng,Tình trạng nội thất,Giá_per_m2,Tổng_phòng,Aspect_ratio,Diện_tích_per_phòng,Thành phố_encoded,Phường/Xã_encoded,Loại hình_Nhà biệt thự,"Loại hình_Nhà mặt phố, mặt tiền","Loại hình_Nhà ngõ, hẻm",Loại hình_Nhà phố liền kề,Giấy tờ pháp lý_encoded,Giá
52.0,Không xác định,4.0,13.0,4.0,4.0,1.0,Không xác định,0.2211538461538461,8,0.3076923076923077,6.5,9.333244740302431,8.661255341880342,False,False,True,False,4,11.5
60.0,Không xác định,4.296689244236597,13.964240043768942,4.0,4.0,1.0,Không xác định,0.0991666666666666,8,0.3076923076923076,7.5,6.950338094167041,5.525793972109762,False,True,False,False,4,5.95
20.0,Không xác định,3.4,6.0,3.0,3.0,5.0,Nội thất đầy đủ,0.155,6,0.5666666666666667,3.333333333333333,6.482446564252142,6.953664968973188,False,False,True,False,4,3.1
25.0,Không xác định,3.2,9.0,2.0,3.0,3.0,Nội thất đầy đủ,0.1912,5,0.3555555555555555,5.0,6.482446564252142,7.442778641111975,False,False,True,False,4,4.78
17.0,Không xác định,4.0,4.0,3.0,3.0,4.0,Không xác định,0.188235294117647,6,1.0,2.833333333333333,6.482446564252142,6.344234056541749,False,False,True,False,4,3.2
82.0,Nam,7.0,12.0,3.0,3.0,2.0,Nội thất cao cấp,0.0652439024390243,6,0.5833333333333334,13.666666666666666,6.482446564252142,6.578365190365191,False,False,True,False,2,5.35
37.0,Không xác định,3.374109569147893,10.965856099730654,3.0,3.0,6.0,Không xác định,0.3972972972972973,6,0.3076923076923076,6.166666666666667,9.333244740302431,8.958893637226971,False,False,True,False,4,14.7
50.0,Không xác định,4.1,12.0,3.0,4.0,1.0,Không xác định,0.15,7,0.3416666666666666,7.142857142857143,6.482446564252142,6.542857753357753,False,False,True,False,4,7.5
200.0,Tây Bắc,10.0,20.0,5.0,4.0,3.0,Hoàn thiện cơ bản,0.0825,9,0.5,22.22222222222222,4.048553761336204,6.694621959237344,False,False,False,True,4,16.5
68.0,Không xác định,4.0,17.0,6.0,3.0,3.0,Không xác định,0.0794117647058823,9,0.2352941176470588,7.555555555555555,6.482446564252142,7.606695636527216,False,False,True,False,4,5.4
45.0,Không xác định,4.0,11.25,2.0,2.0,1.0,Nội thất đầy đủ,0.0677777777777777,4,0.3555555555555555,11.25,9.333244740302431,6.37077580539119,False,False,True,False,4,3.05
94.0,Không xác định,6.0,15.666666666666666,2.0,2.0,2.611111111111111,Không xác định,0.0659574468085106,4,0.3829787234042553,23.5,6.482446564252142,6.578365190365191,False,False,True,False,4,6.2
42.0,Đông,4.0,10.5,2.0,1.0,1.0,Hoàn thiện cơ bản,0.0307142857142857,3,0.3809523809523809,14.0,4.048553761336204,4.742984757834758,False,False,True,False,3,1.29
150.0,Bắc,5.0,30.0,3.0,2.0,1.0,Nội thất cao cấp,0.0186,5,0.1666666666666666,30.0,5.832887380593263,6.398008547008547,False,False,True,False,4,2.79
48.0,Không xác định,4.0,12.0,2.0,2.0,1.3333333333333333,Không xác định,0.0231458333333333,4,0.3333333333333333,12.0,4.701924720578567,6.398008547008547,False,False,True,False,4,1.111
48.0,Không xác định,4.0,12.0,3.0,2.0,1.0,Không xác định,0.090625,5,0.3333333333333333,9.6,6.482446564252142,6.010573645340636,False,False,True,False,4,4.35
50.0,Tây,5.0,10.0,2.0,1.0,1.3888888888888888,Không xác định,0.0698,3,0.5,16.666666666666668,6.482446564252142,5.887433153951672,False,False,True,False,4,3.49
90.0,Không xác định,4.5,20.0,8.0,5.5,5.0,Không xác định,0.1355555555555555,13,0.225,6.923076923076923,6.482446564252142,7.468589258653089,False,False,True,False,4,12.2
82.0,Không xác định,4.0,20.5,6.0,3.0,2.0,Không xác định,0.0670731707317073,9,0.1951219512195122,9.11111111111111,6.482446564252142,7.29128485776247,False,False,True,False,4,5.5
64.0,Không xác định,4.0,16.0,3.0,2.0,1.0,Không xác định,0.05625,5,0.25,12.8,6.482446564252142,4.985231157731158,False,False,True,False,4,3.6
63.1,Tây,4.0,16.0,2.0,2.0,1.7527777777777778,Nội thất đầy đủ,0.0784469096671949,4,0.25,15.775,6.482446564252142,5.928127662460995,False,False,True,False,4,4.95
119.0,Không xác định,7.0,17.0,7.0,5.0,1.0,Không xác định,0.1133613445378151,12,0.4117647058823529,9.916666666666666,6.482446564252142,9.728699368264586,False,False,False,True,4,13.49
53.0,Không xác định,8.94,5.95,6.0,5.5,4.0,Nội thất cao cấp,0.1415094339622641,11,1.5025210084033611,4.818181818181818,6.482446564252142,6.446473102061337,False,True,False,False,4,7.5
100.0,Không xác định,6.5,14.7,6.0,5.5,5.0,Nội thất đầy đủ,0.132,11,0.4421768707482993,9.090909090909092,6.482446564252142,5.841056364056365,False,False,True,False,4,13.2
60.0,Không xác định,3.5,17.0,3.0,2.0,2.0,Hoàn thiện cơ bản,0.0983333333333333,5,0.2058823529411764,12.0,6.482446564252142,6.0320934990935,False,False,True,False,4,5.9
70.0,Nam,5.0,14.0,4.0,5.0,3.0,Nội thất đầy đủ,0.1097142857142857,9,0.3571428571428571,7.777777777777778,6.482446564252142,6.792954460470085,False,False,True,False,4,7.68
90.9,Đông,7.0,13.0,1.0,1.0,1.0,Không xác định,0.0297029702970297,2,0.5384615384615384,45.45,6.482446564252142,6.398008547008547,False,True,False,False,4,2.7
16.0,Không xác định,2.2188007849009166,7.211102550927978,3.0,2.0,2.0,Nội thất đầy đủ,0.0203125,5,0.3076923076923077,3.2,6.482446564252142,5.111502849002848,False,False,True,False,4,0.325
55.0,Không xác định,3.07,18.0,6.0,4.0,4.0,Nội thất đầy đủ,0.1963636363636363,10,0.1705555555555555,5.5,6.482446564252142,7.606695636527216,False,True,False,False,4,10.8
50.0,Không xác định,5.0,10.0,3.0,3.0,2.0,Không xác định,0.038,6,0.5,8.333333333333334,6.482446564252142,4.432652086475616,False,False,True,False,4,1.9
39.0,Không xác định,3.5,11.0,2.0,2.0,2.0,Nội thất đầy đủ,0.0448717948717948,4,0.3181818181818182,9.75,6.482446564252142,5.297662465594669,False,False,True,False,3,1.75
81.0,Không xác định,44.0,20.0,4.0,4.0,1.125,Không xác định,0.1296296296296296,8,2.2,10.125,6.482446564252142,6.953664968973188,False,False,True,False,4,10.5
47.0,Không xác định,3.2,15.0,2.0,2.0,2.0,Bàn giao thô,0.0957446808510638,4,0.2133333333333333,11.75,6.482446564252142,6.820469663395588,False,False,True,False,4,4.5
62.0,Không xác định,4.367713712793351,14.19506956657839,2.0,2.0,1.7222222222222223,Không xác định,0.0916129032258064,4,0.3076923076923077,15.5,6.482446564252142,7.176403418803418,False,False,True,False,4,5.68
40.0,Không xác định,3.508232077228117,11.40175425099138,3.0,3.0,1.0,Không xác định,0.13125,6,0.3076923076923077,6.666666666666667,6.482446564252142,6.759262108262107,False,False,True,False,4,5.25
150.0,Đông Bắc,6.0,25.0,2.0,2.0,2.0,Không xác định,0.0346666666666666,4,0.24,37.5,4.048553761336204,4.749618671926364,False,True,False,False,4,5.2
53.0,Đông,3.7,14.0,2.0,2.0,1.0,Nội thất cao cấp,0.0688679245283018,4,0.2642857142857143,13.25,6.482446564252142,5.246946818613485,False,False,True,False,4,3.65
56.0,Tây Nam,4.2,11.7,3.0,2.0,2.0,Nội thất cao cấp,0.1014285714285714,5,0.358974358974359,11.2,6.482446564252142,6.408890788224121,False,False,True,False,4,5.68
18.1,Không xác định,4.0,4.5,1.0,1.0,2.0,Không xác định,0.0414364640883977,2,0.8888888888888888,9.05,6.482446564252142,6.689003885003885,False,False,True,False,3,0.75
66.0,Không xác định,6.6,10.0,3.0,3.0,3.0,Không xác định,0.0939393939393939,6,0.6599999999999999,11.0,6.482446564252142,5.697912393162393,False,False,True,False,4,6.2
60.0,Đông Bắc,5.0,12.0,2.0,2.0,2.0,Hoàn thiện cơ bản,0.0436666666666666,4,0.4166666666666667,15.0,4.048553761336204,6.398008547008547,False,False,False,True,4,2.62
45.0,Không xác định,4.5,10.0,2.0,2.0,1.25,Không xác định,0.0966666666666666,4,0.45,11.25,6.482446564252142,8.387476495726496,False,False,True,False,4,4.35
60.0,Đông,5.0,12.0,4.0,4.0,3.0,Nội thất cao cấp,0.1333166666666666,8,0.4166666666666667,7.5,6.482446564252142,7.335692511192511,False,False,True,False,4,7.999
60.0,Không xác định,4.296689244236597,13.964240043768942,3.0,2.0,2.0,Nội thất đầy đủ,0.113,5,0.3076923076923076,12.0,6.482446564252142,6.641274281274282,False,False,True,False,4,6.78
50.4,Bắc,5.65,8.920353982300885,2.0,2.0,2.0,Hoàn thiện cơ bản,0.0535714285714285,4,0.6333829365079365,12.6,4.048553761336204,5.4425511441963055,False,False,True,False,4,2.7
56.0,Nam,5.0,12.0,4.0,2.0,3.0,Nội thất cao cấp,0.0848214285714285,6,0.4166666666666667,9.333333333333334,6.950338094167041,5.861671415004748,False,False,True,False,4,4.75
153.0,Không xác định,4.5,35.0,8.0,5.5,4.0,Không xác định,0.0908496732026143,13,0.1285714285714285,11.76923076923077,6.482446564252142,5.887433153951672,False,True,False,False,4,13.9
25.0,Không xác định,2.773500981126145,9.013878188659971,2.0,2.0,1.0,Không xác định,0.2,4,0.3076923076923077,6.25,6.482446564252142,6.266364283864284,False,False,True,False,4,5.0
60.0,Không xác định,4.0,14.0,1.0,1.0,3.333333333333333,Không xác định,0.0333333333333333,2,0.2857142857142857,30.0,6.482446564252142,5.312099820618339,False,True,False,False,3,2.0
80.0,Không xác định,4.4,17.0,9.0,5.5,1.0,Hoàn thiện cơ bản,0.10625,14,0.2588235294117647,5.714285714285714,6.482446564252142,8.387476495726496,False,False,True,False,4,8.5
50.0,Đông Nam,4.5,11.5,4.0,4.0,2.0,Nội thất đầy đủ,0.105,8,0.391304347826087,6.25,6.482446564252142,4.660986935286934,False,False,True,False,4,5.25
65.0,Tây,4.5,15.0,2.0,2.0,2.0,Hoàn thiện cơ bản,0.1461538461538461,4,0.3,16.25,6.950338094167041,7.628672364672365,False,True,False,False,4,9.5
19.0,Không xác định,2.417882099307956,7.858116822750857,2.0,2.0,2.0,Không xác định,0.1868421052631579,4,0.3076923076923076,4.75,6.482446564252142,7.179237343852728,False,False,True,False,4,3.55
19.0,Không xác định,4.0,5.0,2.0,2.0,2.0,Nội thất đầy đủ,0.131578947368421,4,0.8,4.75,6.482446564252142,7.093097076534576,False,False,True,False,4,2.5
56.0,Không xác định,4.0,14.0,4.0,5.0,1.0,Hoàn thiện cơ bản,0.1241071428571428,9,0.2857142857142857,6.222222222222222,6.482446564252142,6.010573645340636,False,True,False,False,4,6.95
81.0,Không xác định,6.5,12.5,3.0,3.0,1.5,Không xác định,0.0716049382716049,6,0.52,13.5,6.482446564252142,6.083796050692603,False,False,True,False,4,5.8
52.0,Đông Nam,4.0,13.0,4.0,5.0,1.0,Không xác định,0.1471153846153846,9,0.3076923076923077,5.777777777777778,6.482446564252142,5.97577087442472,False,True,False,False,4,7.65
90.0,Đông Bắc,4.5,20.0,3.0,3.0,2.0,Nội thất cao cấp,0.0722222222222222,6,0.225,15.0,4.701924720578567,6.074765974765975,False,True,False,False,4,6.5
59.3,Đông Nam,4.0,15.0,4.0,4.0,3.0,Hoàn thiện cơ bản,0.1281618887015177,8,0.2666666666666666,7.4125,6.482446564252142,7.866659453584309,False,False,True,False,4,7.6
52.0,Không xác định,4.0,13.0,4.0,4.0,3.0,Không xác định,0.1211538461538461,8,0.3076923076923077,6.5,6.482446564252142,6.446473102061337,False,False,True,False,4,6.3
64.0,Không xác định,4.0,16.0,2.0,2.0,1.7777777777777777,Không xác định,0.2171875,4,0.25,16.0,6.482446564252142,7.475523171889838,False,True,False,False,4,13.9
52.0,Không xác định,4.0,16.0,4.0,4.0,1.0,Nội thất đầy đủ,0.1384615384615384,8,0.25,6.5,6.482446564252142,6.759262108262107,False,False,True,False,4,7.2
82.0,Không xác định,10.0,8.2,4.0,4.0,1.1388888888888888,Không xác định,0.0475609756097561,8,1.2195121951219514,10.25,6.950338094167041,6.318574481074481,False,False,True,False,4,3.9
110.0,Không xác định,5.0,21.0,1.0,1.0,6.111111111111111,Không xác định,0.0813636363636363,2,0.238095238095238,55.0,9.333244740302431,6.7664346764346766,False,False,True,False,4,8.95
52.0,Bắc,4.0,12.0,2.0,2.0,2.0,Không xác định,0.1067307692307692,4,0.3333333333333333,13.0,6.482446564252142,5.697912393162393,False,False,True,False,4,5.55
25.0,Không xác định,3.1,8.0,4.0,3.0,5.0,Không xác định,0.24,7,0.3875,3.571428571428572,6.482446564252142,8.387476495726496,False,True,False,False,4,6.0
100.0,Không xác định,5.0,20.0,4.0,5.0,2.0,Bàn giao thô,0.04,9,0.25,11.11111111111111,3.2945811202686204,6.398008547008547,False,False,False,True,4,4.0
106.0,Không xác định,4.2,29.0,5.0,4.0,4.0,Nội thất đầy đủ,0.1113207547169811,9,0.1448275862068965,11.77777777777778,6.482446564252142,7.475523171889838,False,False,True,False,4,11.8
95.0,Bắc,5.0,19.0,2.0,3.0,3.0,Nội thất cao cấp,0.0894736842105263,5,0.2631578947368421,19.0,6.482446564252142,6.578365190365191,False,False,True,False,4,8.5
40.0,Không xác định,4.0,10.0,2.0,2.0,2.0,Không xác định,0.09625,4,0.4,10.0,6.482446564252142,6.408890788224121,False,False,True,False,4,3.85
52.0,Không xác định,4.0,13.0,3.0,3.0,1.0,Nội thất cao cấp,0.2076923076923077,6,0.3076923076923077,8.666666666666666,9.333244740302431,9.499170227920228,False,False,True,False,4,10.8
100.0,Không xác định,5.547001962252291,18.027756377319943,4.0,4.0,1.3888888888888888,Không xác định,0.0749,8,0.3076923076923077,12.5,6.950338094167041,7.936649572649571,False,True,False,False,4,7.49
25.0,Không xác định,3.8,7.1,2.0,2.0,1.0,Không xác định,0.12,4,0.5352112676056338,6.25,6.482446564252142,6.641274281274282,False,False,True,False,4,3.0
76.0,Không xác định,4.835764198615911,15.716233645501712,3.0,2.0,1.4074074074074074,Không xác định,0.0525,5,0.3076923076923076,15.2,4.048553761336204,4.742984757834758,False,False,True,False,4,3.99
136.0,Bắc,5.0,27.0,3.0,2.0,2.5185185185185186,Nội thất đầy đủ,0.0169117647058823,5,0.1851851851851851,27.2,8.065718355718356,6.398008547008547,False,True,False,False,4,2.3
110.0,Không xác định,4.4,25.0,4.0,4.0,1.5277777777777777,Không xác định,0.1636363636363636,8,0.176,13.75,6.482446564252142,7.093097076534576,False,True,False,False,4,18.0
33.0,Không xác định,3.186510027262766,10.35615758860399,3.0,3.0,1.0,Không xác định,0.3121212121212121,6,0.3076923076923076,5.5,9.333244740302431,7.685339031339032,False,False,True,False,4,10.3
60.0,Không xác định,3.0,20.0,4.0,5.0,1.0,Không xác định,0.1083333333333333,9,0.15,6.666666666666667,6.482446564252142,6.820469663395588,False,False,True,False,4,6.5
46.0,Đông Nam,3.55,12.11,3.0,4.0,3.0,Nội thất cao cấp,0.108695652173913,7,0.2931461601981833,6.571428571428571,6.950338094167041,6.318574481074481,False,False,True,False,4,5.0
70.0,Không xác định,4.640954808922571,15.083103128998356,3.0,3.0,1.2962962962962965,Không xác định,0.0698571428571428,6,0.3076923076923077,11.666666666666666,6.482446564252142,6.578365190365191,False,False,True,False,4,4.89
88.4,Không xác định,6.8,13.0,3.0,3.0,1.637037037037037,Hoàn thiện cơ bản,0.0141402714932126,6,0.5230769230769231,14.733333333333334,4.701924720578567,6.398008547008547,False,False,True,False,4,1.25
45.0,Không xác định,5.4,8.333333333333332,3.0,2.0,1.0,Không xác định,0.0455555555555555,5,0.6480000000000001,9.0,4.048553761336204,4.749618671926364,False,False,True,False,4,2.05
23.0,Không xác định,5.2,4.5,2.0,2.0,2.0,Nội thất cao cấp,0.1165217391304347,4,1.1555555555555557,5.75,6.482446564252142,8.387476495726496,False,False,True,False,4,2.68
50.0,Không xác định,3.922322702763681,12.747548783981962,5.0,5.0,1.0,Không xác định,0.153,10,0.3076923076923077,5.0,6.482446564252142,5.312099820618339,False,False,True,False,4,7.65
42.0,Không xác định,4.0,10.2,3.0,3.0,4.0,Không xác định,0.1261904761904762,6,0.3921568627450981,7.0,6.482446564252142,6.010573645340636,False,False,True,False,4,5.3
35.0,Không xác định,3.5,10.0,4.0,4.0,4.0,Nội thất cao cấp,0.1514285714285714,8,0.35,4.375,6.482446564252142,6.820469663395588,False,False,True,False,4,5.3
48.0,Nam,4.0,12.0,3.0,4.0,4.0,Nội thất đầy đủ,0.1374999999999999,7,0.3333333333333333,6.857142857142857,6.482446564252142,7.606695636527216,False,False,True,False,4,6.6
32.0,Không xác định,4.0,8.0,2.0,2.0,1.0,Không xác định,0.1359375,4,0.5,8.0,6.482446564252142,6.137671425796426,False,False,True,False,4,4.35
80.0,Không xác định,4.0,20.0,4.0,4.0,1.1111111111111112,Không xác định,0.16875,8,0.2,10.0,6.482446564252142,6.773551144196306,False,True,False,False,4,13.5
39.0,Không xác định,4.0,10.0,3.0,3.0,2.0,Nội thất đầy đủ,0.1276923076923077,6,0.4,6.5,6.482446564252142,7.442778641111975,False,False,True,False,4,4.98
90.0,Đông,5.0,15.1,3.0,2.0,3.0,Bàn giao thô,0.0327777777777777,5,0.3311258278145695,18.0,6.398008547008547,6.398008547008547,False,False,False,True,4,2.95
75.0,Đông Nam,4.4,16.0,4.0,5.0,4.0,Nội thất cao cấp,0.0753333333333333,9,0.275,8.333333333333334,6.482446564252142,4.660986935286934,False,False,True,False,4,5.65
66.3,Không xác định,5.0,13.3,4.0,3.0,4.0,Nội thất cao cấp,0.0767722473604826,7,0.3759398496240601,9.471428571428572,6.482446564252142,6.763887925845672,False,False,True,False,4,5.09
66.0,Không xác định,4.0,16.0,3.0,2.0,2.0,Nội thất cao cấp,0.0704545454545454,5,0.25,13.2,6.950338094167041,7.568181623931625,False,False,True,False,4,4.65
59.0,Không xác định,4.0,14.7,4.0,4.0,4.0,Không xác định,0.1347457627118644,8,0.272108843537415,7.375,6.482446564252142,6.446473102061337,False,False,True,False,4,7.95
70.0,Không xác định,5.0,14.0,5.0,6.0,1.0,Không xác định,0.045,11,0.3571428571428571,6.363636363636363,2.729001203804021,6.398008547008547,False,False,False,True,4,3.15
32.8,Đông Bắc,7.5,12.5,2.0,2.0,3.0,Hoàn thiện cơ bản,0.1673780487804878,4,0.6,8.2,6.482446564252142,8.025048064353948,False,False,True,False,4,5.49
41.8,Không xác định,3.8,11.0,3.0,2.0,1.0,Không xác định,0.1363636363636363,5,0.3454545454545454,8.36,6.482446564252142,6.94077251808021,False,False,True,False,4,5.7
57.0,Không xác định,4.0,14.5,2.0,1.0,1.0,Bàn giao thô,0.1043859649122807,3,0.2758620689655172,19.0,6.482446564252142,6.759262108262107,False,False,True,False,4,5.95
69.0,Không xác định,4.0,18.0,3.0,2.0,2.0,Nội thất cao cấp,0.0898550724637681,5,0.2222222222222222,13.8,6.482446564252142,7.093097076534576,False,False,True,False,4,6.2
33.0,Không xác định,4.2,8.0,2.0,2.0,2.0,Nội thất cao cấp,0.1118181818181818,4,0.525,8.25,6.482446564252142,6.266364283864284,False,False,True,False,4,3.69
68.0,Đông,5.0,14.5,1.0,2.0,2.0,Không xác định,0.1205882352941176,3,0.3448275862068966,22.666666666666668,6.482446564252142,8.387476495726496,False,True,False,False,4,8.2
41.0,Không xác định,3.5518142709585216,11.543396380615196,2.0,2.0,1.1388888888888888,Nội thất cao cấp,0.0658536585365853,4,0.3076923076923076,10.25,9.333244740302431,6.69077580539119,False,False,True,False,2,2.7
64.0,Không xác định,45.0,14.0,2.0,2.0,1.7777777777777777,Không xác định,0.0734375,4,3.2142857142857144,16.0,6.482446564252142,5.928127662460995,False,False,True,False,4,4.7
29.0,Không xác định,3.5,8.0,2.0,2.0,2.0,Không xác định,0.1206896551724138,4,0.4375,7.25,6.482446564252142,5.928127662460995,False,False,True,False,4,3.5
107.0,Không xác định,4.2,28.0,4.0,4.0,1.4861111111111112,Không xác định,0.1102803738317757,8,0.15,13.375,6.482446564252142,6.266364283864284,False,True,False,False,4,11.8
58.0,Không xác định,4.0,16.0,3.0,2.0,1.0,Nội thất cao cấp,0.0737931034482758,5,0.25,11.6,6.482446564252142,3.51800231000231,False,False,True,False,4,4.28
50.0,Không xác định,4.8,10.5,2.0,1.0,1.3888888888888888,Không xác định,0.106,3,0.4571428571428571,16.666666666666668,6.482446564252142,5.697912393162393,False,False,True,False,4,5.3
45.0,Không xác định,3.721042037676254,12.093386622447824,4.0,5.0,7.0,Không xác định,0.3777777777777777,9,0.3076923076923077,5.0,9.333244740302431,7.802314266929652,False,True,False,False,4,17.0
90.0,Không xác định,6.0,15.0,5.0,5.0,3.0,Nội thất đầy đủ,0.1533333333333333,10,0.4,9.0,6.482446564252142,8.387476495726496,False,False,True,False,4,13.8
72.0,Tây Bắc,4.5,16.0,3.0,4.0,3.0,Không xác định,0.0791666666666666,7,0.28125,10.285714285714286,6.482446564252142,5.887433153951672,False,False,True,False,4,5.7
43.0,Không xác định,4.5,10.0,2.0,2.0,1.1944444444444444,Hoàn thiện cơ bản,0.0360465116279069,4,0.45,10.75,6.482446564252142,3.51800231000231,False,True,False,False,3,1.55
85.0,Tây,5.114083119567588,16.62077013859466,3.0,3.0,1.0,Nội thất cao cấp,0.07,6,0.3076923076923076,14.166666666666666,6.950338094167041,6.318574481074481,False,False,True,False,4,5.95
30.0,Không xác định,3.038218101251,9.87420882906575,3.0,4.0,1.0,Không xác định,0.2833333333333333,7,0.3076923076923077,4.285714285714286,9.333244740302431,6.398008547008547,False,False,True,False,4,8.5
56.0,Đông Bắc,4.0,14.0,4.0,5.0,5.0,Hoàn thiện cơ bản,0.1116071428571428,9,0.2857142857142857,6.222222222222222,6.482446564252142,5.887433153951672,False,False,True,False,4,6.25
100.0,Không xác định,5.0,20.0,4.0,2.0,1.0,Hoàn thiện cơ bản,0.0345,6,0.25,16.666666666666668,2.729001203804021,4.035458430458431,False,True,False,False,4,3.45
32.0,Không xác định,3.1378581622109447,10.198039027185567,2.0,2.0,2.0,Không xác định,0.1046875,4,0.3076923076923077,8.0,6.482446564252142,7.433289784289784,False,False,True,False,4,3.35
83.0,Không xác định,4.0,19.0,3.0,2.0,1.5370370370370372,Hoàn thiện cơ bản,0.0542048192771084,5,0.2105263157894736,16.6,4.048553761336204,5.487272364672365,False,False,True,False,4,4.499
76.0,Đông Bắc,4.0,19.0,6.0,6.0,4.0,Nội thất cao cấp,0.1177631578947368,12,0.2105263157894736,6.333333333333333,6.482446564252142,5.297662465594669,False,True,False,False,4,8.95
104.0,Không xác định,5.656854249492381,18.384776310850235,2.0,2.0,2.888888888888889,Không xác định,0.0182692307692307,4,0.3076923076923077,26.0,6.398008547008547,6.398008547008547,False,True,False,False,4,1.9
72.0,Không xác định,4.0,18.0,6.0,5.0,2.0,Nội thất đầy đủ,0.0111111111111111,11,0.2222222222222222,6.545454545454546,4.048553761336204,4.632225387780943,False,False,False,True,4,0.8
45.0,Không xác định,3.721042037676254,12.093386622447824,4.0,3.0,1.0,Nội thất đầy đủ,0.1777777777777777,7,0.3076923076923077,6.428571428571429,9.333244740302431,6.938672364672365,False,False,False,True,4,8.0
64.0,Không xác định,4.0,16.0,4.0,4.0,1.0,Nội thất cao cấp,0.1453125,8,0.25,8.0,6.482446564252142,6.776358363858364,False,True,False,False,4,9.3
49.2,Tây Bắc,4.0,12.0,2.0,2.0,2.0,Nội thất đầy đủ,0.1115853658536585,4,0.3333333333333333,12.3,6.482446564252142,6.666074481074481,False,False,True,False,4,5.49
80.0,Tây,4.0,20.0,3.0,2.0,1.4814814814814816,Không xác định,0.02475,5,0.2,16.0,6.482446564252142,3.7105428505428506,False,False,True,False,3,1.98
18.6,Không xác định,7.0,3.2,1.0,1.0,2.0,Hoàn thiện cơ bản,0.1317204301075268,2,2.1875,9.3,6.482446564252142,6.137671425796426,False,False,True,False,4,2.45
24.0,Tây Nam,4.0,6.0,2.0,3.0,3.0,Nội thất đầy đủ,0.1291666666666666,5,0.6666666666666666,4.8,6.482446564252142,6.408890788224121,False,False,True,False,4,3.1
54.1,Không xác định,4.2,14.7,2.0,1.0,1.0,Không xác định,0.11090573012939,3,0.2857142857142857,18.03333333333333,6.482446564252142,6.266364283864284,False,False,True,False,4,6.0
35.0,Tây Nam,4.1,7.6,3.0,4.0,3.0,Nội thất cao cấp,0.2242857142857142,7,0.5394736842105263,5.0,6.482446564252142,6.266364283864284,False,False,True,False,4,7.85
85.0,Không xác định,5.0,17.0,5.0,5.0,1.0,Không xác định,0.0676470588235294,10,0.2941176470588235,8.5,6.482446564252142,6.842276612276612,False,False,True,False,4,5.75
100.0,Đông,5.0,20.0,2.0,1.0,2.7777777777777777,Nội thất đầy đủ,0.0368,3,0.25,33.333333333333336,6.482446564252142,4.464810979618672,False,True,False,False,4,3.68
40.0,Tây Nam,4.0,10.0,2.0,2.0,1.0,Nội thất đầy đủ,0.01775,4,0.4,10.0,6.482446564252142,3.163196818613485,False,False,True,False,4,0.71
200.0,Đông Nam,10.0,20.0,6.0,6.0,2.0,Nội thất cao cấp,0.0735,12,0.5,16.666666666666668,6.026739031339031,7.093097076534576,True,False,False,False,4,14.7
31.0,Không xác định,3.5,8.0,3.0,2.0,4.0,Nội thất đầy đủ,0.2090322580645161,5,0.4375,6.2,6.482446564252142,7.475523171889838,False,False,True,False,4,6.48
75.0,Đông Nam,5.0,15.0,5.0,5.0,3.0,Không xác định,0.124,10,0.3333333333333333,7.5,6.026739031339031,7.57881339031339,False,False,False,True,4,9.3
66.0,Không xác định,4.0,16.5,3.0,3.0,2.0,Không xác định,0.1159090909090909,6,0.2424242424242424,11.0,6.482446564252142,6.820469663395588,False,False,True,False,4,7.65
51.5,Không xác định,3.980722779364804,12.937349032935613,4.0,4.0,1.0,Không xác định,0.1514563106796116,8,0.3076923076923077,6.4375,6.482446564252142,7.093097076534576,False,False,True,False,4,7.8
70.0,Không xác định,4.640954808922571,15.083103128998356,4.0,4.0,1.0,Không xác định,0.0921428571428571,8,0.3076923076923077,8.75,6.482446564252142,6.137671425796426,False,False,True,False,4,6.45
82.5,Không xác định,3.8,21.0,6.0,5.5,1.0,Không xác định,0.1054545454545454,11,0.1809523809523809,7.5,6.482446564252142,6.776358363858364,False,True,False,False,4,8.7
24.4,Đông Nam,3.3,7.4,3.0,2.0,3.0,Không xác định,0.1434426229508197,5,0.4459459459459459,4.88,6.482446564252142,7.442778641111975,False,False,True,False,4,3.5
36.0,Không xác định,3.328201177351375,10.816653826391969,5.0,5.0,1.0,Không xác định,0.2361111111111111,10,0.3076923076923077,3.6,9.333244740302431,6.772005698005698,False,False,False,True,4,8.5
100.0,Tây Bắc,5.0,20.0,3.0,4.0,3.0,Nội thất cao cấp,0.085,7,0.25,14.285714285714286,6.950338094167041,7.936649572649571,False,True,False,False,4,8.5
55.0,Không xác định,4.113766756037212,13.369741957120938,3.0,3.0,1.0185185185185184,Không xác định,0.1318181818181818,6,0.3076923076923077,9.166666666666666,6.482446564252142,7.968484647040203,False,False,True,False,4,7.25
40.0,Đông,5.0,8.0,2.0,2.0,1.0,Hoàn thiện cơ bản,0.1875,4,0.625,10.0,6.482446564252142,8.083796050692603,False,True,False,False,4,7.5
47.0,Không xác định,3.802832952094854,12.359207094308276,4.0,4.0,6.0,Nội thất cao cấp,0.1914893617021276,8,0.3076923076923076,5.875,9.333244740302431,8.277623117623117,False,False,True,False,4,9.0
79.0,Đông,4.0,20.0,6.0,5.5,4.0,Không xác định,0.1518987341772152,11,0.2,7.181818181818182,6.482446564252142,6.776358363858364,False,True,False,False,4,12.0
