Diện tích (m2),Hướng,Chiều ngang (m),Chiều dài (m),Số phòng ngủ,Số phòng vệ sinh,Số tầng,Tình trạng nội thất,Giá_per_m2,Tổng_phòng,Aspect_ratio,Diện_tích_per_phòng,Thành phố_encoded,Phường/Xã_encoded,Loại hình_Nhà biệt thự,"Loại hình_Nhà mặt phố, mặt tiền","Loại hình_Nhà ngõ, hẻm",Loại hình_Nhà phố liền kề,Giấy tờ pháp lý_encoded,Giá
57.6,Không xác định,4.2,13.7,2.0,2.0,1.0,Không xác định,0.2222222222222222,4,0.3065693430656934,14.4,6.460090305209852,7.179237343852728,False,False,True,False,4,12.8
55.0,Đông Nam,4.3,13.1,3.0,3.0,2.0,Nội thất đầy đủ,0.1072727272727272,6,0.3282442748091603,9.166666666666666,6.460090305209852,7.866659453584309,False,False,False,True,4,5.9
50.0,Không xác định,4.0,13.0,6.0,5.5,5.0,Không xác định,0.14,11,0.3076923076923077,4.545454545454546,6.460090305209852,5.928127662460995,False,False,True,False,4,7.0
15.0,Không xác định,2.4,6.5,2.0,2.0,2.0,Hoàn thiện cơ bản,0.0866,4,0.3692307692307692,3.75,6.460090305209852,7.093097076534576,False,False,True,False,3,1.299
40.0,Không xác định,3.508232077228117,11.40175425099138,4.0,4.0,1.0,Nội thất đầy đủ,0.192475,8,0.3076923076923077,5.0,9.50365182305874,6.534220390720391,False,False,True,False,4,7.699
68.0,Không xác định,4.0,17.0,4.0,4.0,4.0,Không xác định,0.1161764705882353,8,0.2352941176470588,8.5,6.460090305209852,7.70881809116809,False,True,False,False,4,7.9
132.0,Không xác định,4.1,32.0,7.0,5.0,5.0,Nội thất đầy đủ,0.1136287878787878,12,0.128125,11.0,6.460090305209852,6.137671425796426,False,False,True,False,4,14.999
126.0,Tây Bắc,9.0,14.0,3.0,3.0,2.0,Nội thất đầy đủ,0.0277777777777777,6,0.6428571428571429,21.0,7.04928547008547,5.487148962148963,True,False,False,False,4,3.5
36.0,Đông Bắc,4.0,9.0,2.0,2.0,1.0,Nội thất cao cấp,0.0569444444444444,4,0.4444444444444444,9.0,6.460090305209852,5.97577087442472,False,True,False,False,3,2.05
36.0,Không xác định,3.328201177351375,10.816653826391969,3.0,3.0,1.0,Không xác định,0.1905555555555555,6,0.3076923076923077,6.0,9.50365182305874,7.101339031339031,False,False,True,False,4,6.86
40.0,Không xác định,4.0,10.0,2.0,2.0,2.0,Nội thất đầy đủ,0.107475,4,0.4,10.0,6.460090305209852,6.010573645340636,False,False,True,False,4,4.299
56.0,Đông Bắc,4.0,14.0,4.0,3.0,4.0,Nội thất đầy đủ,0.1535714285714285,7,0.2857142857142857,8.0,9.50365182305874,8.555005341880342,False,False,True,False,4,8.6
31.0,Không xác định,2.6,12.0,2.0,2.0,2.0,Nội thất đầy đủ,0.1548387096774193,4,0.2166666666666666,7.75,6.460090305209852,6.820469663395588,False,False,True,False,4,4.8
57.0,Không xác định,4.187894642712677,13.6106575888162,1.0,1.0,3.1666666666666665,Không xác định,0.1052631578947368,2,0.3076923076923077,28.5,6.460090305209852,8.387476495726496,False,False,True,False,4,6.0
68.0,Không xác định,4.0,17.0,4.0,4.0,1.0,Nội thất cao cấp,0.0661764705882353,8,0.2352941176470588,8.5,4.071625333867521,5.415366226366227,False,True,False,False,4,4.5
44.0,Không xác định,5.0,9.0,4.0,4.0,5.0,Nội thất cao cấp,0.1863636363636363,8,0.5555555555555556,5.5,6.460090305209852,7.093097076534576,False,False,True,False,4,8.2
120.0,Không xác định,6.076436202501999,19.7484176581315,3.0,3.0,2.2222222222222223,Không xác định,0.0366666666666666,6,0.3076923076923076,20.0,6.460090305209852,5.780818091168091,False,False,True,False,4,4.4
85.0,Không xác định,5.114083119567588,16.62077013859466,3.0,2.0,2.0,Nội thất cao cấp,0.038235294117647,5,0.3076923076923076,17.0,3.293273504273504,5.498391190006574,False,False,True,False,4,3.25
59.0,Không xác định,4.260733053577301,13.84738242412623,3.0,3.0,1.0925925925925926,Không xác định,0.1152542372881356,6,0.3076923076923076,9.833333333333334,6.460090305209852,7.968484647040203,False,False,True,False,4,6.8
64.0,Không xác định,4.0,16.0,6.0,5.5,4.0,Hoàn thiện cơ bản,0.215625,11,0.25,5.818181818181818,6.460090305209852,6.820469663395588,False,True,False,False,4,13.8
34.6,Không xác định,3.262844440998352,10.604244433244643,4.0,4.0,1.0,Không xác định,0.0910404624277456,8,0.3076923076923077,4.325,6.460090305209852,8.025048064353948,False,False,True,False,4,3.15
123.0,Không xác định,7.7,16.0,3.0,2.0,2.2777777777777777,Nội thất cao cấp,0.1121951219512195,5,0.48125,24.6,6.460090305209852,7.29128485776247,True,False,False,False,4,13.8
12.5,Không xác định,2.5,5.0,2.0,3.0,1.0,Không xác định,0.1336,5,0.5,2.5,6.460090305209852,6.820469663395588,False,False,True,False,4,1.67
200.0,Tây,7.844645405527362,25.495097567963924,3.0,2.0,2.0,Hoàn thiện cơ bản,0.009,5,0.3076923076923077,40.0,7.259442841880342,6.398008547008547,False,True,False,False,4,1.8
75.0,Không xác định,5.0,15.0,3.0,3.0,1.3888888888888888,Nội thất cao cấp,0.1146666666666666,6,0.3333333333333333,12.5,6.460090305209852,6.641274281274282,False,False,True,False,4,8.6
51.0,Không xác định,4.1,13.2,3.0,4.0,4.0,Nội thất cao cấp,0.1862745098039215,7,0.3106060606060606,7.285714285714286,6.460090305209852,6.641274281274282,False,False,True,False,4,9.5
80.0,Không xác định,5.4,15.0,2.0,2.0,2.0,Nội thất đầy đủ,0.071875,4,0.36,20.0,6.460090305209852,7.866659453584309,False,False,True,False,4,5.75
22.0,Không xác định,3.2,7.1,2.0,2.0,2.0,Không xác định,0.1263636363636363,4,0.4507042253521127,5.5,6.460090305209852,7.658193951347797,False,False,True,False,4,2.78
63.0,Đông Nam,4.3,14.0,2.0,2.0,1.75,Không xác định,0.0841269841269841,4,0.3071428571428571,15.75,6.460090305209852,6.446473102061337,False,False,True,False,4,5.3
48.0,Nam,3.8430756913220914,12.489995996796797,4.0,3.0,3.0,Nội thất đầy đủ,0.1354166666666666,7,0.3076923076923077,6.857142857142857,6.460090305209852,7.606695636527216,False,False,True,False,4,6.5
56.0,Không xác định,4.0,14.0,4.0,4.0,4.0,Nội thất đầy đủ,0.1008928571428571,8,0.2857142857142857,7.0,6.460090305209852,6.542857753357753,False,False,True,False,4,5.65
26.5,Đông Bắc,6.5,4.0,2.0,2.0,2.0,Không xác định,0.1132075471698113,4,1.625,6.625,6.460090305209852,6.763887925845672,False,False,True,False,4,3.0
18.0,Không xác định,3.5,5.5,2.0,2.0,2.0,Không xác định,0.1944444444444444,4,0.6363636363636364,4.5,6.460090305209852,7.468589258653089,False,False,True,False,4,3.5
58.0,Không xác định,4.0,14.5,6.0,5.5,4.0,Nội thất cao cấp,0.3068965517241379,11,0.2758620689655172,5.2727272727272725,6.460090305209852,7.335692511192511,False,True,False,False,4,17.8
41.0,Không xác định,4.1,10.0,2.0,2.0,2.0,Không xác định,0.0756097560975609,4,0.41,10.25,6.460090305209852,5.780818091168091,False,False,False,True,4,3.1
66.0,Không xác định,6.0,11.0,3.0,3.0,3.0,Không xác định,0.0725757575757575,6,0.5454545454545454,11.0,6.460090305209852,5.780818091168091,False,False,True,False,4,4.79
90.0,Không xác định,5.0,29.0,4.0,4.0,1.25,Nội thất cao cấp,0.0872222222222222,8,0.1724137931034483,11.25,6.460090305209852,6.395365190365189,False,False,True,False,4,7.85
184.4,Tây Nam,6.0,30.8,3.0,3.0,3.414814814814815,Không xác định,0.0477169197396963,6,0.1948051948051948,30.73333333333333,7.04928547008547,7.432454273504272,False,True,False,False,4,8.799
88.0,Không xác định,4.0,22.0,3.0,3.0,1.6296296296296295,Không xác định,0.0943181818181818,6,0.1818181818181818,14.666666666666666,6.460090305209852,7.70881809116809,False,True,False,False,4,8.3
56.0,Không xác định,4.0,14.0,4.0,4.0,4.0,Không xác định,0.1214285714285714,8,0.2857142857142857,7.0,6.460090305209852,6.181494752785892,False,False,True,False,4,6.8
64.0,Không xác định,4.0,16.0,5.0,5.0,4.0,Nội thất cao cấp,0.15625,10,0.25,6.4,6.460090305209852,6.276877670940171,False,True,False,False,4,10.0
25.0,Không xác định,2.773500981126145,9.013878188659971,2.0,2.0,2.0,Không xác định,0.158,4,0.3076923076923077,6.25,6.460090305209852,7.093097076534576,False,False,True,False,4,3.95
97.0,Tây Bắc,5.0,19.4,3.0,2.0,2.0,Nội thất đầy đủ,0.0463917525773195,5,0.2577319587628866,19.4,4.071625333867521,4.749618671926364,False,True,False,False,4,4.5
100.0,Không xác định,4.0,25.0,4.0,5.0,1.3888888888888888,Không xác định,0.12,9,0.16,11.11111111111111,6.460090305209852,7.658193951347797,False,True,False,False,4,12.0
39.0,Không xác định,3.4641016151377544,11.258330249197703,3.0,2.0,2.0,Nội thất đầy đủ,0.1051282051282051,5,0.3076923076923076,7.8,6.460090305209852,7.093097076534576,False,False,True,False,4,4.1
48.0,Không xác định,4.0,12.0,2.0,2.0,2.0,Hoàn thiện cơ bản,0.0999999999999999,4,0.3333333333333333,12.0,6.460090305209852,5.928127662460995,False,False,True,False,4,4.8
58.0,Không xác định,4.224470836229533,13.72953021774598,4.0,3.0,3.0,Không xác định,0.0827586206896551,7,0.3076923076923077,8.285714285714286,6.460090305209852,6.051920733388475,False,False,True,False,4,4.8
56.0,Không xác định,4.2,14.0,4.0,4.0,4.0,Nội thất cao cấp,0.1205357142857142,8,0.3,7.0,6.460090305209852,6.137671425796426,False,False,True,False,4,6.75
45.0,Không xác định,3.721042037676254,12.093386622447824,3.0,4.0,6.0,Nội thất đầy đủ,0.2177777777777778,7,0.3076923076923077,6.428571428571429,9.50365182305874,7.506160420775805,False,False,True,False,4,9.8
48.0,Không xác định,4.0,12.0,3.0,2.0,2.0,Không xác định,0.0885416666666666,5,0.3333333333333333,9.6,6.460090305209852,6.010573645340636,False,False,True,False,4,4.25
66.0,Không xác định,6.1,11.0,3.0,2.0,3.0,Hoàn thiện cơ bản,0.1184848484848484,5,0.5545454545454546,13.2,6.460090305209852,7.70881809116809,False,False,True,False,4,7.82
72.0,Không xác định,4.706787243316417,15.297058540778352,3.0,3.0,2.0,Không xác định,0.0608333333333333,6,0.3076923076923077,12.0,7.04928547008547,5.789942841880341,False,False,True,False,4,4.38
66.0,Không xác định,4.506405697192864,14.64581851587681,5.0,5.0,1.0,Không xác định,0.2242424242424242,10,0.3076923076923076,6.6,9.50365182305874,7.70929181929182,False,False,True,False,4,14.8
40.0,Tây Bắc,4.0,10.0,2.0,2.0,2.0,Không xác định,0.02625,4,0.4,10.0,6.460090305209852,3.51800231000231,False,False,True,False,3,1.05
45.0,Không xác định,4.5,10.0,2.0,2.0,2.0,Không xác định,0.1395555555555555,4,0.45,11.25,6.460090305209852,7.866659453584309,False,False,True,False,4,6.28
56.0,Không xác định,4.2,14.0,3.0,3.0,1.0370370370370372,Không xác định,0.1124821428571428,6,0.3,9.333333333333334,6.460090305209852,7.468589258653089,False,False,True,False,4,6.299
50.0,Không xác định,4.0,15.0,4.0,2.0,3.0,Nội thất cao cấp,0.175,6,0.2666666666666666,8.333333333333334,6.460090305209852,6.820469663395588,False,True,False,False,4,8.75
40.0,Không xác định,3.508232077228117,11.40175425099138,2.0,1.0,2.0,Không xác định,0.07375,3,0.3076923076923077,13.333333333333334,4.071625333867521,5.111358015000872,False,True,False,False,4,2.95
52.0,Tây Nam,4.0,13.0,2.0,2.0,2.0,Nội thất đầy đủ,0.073076923076923,4,0.3076923076923077,13.0,6.460090305209852,5.657502374169041,False,False,True,False,4,3.8
126.0,Không xác định,6.0,21.0,6.0,5.5,1.1666666666666667,Không xác định,0.0873015873015873,11,0.2857142857142857,11.454545454545457,6.460090305209852,7.442778641111975,False,True,False,False,4,11.0
48.0,Không xác định,3.8430756913220914,12.489995996796797,3.0,3.0,3.0,Hoàn thiện cơ bản,0.14125,6,0.3076923076923077,8.0,6.460090305209852,6.763887925845672,False,False,True,False,4,6.78
33.0,Đông Nam,3.186510027262766,10.35615758860399,4.0,4.0,5.0,Nội thất cao cấp,0.2121212121212121,8,0.3076923076923076,4.125,9.50365182305874,7.162863247863248,False,False,True,False,4,7.0
12.2,Không xác định,3.3,5.0,2.0,2.0,3.0,Không xác định,0.219672131147541,4,0.6599999999999999,3.05,6.460090305209852,7.475523171889838,False,False,True,False,4,2.68
87.7,Không xác định,5.0,18.0,1.0,1.0,4.872222222222223,Không xác định,0.0342075256556442,2,0.2777777777777778,43.85,4.952171415004748,6.266364283864284,False,True,False,False,4,3.0
60.0,Không xác định,4.0,15.0,5.0,5.0,5.0,Hoàn thiện cơ bản,0.225,10,0.2666666666666666,6.0,6.460090305209852,6.266364283864284,False,True,False,False,4,13.5
120.0,Không xác định,6.8,20.0,3.0,2.0,2.0,Nội thất đầy đủ,0.0875,5,0.3399999999999999,24.0,6.460090305209852,6.11952787952788,False,False,True,False,4,10.5
34.0,Không xác định,3.4,10.0,3.0,4.0,5.0,Nội thất đầy đủ,0.1676470588235294,7,0.3399999999999999,4.857142857142857,9.50365182305874,10.536090672612412,False,False,True,False,4,5.7
100.0,Không xác định,5.0,20.0,3.0,2.0,1.851851851851852,Không xác định,0.0065,5,0.25,20.0,3.293273504273504,3.635724596391263,False,False,False,True,4,0.65
60.0,Tây Nam,4.0,15.0,1.0,1.0,1.0,Không xác định,0.0158333333333333,2,0.2666666666666666,30.0,3.293273504273504,4.778240321769734,False,False,True,False,3,0.95
44.0,Không xác định,4.4,10.0,3.0,3.0,3.0,Nội thất cao cấp,0.1284090909090909,6,0.44,7.333333333333333,6.460090305209852,8.387476495726496,False,False,True,False,4,5.65
150.0,Không xác định,10.0,15.0,8.0,5.5,4.0,Nội thất đầy đủ,0.0666666666666666,13,0.6666666666666666,11.538461538461538,6.460090305209852,6.010573645340636,False,True,False,False,4,10.0
46.0,Không xác định,4.0,12.0,3.0,2.0,2.0,Không xác định,0.1017391304347826,5,0.3333333333333333,9.2,6.460090305209852,5.111358015000872,False,False,True,False,4,4.68
15.0,Không xác định,2.1483446221182985,6.982120021884471,3.0,3.0,1.0,Không xác định,0.2666666666666666,6,0.3076923076923076,2.5,9.50365182305874,6.895720390720391,False,False,True,False,4,4.0
54.0,Không xác định,4.5,12.0,3.0,3.0,1.0,Không xác định,0.1194444444444444,6,0.375,9.0,6.460090305209852,6.181494752785892,False,False,True,False,4,6.45
42.0,Tây Nam,5.0,8.0,2.0,2.0,2.0,Không xác định,0.094047619047619,4,0.625,10.5,6.460090305209852,6.542857753357753,False,False,True,False,4,3.95
55.0,Không xác định,4.0,13.5,3.0,3.0,2.0,Nội thất cao cấp,0.1525454545454545,6,0.2962962962962963,9.166666666666666,6.460090305209852,6.900530814215024,False,True,False,False,4,8.39
117.5,Tây Nam,4.3,19.0,3.0,2.0,2.0,Nội thất đầy đủ,0.0272340425531914,5,0.2263157894736842,23.5,2.7024260683760684,4.64647561588738,False,False,False,True,4,3.2
40.0,Không xác định,4.0,12.0,2.0,3.0,2.0,Hoàn thiện cơ bản,0.12375,5,0.3333333333333333,8.0,6.460090305209852,6.820469663395588,False,False,True,False,4,4.95
40.0,Nam,5.1,8.0,3.0,2.0,4.0,Nội thất đầy đủ,0.18,5,0.6375,8.0,9.50365182305874,6.398008547008547,False,False,True,False,4,7.2
80.0,Không xác định,4.9613893835683385,16.1245154965971,3.0,2.0,2.0,Không xác định,0.03875,5,0.3076923076923077,16.0,3.293273504273504,4.778240321769734,False,False,False,True,4,3.1
91.3,Tây Bắc,6.0,15.216666666666669,3.0,3.0,1.6907407407407409,Không xác định,0.0557502738225629,6,0.3943044906900328,15.216666666666669,7.04928547008547,7.432454273504272,False,True,False,False,4,5.09
60.0,Đông Bắc,4.0,15.0,4.0,5.0,3.0,Không xác định,0.1131666666666666,9,0.2666666666666666,6.666666666666667,6.460090305209852,5.312099820618339,False,False,True,False,4,6.79
69.8,Tây Bắc,4.0,18.0,3.0,2.0,1.2925925925925923,Không xác định,0.0465616045845272,5,0.2222222222222222,13.96,6.460090305209852,3.51800231000231,False,False,True,False,4,3.25
64.0,Không xác định,4.437601569801833,14.422205101855956,5.0,5.0,1.0,Không xác định,0.115625,10,0.3076923076923077,6.4,6.460090305209852,7.568181623931625,False,False,True,False,4,7.4
30.0,Tây,3.0,10.0,2.0,2.0,1.0,Nội thất đầy đủ,0.0593333333333333,4,0.3,7.5,6.460090305209852,5.4193894993895,False,False,True,False,4,1.78
62.0,Không xác định,4.0,15.0,2.0,1.0,1.0,Không xác định,0.0588709677419354,3,0.2666666666666666,20.666666666666668,4.071625333867521,5.4425511441963055,False,False,True,False,4,3.65
178.0,Không xác định,5.0,36.0,4.0,5.0,3.0,Nội thất đầy đủ,0.0387640449438202,9,0.1388888888888889,19.77777777777778,6.460090305209852,4.035302849002849,False,False,True,False,4,6.9
40.0,Không xác định,3.5,13.0,6.0,5.0,4.0,Nội thất đầy đủ,0.195,11,0.2692307692307692,3.636363636363636,6.460090305209852,8.025048064353948,False,False,True,False,4,7.8
80.0,Không xác định,4.0,20.0,2.0,2.0,1.0,Nội thất đầy đủ,0.0525,4,0.2,20.0,6.460090305209852,3.7105428505428506,False,True,False,False,4,4.2
162.0,Không xác định,7.060180864974625,22.94558781116753,4.0,3.0,2.25,Không xác định,0.0134876543209876,7,0.3076923076923077,23.142857142857142,6.460090305209852,3.163196818613485,False,True,False,False,4,2.185
100.0,Không xác định,5.0,20.0,4.0,5.0,3.0,Nội thất cao cấp,0.0828999999999999,9,0.25,11.11111111111111,6.460090305209852,4.660986935286934,False,False,False,True,4,8.29
86.0,Tây,4.3,20.0,4.0,2.0,1.0,Nội thất cao cấp,0.0288372093023255,6,0.215,14.333333333333334,2.7024260683760684,4.035458430458431,False,False,True,False,4,2.48
44.0,Không xác định,4.0,11.0,3.0,3.0,3.0,Nội thất đầy đủ,0.1136363636363636,6,0.3636363636363636,7.333333333333333,6.460090305209852,6.792954460470085,False,False,True,False,4,5.0
28.0,Không xác định,4.0,7.0,2.0,1.0,2.0,Hoàn thiện cơ bản,0.0285714285714285,3,0.5714285714285714,9.333333333333334,6.460090305209852,5.312099820618339,False,False,True,False,3,0.8
77.0,Không xác định,4.867474467555808,15.819292019556372,4.0,4.0,4.0,Hoàn thiện cơ bản,0.0974025974025974,8,0.3076923076923077,9.625,6.460090305209852,6.953664968973188,False,False,True,False,4,7.5
50.0,Không xác định,3.8,15.0,4.0,4.0,2.0,Không xác định,0.175,8,0.2533333333333333,6.25,6.460090305209852,7.968484647040203,False,False,True,False,4,8.75
52.0,Không xác định,4.0,13.0,2.0,2.0,1.4444444444444444,Không xác định,0.0961346153846153,4,0.3076923076923077,13.0,6.460090305209852,7.658193951347797,False,False,True,False,4,4.999
38.0,Bắc,3.6,10.5,3.0,3.0,2.0,Nội thất đầy đủ,0.1894736842105263,6,0.3428571428571428,6.333333333333333,6.460090305209852,7.475523171889838,False,False,True,False,4,7.2
50.0,Không xác định,5.0,10.0,2.0,2.0,2.0,Nội thất đầy đủ,0.039,4,0.5,12.5,6.460090305209852,5.887433153951672,False,False,True,False,4,1.95
34.0,Tây Nam,3.14,11.0,2.0,1.0,3.0,Không xác định,0.1644117647058823,3,0.2854545454545454,11.333333333333334,6.460090305209852,6.359237343852728,False,False,True,False,4,5.59
44.8,Không xác định,3.712763847138057,12.066482503198683,4.0,4.0,1.0,Không xác định,0.1785714285714285,8,0.3076923076923077,5.6,6.460090305209852,7.373954273504273,False,False,True,False,4,8.0
55.0,Không xác định,4.113766756037212,13.369741957120938,4.0,2.0,1.0,Không xác định,0.1309090909090909,6,0.3076923076923077,9.166666666666666,6.460090305209852,7.606695636527216,False,False,True,False,4,7.2
100.0,Không xác định,5.0,20.0,4.0,2.0,1.0,Nội thất đầy đủ,0.0279,6,0.25,16.666666666666668,2.7024260683760684,4.035458430458431,False,True,False,False,4,2.79
60.0,Không xác định,4.6,13.0,4.0,4.0,1.0,Không xác định,0.1333333333333333,8,0.3538461538461538,7.5,6.460090305209852,7.866659453584309,False,False,True,False,4,8.0
35.0,Không xác định,3.5,10.0,2.0,2.0,2.0,Không xác định,0.1085714285714285,4,0.35,8.75,6.460090305209852,6.900530814215024,False,False,True,False,4,3.8
72.0,Không xác định,4.0,18.0,3.0,3.0,3.0,Hoàn thiện cơ bản,0.1833333333333333,6,0.2222222222222222,12.0,6.460090305209852,8.083796050692603,False,True,False,False,4,13.2
90.0,Tây Nam,5.0,18.0,3.0,3.0,3.0,Nội thất cao cấp,0.0993222222222222,6,0.2777777777777778,15.0,7.04928547008547,6.277783920940171,False,True,False,False,4,8.939
40.0,Không xác định,4.0,10.0,3.0,3.0,2.0,Nội thất cao cấp,0.13715,6,0.4,6.666666666666667,6.460090305209852,6.763887925845672,False,False,True,False,4,5.486
49.0,Không xác định,4.0,12.0,2.0,2.0,2.0,Không xác định,0.1183469387755102,4,0.3333333333333333,12.25,6.460090305209852,7.70881809116809,False,False,True,False,4,5.799
60.0,Không xác định,4.0,15.0,2.0,3.0,2.0,Nội thất đầy đủ,0.0866666666666666,5,0.2666666666666666,12.0,6.460090305209852,7.468589258653089,False,False,True,False,4,5.2
55.0,Không xác định,3.5,15.0,3.0,2.0,2.0,Hoàn thiện cơ bản,0.0927272727272727,5,0.2333333333333333,11.0,6.460090305209852,6.051920733388475,False,False,True,False,4,5.1
121.0,Không xác định,5.5,23.0,5.0,5.0,1.3444444444444443,Nội thất cao cấp,0.086694214876033,10,0.2391304347826087,12.1,6.460090305209852,5.887433153951672,False,False,True,False,4,10.49
82.23,Tây,4.0,24.0,2.0,1.0,2.2841666666666667,Nội thất cao cấp,0.1033686002675422,3,0.1666666666666666,27.41,6.460090305209852,6.395365190365189,False,True,False,False,4,8.5
53.0,Nam,5.6,9.6,2.0,2.0,2.0,Hoàn thiện cơ bản,0.1377358490566037,4,0.5833333333333334,13.25,9.50365182305874,8.746320287899236,False,False,True,False,4,7.3
23.0,Không xác định,3.3,7.0,2.0,1.0,1.0,Hoàn thiện cơ bản,0.1082608695652174,3,0.4714285714285714,7.666666666666667,6.460090305209852,6.94077251808021,False,False,True,False,4,2.49
57.0,Không xác định,4.0,15.0,4.0,4.0,4.0,Không xác định,0.1070175438596491,8,0.2666666666666666,7.125,6.460090305209852,5.928127662460995,False,False,True,False,4,6.1
50.0,Không xác định,10.5,5.0,7.0,5.0,1.0,Không xác định,0.172,12,2.1,4.166666666666667,6.460090305209852,7.475523171889838,False,False,True,False,4,8.6
40.0,Không xác định,3.508232077228117,11.40175425099138,5.0,4.0,4.0,Nội thất đầy đủ,0.19875,9,0.3076923076923077,4.444444444444445,9.50365182305874,6.398008547008547,False,False,True,False,4,7.95
76.0,Đông Bắc,5.4,13.0,2.0,2.0,1.0,Nội thất đầy đủ,0.0894736842105263,4,0.4153846153846154,19.0,6.460090305209852,7.093097076534576,False,False,True,False,4,6.8
36.0,Tây,7.5,5.0,3.0,1.0,3.0,Nội thất đầy đủ,0.1555555555555555,4,1.5,9.0,6.398008547008547,6.398008547008547,False,True,False,False,4,5.6
184.0,Không xác định,6.0,32.0,8.0,5.5,2.0,Nội thất đầy đủ,0.0417934782608695,13,0.1875,14.153846153846152,6.460090305209852,5.895557929724596,False,True,False,False,4,7.69
42.0,Tây Nam,4.0,10.0,4.0,3.0,3.0,Hoàn thiện cơ bản,0.1059523809523809,7,0.4,6.0,6.460090305209852,6.542857753357753,False,False,True,False,4,4.45
83.0,Không xác định,4.5,18.0,4.0,4.0,4.0,Nội thất đầy đủ,0.1614457831325301,8,0.25,10.375,6.460090305209852,8.387476495726496,False,False,True,False,4,13.4
45.0,Không xác định,3.721042037676254,12.093386622447824,2.0,2.0,1.25,Không xác định,0.0733333333333333,4,0.3076923076923077,11.25,7.04928547008547,6.935339031339031,False,False,True,False,4,3.3
92.0,Nam,4.0,23.0,6.0,6.0,3.0,Nội thất đầy đủ,0.1630434782608695,12,0.1739130434782608,7.666666666666667,6.460090305209852,7.335692511192511,False,True,False,False,4,15.0
60.0,Tây,4.0,15.0,1.0,1.0,2.0,Hoàn thiện cơ bản,0.0225,2,0.2666666666666666,30.0,6.460090305209852,4.035302849002849,False,False,True,False,3,1.35
53.2,Không xác định,11.2,4.56,7.0,5.0,1.0,Nội thất đầy đủ,0.2349624060150376,12,2.456140350877193,4.433333333333334,6.460090305209852,6.763887925845672,False,False,True,False,4,12.5
38.0,Không xác định,3.4194016570604413,11.113055385446437,5.0,5.0,1.0,Không xác định,0.1223684210526315,10,0.3076923076923076,3.8,6.460090305209852,6.953664968973188,False,False,True,False,4,4.65
84.0,Không xác định,4.0,21.0,4.0,5.0,4.0,Không xác định,0.1428571428571428,9,0.1904761904761904,9.333333333333334,6.460090305209852,9.276669040835706,False,True,False,False,4,12.0
40.0,Không xác định,3.508232077228117,11.40175425099138,2.0,2.0,1.1111111111111112,Không xác định,0.125,4,0.3076923076923077,10.0,6.460090305209852,6.476104755643217,False,False,True,False,4,5.0
51.0,Không xác định,4.0,12.8,2.0,3.0,1.4166666666666667,Không xác định,0.1111372549019607,5,0.3125,10.2,6.460090305209852,6.476104755643217,False,False,True,False,4,5.668
149.0,Không xác định,4.1,36.0,5.0,5.0,1.6555555555555557,Hoàn thiện cơ bản,0.0563691275167785,10,0.1138888888888888,14.9,6.460090305209852,7.866659453584309,False,True,False,False,4,8.399
60.0,Không xác định,5.0,12.0,4.0,4.0,1.0,Không xác định,0.0974999999999999,8,0.4166666666666667,7.5,6.460090305209852,7.176403418803418,False,False,False,True,4,5.85
90.0,Không xác định,4.5,20.0,6.0,5.5,1.0,Nội thất đầy đủ,0.1888888888888888,11,0.225,8.181818181818182,6.460090305209852,5.697912393162393,False,True,False,False,4,17.0
50.0,Không xác định,5.0,10.0,1.0,1.0,2.7777777777777777,Bàn giao thô,0.26,2,0.5,25.0,6.460090305209852,8.387476495726496,False,False,True,False,4,13.0
24.4,Không xác định,3.3,7.4,3.0,2.0,3.0,Bàn giao thô,0.1434016393442623,5,0.4459459459459459,4.88,6.460090305209852,7.442778641111975,False,False,True,False,4,3.499
64.0,Đông,4.0,16.0,3.0,2.0,1.1851851851851851,Không xác định,0.03421875,5,0.25,12.8,6.460090305209852,3.7105428505428506,False,False,True,False,3,2.19
110.4,Tây Nam,4.6,24.0,2.0,1.0,1.0,Hoàn thiện cơ bản,0.0124999999999999,3,0.1916666666666666,36.8,4.84647561588738,6.398008547008547,False,False,True,False,4,1.38
158.0,Không xác định,6.972473349922868,22.66053838724932,10.0,5.5,2.0,Nội thất đầy đủ,0.1259493670886075,15,0.3076923076923077,10.533333333333331,6.460090305209852,7.523162393162393,False,False,True,False,4,19.9
64.0,Nam,4.0,16.0,5.0,5.0,4.0,Nội thất cao cấp,0.153125,10,0.25,6.4,6.460090305209852,7.70881809116809,False,False,True,False,4,9.8
33.0,Không xác định,4.0,7.8,3.0,3.0,5.0,Không xác định,0.2357575757575757,6,0.5128205128205129,5.5,9.50365182305874,6.398008547008547,False,False,True,False,4,7.78
67.0,Không xác định,4.8,14.0,6.0,5.5,5.0,Không xác định,0.1134328358208955,11,0.3428571428571428,6.090909090909091,6.460090305209852,5.111358015000872,False,True,False,False,4,7.6
90.0,Không xác định,5.0,18.0,5.0,4.0,2.0,Nội thất cao cấp,0.0722222222222222,9,0.2777777777777778,10.0,6.460090305209852,5.111502849002848,False,False,False,True,4,6.5
76.0,Nam,4.0,19.0,1.0,1.0,1.0,Không xác định,0.0697368421052631,2,0.2105263157894736,38.0,6.460090305209852,6.578365190365191,False,False,True,False,4,5.3
21.9,Tây,2.4,8.86,2.0,2.0,1.0,Không xác định,0.1255707762557077,4,0.2708803611738149,5.475,6.460090305209852,7.866659453584309,False,False,True,False,4,2.75
